City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Altay Prefecture,Medium-small-cities,1,Xinjiang Uygur Autonomous Region,12.57860219,10.41975328,4.298974208,132,26.69147191,85,0.440332844,104,0.064547402,7.475438484,159,46.41350393,102,0.76568989,125,0.087516972,13.85225023,415,86.00585393,267,1.418850276,326,1.416844539,2.644314446,159,16.41802006,102,0.270850311,125,0.08373717,3.085033521,658,19.15435673,423,0.315992029,517,0.50620282,6.610786116,850,41.04505014,546,0.677125777,668,0.000228896,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ankang City,Medium-small-cities,1,Shaanxi Province,20.43215633,18.32210569,0.34662964,132,4.286924313,85,0.101848478,104,0.052348004000000004,0.602750429,159,7.454485055,102,0.17710318600000002,125,0.129956963,1.116917728,415,13.81342279,267,0.328178428,326,1.342787168,1.098052183,159,13.58010412,102,0.322635258,125,0.050217562,1.281060881,658,15.84345481,423,0.37640780100000004,517,0.534740946,2.745130458,850,33.95026031,546,0.806588146,668,0.0018924010000000002,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anqing City,Medium-small-cities,1,Anhui Province,59.19048631,50.69436025,0.429299611,132,3.1559725260000002,85,0.06843081200000001,104,0.161837213,0.746504323,159,5.487885557999999,102,0.118993578,125,0.37216006799999996,1.383298746,415,10.1692448,267,0.220499282,326,5.0425068369999995,0.6811239090000001,159,5.007245028,102,0.108571871,125,0.20770201,0.79464456,658,5.8417858670000005,423,0.12666718300000002,517,2.711919932,1.702809772,850,12.51811257,546,0.271429677,668,4.57211e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshun City,Medium-small-cities,1,Guizhou Province,31.20649606,27.01919539,3.771040551,132,17.10071967,85,0.744264405,104,0.11135497800000001,6.557420512999999,159,29.73625143,102,1.294193104,125,0.18323491100000003,12.15113066,415,55.10231894,267,2.398185304,326,3.174500638,3.799718136,159,17.2307653,102,0.749924303,125,0.172629675,4.433004492,658,20.10255952,423,0.874911687,517,0.545580473,9.49929534,850,43.07691325,546,1.8748107580000002,668,0.000141167,0.6,0.7170000000000001,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anyang City,Medium-small-cities,1,Henan Province,89.36474833,78.87587322,1.078511301,132,3.3676162780000003,85,0.10642838,104,0.20318646699999998,1.875411318,159,5.855910528,102,0.185067128,125,0.44088679999999997,3.475203081,415,10.85120801,267,0.342935892,326,6.409002182999999,0.6999291459999999,159,2.185505876,102,0.069069583,125,0.22044339999999998,0.8165840040000001,658,2.549756855,423,0.08058118,517,3.2153562589999996,1.749822865,850,5.46376469,546,0.17267395600000002,668,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshan City,Medium-small-cities,1,Liaoning Province,63.94887336,55.68784984,0.389398819,132,1.450346057,85,0.073422318,104,0.299966711,0.67712128,159,2.521990644,102,0.12767325300000001,125,0.559639386,1.254729528,415,4.673337295,267,0.236583025,326,4.6323217439999995,1.362936161,159,5.076361278,102,0.256985711,125,0.33130651699999997,1.590092187,658,5.922421491000001,423,0.299816663,517,2.437789165,3.407340402,850,12.69090319,546,0.6424642770000001,668,3.93871e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bayannur City,Medium-small-cities,1,Inner Mongolia Autonomous Region,38.1273123,33.42801375,4.491035467,132,16.36849602,85,0.370102596,104,0.080403722,7.809411674,159,28.46299586,102,0.6435672920000001,125,0.202006047,14.47111428,415,52.74293163,267,1.19255281,326,2.95035147,1.196057479,159,4.359275767,102,0.098566128,125,0.097680555,1.395400392,658,5.085821728,423,0.114993816,517,1.3688567630000001,2.9901436969999997,850,10.89818942,546,0.24641532100000002,668,1.16326e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bazhong City,Medium-small-cities,1,Sichuan Province,46.30688071,41.48478475,1.9784364269999999,132,25.75965287,85,0.568069182,104,0.08506154,3.4402811210000004,159,44.79317416,102,0.987809189,125,0.299463228,6.374961821,415,83.00332591,267,1.8304451430000002,326,3.09484177,1.905417906,159,24.80893657,102,0.5471033479999999,125,0.242755535,2.2229875569999997,658,28.94375933,423,0.638287239,517,1.099973882,4.763544765,850,62.02234143,546,1.3677583690000001,668,0.000122815,0.6,0.7170000000000001,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baicheng City,Medium-small-cities,1,Jilin Province,29.50446978,26.09616537,0.392012175,132,1.205425516,85,0.045895012,104,0.088049507,0.681665615,159,2.096101037,102,0.079806327,125,0.23720799899999997,1.26315034,415,3.884148886,267,0.147883929,326,1.9594300669999998,1.543400196,159,4.745908668999999,102,0.180694315,125,0.120246714,1.800633561,658,5.536893447000001,423,0.21081003399999998,517,1.003370125,3.858500489,850,11.86477167,546,0.45173578700000006,668,4.33396e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baishan City,Medium-small-cities,1,Jilin Province,14.95614776,13.2284399,0.9085913240000001,132,4.05718142,85,0.18259563199999998,104,0.044633285999999994,1.5799393590000002,159,7.054987692,102,0.317513515,125,0.120243404,2.9276831569999997,415,13.07314013,267,0.588363702,326,0.993257152,2.565192627,159,11.45449179,102,0.515515563,125,0.060954413,2.992724731,658,13.36357375,423,0.601434824,517,0.508619608,6.412981567,850,28.63622947,546,1.288788908,668,1.00144e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baiyin City,Medium-small-cities,1,Gansu Province,25.66352816,20.94763855,0.81476656,132,2.8973169710000004,85,0.12287285099999999,104,0.08125655400000001,1.416788519,159,5.038112289,102,0.213662235,125,0.179817743,2.625358916,415,9.335799129,267,0.39592363,326,3.4488892719999997,2.105366471,159,7.486701472000001,102,0.317504905,125,0.19486525300000002,2.456260882,658,8.73448505,423,0.37042239,517,0.811060784,5.263416177,850,18.71675368,546,0.793762264,668,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baise City,Medium-small-cities,1,Guangxi Zhuang Autonomous Region,40.97533895,35.55143146,2.127117793,132,9.010433893,85,0.57079719,104,0.10081612400000001,3.6988214960000003,159,15.66814338,102,0.9925528920000001,125,0.239514671,6.854046222000001,415,29.03362032,267,1.8392353909999999,326,3.501069043,3.504581636,159,14.84534672,102,0.940429983,125,0.30305938,4.088678575,658,17.31957117,423,1.0971683140000001,517,1.2794482679999999,8.761454088999999,850,37.113366799999994,546,2.351074959,668,4.29635e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.93,0,0.05,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
