City,level,PMs,PMs1,PMs2,yagao,myl,msg,xmn,soil,ocean,river,emission
Hechi City,4,0.00842703,0.008005678,0.000421351,0.002591111,0.001083056,0.00241763,0.002335233,0.000364783,0.001966346,0.003635989,0.005967118
Heyuan City,4,0.005171984,0.004913385,0.000258599,0.001591538,0.000665359,0.001473897,0.001441189,0.000223872,0.001208447,0.002226534,0.003658853
Heze City,4,0.01609208,0.015287476,0.000804604,0.004968729,0.002066315,0.004604706,0.004452331,0.000985002,0.003080863,0.005680458,0.009746323
Hezhou City,4,0.005184676,0.004925443,0.000259234,0.001599498,0.000665153,0.001479452,0.001440573,0.000225289,0.001211076,0.002232051,0.003668416
Hebi City,4,0.002263662,0.002150479,0.000113183,0.000696524,0.000288823,0.000651411,0.000626904,9.73E-05,0.000529919,0.000977469,0.001604698
Hegang City,4,0.004224059,0.004012856,0.000211203,0.001303285,0.000545771,0.00120584,0.001169163,0.000181551,0.000991149,0.001824263,0.002996963
Heihe City,4,0.004837636,0.004595754,0.000241882,0.001489487,0.000619689,0.001381332,0.001347127,0.000210588,0.001124014,0.002076294,0.003410896
Hengshui City,4,0.007351933,0.006984337,3.68E-04,0.002272762,0.000944395,0.00209808,0.002036697,3.17E-04,0.001724474,0.003168428,0.005209902
Hengyang City,4,0.013971056,0.013272503,0.000698553,0.004305649,0.001786713,0.003999003,0.003879691,0.000852664,0.002686964,0.004946464,0.008486092
Honghe Hani and Yi Autonomous Prefecture,4,0.014894128,0.014149422,0.000744706,0.004584607,0.001913542,0.004266622,0.004129357,0.000644499,0.00348236,0.006417251,0.01054411
Hohhot City,4,0.002130313,0.002023797,0.000106516,0.000658262,0.000274113,0.000608512,0.000589426,9.21E-05,0.000498403,0.000916993,0.001507536
Hulunbuir City,4,0.005001694,0.004751609,0.000250085,0.001542739,0.000643804,0.001432145,0.001383005,0.000215578,0.001174377,0.00216061,0.003550565
Huludao City,4,0.005400179,0.00513017,0.000270009,0.001659756,0.000693315,0.001547955,0.001499154,0.000232956,0.001555569,0.002036699,0.003825224
Huzhou City,4,0.006167156,0.005858798,0.000308358,0.001898334,0.000789998,0.001762694,0.00171613,0.000375835,0.001180681,0.002181152,0.003737668
Huaihua City,4,0.010863657,0.010320474,0.000543183,0.003352225,0.001397435,0.003111207,0.00300279,0.000472996,0.002535937,0.004673905,0.007682838
Huai'an City,4,0.00844938,0.008026911,0.000422469,0.002599121,0.001084968,0.002419812,0.002345479,0.000514819,0.001624741,0.002985038,0.005124598
Huaibei City,4,0.005077378,0.004823509,0.000253869,0.001564237,0.000652247,0.001450582,0.001410313,0.000219585,0.00118717,0.002189245,0.003596
Huainan City,4,0.007533032,0.007156381,0.000376652,0.002319949,0.000969317,0.00215072,0.002093047,0.000328282,0.001750817,0.003232205,0.005311304
Huanggang City,4,0.012428098,0.011806693,0.000621405,0.0038246,0.001596544,0.00356497,0.003441984,0.000536599,0.002909166,0.005347735,0.0087935
Huangshan City,4,0.004120549,0.003914522,0.000206027,0.001272161,0.00053076,0.001172978,0.00114465,0.00017923,0.000960667,0.001773336,0.002913233
Huangshi City,4,0.003493922,0.003319226,0.000174696,0.001076188,0.000448936,0.001000967,0.000967831,0.000150333,0.000820558,0.001504788,0.002475679
Huizhou City,4,0.008773999,0.008335299,0.0004387,0.002704841,0.001134589,0.002507995,0.002426574,0.000534644,0.002070632,0.002714996,0.005320272
Jixi City,4,0.007101916,0.00674682,0.000355096,0.002188019,0.000917055,0.002027538,0.001969304,0.000309524,0.001660749,0.003042522,0.005012795
Ji'an City (Jiangxi),4,0.01287099,0.01222744,0.000643549,0.003965556,0.001651363,0.003681025,0.003573046,0.000553551,0.003014552,0.005558641,0.009126744
Jilin City,4,0.00625063,0.005938098,0.000312531,0.001918088,0.000800146,0.001794009,0.001738388,0.000272218,0.001460879,0.002682088,0.004415185
Jinan City,4,0.011241986,0.010679887,0.000562099,0.003458085,0.001437624,0.003225064,0.003121213,0.000982321,0.001458519,0.002682495,0.005123335
Jining City,4,0.0106276,0.01009622,0.00053138,0.003287879,0.001369497,0.003040659,0.002929565,0.000647748,0.00203895,0.003753294,0.006439992
Jiamusi City,4,0.008205844,0.007795552,0.000410292,0.002519594,0.001056332,0.002355436,0.002274481,0.000357336,0.001922841,0.003528276,0.005808453
Jiaxing City,4,0.009613111,0.009132455,0.000480656,0.002970113,0.001235812,0.002745936,0.00266125,0.000585269,0.002276953,0.002968933,0.005831155
Jiayuguan City,4,0.000453142,0.000430485,2.27E-05,0.000139508,5.83E-05,0.000129211,0.000126105,1.96E-05,0.000105905,0.000195281,0.000320786
Jiangmen City,4,0.010214293,0.009703579,0.000510715,0.003149399,0.001314425,0.002914146,0.002836324,0.00062382,0.002403741,0.003145671,0.006173232
Jiaozuo City,4,0.0035325,0.003355875,0.000176625,0.001089449,0.000454985,0.001008268,0.000979799,0.000154006,0.000822458,0.001515468,0.002491932
Jieyang City,4,0.009817686,0.009326801,0.000490884,0.003035369,0.001261356,0.002801766,0.002719194,0.000425525,0.002817989,0.003700883,0.006944397
Jinchang City,4,0.001180834,0.001121793,5.90E-05,0.000364388,0.000152061,0.000336546,0.000327839,5.12E-05,0.000275959,0.000507653,0.000834812
Jinhua City,4,0.009353181,0.008885522,0.000467659,0.002886064,0.001204071,0.002684153,0.002578893,0.000570397,0.001792607,0.00329161,0.005654614
Jinzhou City,4,0.007854873,0.00746213,0.000392744,0.002423959,0.001010966,0.00224912,0.002170829,0.000339062,0.00225421,0.002966456,0.005559728
Jincheng City,4,0.002757998,0.002620098,0.0001379,0.000849303,0.000355738,0.000788204,0.000764752,0.000118124,0.000648064,0.001189133,0.001955321
Jinzhong City,4,0.005778607,0.005489677,0.00028893,0.001780147,0.000740716,0.001649567,0.001608178,0.000250001,0.001350199,0.002483963,0.004084163
Jingmen City,4,0.004241385,0.004029316,0.000212069,0.001312089,0.000543878,0.001212918,0.001172501,0.000182957,0.000990228,0.00182526,0.002998445
Jingzhou City,4,0.00938061,0.008911579,0.00046903,0.002887905,0.001200816,0.002678471,0.002613418,0.000405521,0.002193222,0.004045284,0.006644027
Jingdezhen City,4,0.003041025,0.002888974,0.000152051,0.000937394,0.00038934,0.000871659,0.000842631,0.000132127,0.000708477,0.001307868,0.002148472
Jiujiang City,4,0.01075481,0.010217069,0.00053774,0.003312987,0.001386529,0.003081672,0.002973622,0.000654901,0.002060106,0.003792568,0.006507575
Jiuquan City,4,0.002288305,0.002173889,0.000114415,0.000706055,0.000294261,0.000654169,0.000633819,9.91E-05,0.000535286,0.000986641,0.001621005
Kashgar Prefecture,4,0.032890053,0.031245551,0.001644503,0.010125498,0.004227024,0.009411242,0.009126289,0.00141014,0.007719697,0.014223478,0.023353315
Kaifeng City,4,0.006987913,0.006638518,0.000349396,0.002160348,0.000890269,0.002001591,0.001935705,0.00030255,0.001636736,0.003011027,0.004950313
Karamay City,4,0.001796098,0.001706293,8.98E-05,0.000553113,0.000231259,0.000513577,0.000498149,7.79E-05,0.000420792,0.000772217,0.001270909
Kizilsu Kirgiz Autonomous Prefecture,4,0.003343867,0.003176674,0.000167193,0.00103077,0.000432064,0.000953533,0.000927501,0.000143965,0.000781515,0.001443122,0.002368602
Kunming City,4,0.01474343,0.014006258,0.000737171,0.004538583,0.001900894,0.004222757,0.004081196,0.000898538,0.002827414,0.005211509,0.008937461
Lhasa City,4,0.005505896,0.005230601,0.000275295,0.00169501,0.000709785,0.001576907,0.001524194,0.000236804,0.001291668,0.002373353,0.003901825
Laibin City,4,0.003906799,0.003711459,0.00019534,0.001201438,0.000501945,0.001116229,0.001087187,0.000169492,0.000912374,0.00168007,0.002761936
Lanzhou City,4,0.006198341,0.005888424,0.000309917,0.001913588,0.000796231,0.001771155,0.001717366,0.000270508,0.001443456,0.002661265,0.004375229
Langfang City,4,0.007152857,0.006795214,3.58E-04,0.002202691,0.000920722,0.002045832,0.001983612,4.37E-04,0.001374755,0.002529066,0.004340821
Leshan City,4,0.014359958,0.01364196,0.000717998,0.004426294,0.00183722,0.004112763,0.003983682,0.000621589,0.003359531,0.006174742,0.010155862
Lijiang City,4,0.006673091,0.006339436,0.000333655,0.002051475,0.000861605,0.001911376,0.001848635,0.000289729,0.001555726,0.002870391,0.004715846
Lishui City,4,0.003913388,0.003717719,0.000195669,0.001198853,0.000503474,0.001125267,0.001085793,0.00016968,0.000912127,0.001684762,0.002766569
Lianyungang City,4,0.009543062,0.009065909,0.000477153,0.002935061,0.001218941,0.002741061,0.002647999,0.000581041,0.002242587,0.002945696,0.005769324
Liaoyang City,4,0.004474922,0.004251176,0.000223746,0.00137371,0.000576987,0.001282781,0.001241444,0.000194927,0.001042915,0.001922431,0.003160273
Liaoyuan City,4,0.003323993,0.003157794,0.0001662,0.001021436,0.000426823,0.000953058,0.000922676,0.000144111,0.000775687,0.001430207,0.002350005
Liaocheng City,4,0.011426718,0.010855382,0.000571336,0.003517136,0.001473161,0.003261229,0.003175192,0.000490455,0.002680189,0.004933196,0.00810384
Nyingchi City,4,0.002950654,0.002803121,1.48E-04,0.000905434,0.000377017,0.000847416,0.000820787,1.27E-04,0.000689679,0.001273818,0.002090497
Lincang City,4,0.015089665,0.014335182,0.000754483,0.004637598,0.001942075,0.004321925,0.004188067,0.000654426,0.003522619,0.00650423,0.010681275
Linfen City,4,0.005708474,0.00542305,0.000285424,0.001752589,0.000732865,0.001634189,0.001588832,0.000246593,0.001334789,0.002463803,0.004045185
Linyi City,4,0.012893308,0.012248643,0.000644665,0.003956429,0.001654643,0.003692331,0.003589906,0.000788628,0.002467022,0.004540283,0.007795933
Liuzhou City,4,0.006236938,0.005925091,0.000311847,0.001924064,0.000801932,0.001782873,0.00172807,0.000380792,0.001196729,0.002199011,0.003776532
Lu'an City,4,0.012315892,0.011700098,0.000615795,0.003792257,0.001583163,0.003526221,0.003414251,0.000534673,0.002878352,0.005295244,0.008708269
Liupanshui City,4,0.010460891,0.009937846,0.000523045,0.003217097,0.001348365,0.00300141,0.002894018,0.000450966,0.002442167,0.004503607,0.00739674
Longyan City,4,0.003022113,0.002871008,0.000151106,0.000932042,0.000390955,0.000861551,0.000837566,0.000129953,0.000707416,0.001301857,0.002139226
Longnan City,4,0.009740856,0.009253813,0.000487043,0.003010973,0.001255903,0.002769789,0.002704192,0.000421257,0.002275124,0.004199135,0.006895516
Loudi City,4,0.007180736,0.0068217,0.000359037,0.00220503,0.000919973,0.002057813,0.001997921,0.000311876,0.001674561,0.003093287,0.005079724
Luzhou City,4,0.019396724,0.018426888,0.000969836,0.005937206,0.002497756,0.005579887,0.005381874,0.000839061,0.004530828,0.008350251,0.01372014
Luoyang City,4,0.009189942,0.008730445,0.000459497,0.002829755,0.00118384,0.002638507,0.002537841,0.000563346,0.001759272,0.003235043,0.005557661
Luohe City,4,0.003474466,0.003300743,0.000173723,0.001073578,0.000446887,0.000993476,0.000960525,0.000150574,0.000809243,0.001496831,0.002456648
L¨¹liang City,4,0.00749092,0.007116374,0.000374546,0.002308996,0.000960181,0.002141183,0.00208056,0.000324024,0.001750993,0.003218418,0.005293435
Ma'anshan City,4,0.004802169,0.004562061,0.000240108,0.001475663,0.000618167,0.001377781,0.001330558,0.000208465,0.001120463,0.002064492,0.00339342
Maoming City,4,0.014249746,0.013537259,0.000712487,0.004397854,0.001838548,0.004071467,0.003941876,0.000869028,0.003350033,0.004409803,0.008628864
Meishan City,4,0.010560164,0.010032156,0.000528008,0.003244539,0.001361127,0.003020284,0.002934214,0.000460336,0.002458598,0.004537963,0.007456897
Meizhou City,4,0.007237828,0.006875937,0.000361891,0.002227582,0.000936058,0.002070397,0.002003791,0.000313542,0.001688916,0.003114477,0.005116935
Mianyang City,4,0.017497938,0.016623041,0.000874897,0.005396147,0.002253047,0.005004564,0.00484418,0.000759346,0.004079052,0.007532611,0.012371009
Mudanjiang City,4,0.00775124,0.007363678,0.000387562,0.002388715,0.000997512,0.002218056,0.002146957,0.000337551,0.001810777,0.003327848,0.005476176
Nagqu City,4,0.001322539,0.001256412,6.61E-05,4.07E-04,1.70E-04,3.78E-04,3.68E-04,5.75E-05,3.09E-04,0.000567054,0.000933554
Nanchang City,4,0.007502618,0.007127488,0.000375131,0.002316509,0.000967608,0.00214452,0.002073981,0.000460039,0.001434537,0.002639545,0.004534121
Nanchong City,4,0.024374852,0.023156109,0.001218743,0.00750467,0.003128703,0.006983769,0.006757709,0.001060141,0.00567922,0.010474881,0.017214242
Nanjing City,4,0.016217375,0.015406506,0.000810869,0.004986803,0.002080546,0.004632019,0.004518007,0.001420376,0.002094004,0.003862007,0.007376387
Nanning City,4,0.012804034,0.012163832,0.000640202,0.003966693,0.001644116,0.003657674,0.003535552,0.000787467,0.002444127,0.004521564,0.007753158
Nanping City,4,0.00587017,0.005576662,0.000293509,0.001812853,0.0007545,0.00167736,0.001625458,0.000253012,0.001372525,0.00252919,0.004154727
Nantong City,4,0.018121165,0.017215107,0.000906058,0.005581697,0.002323371,0.005172881,0.005043216,0.001580752,0.002884878,0.003793117,0.008258747
Nanyang City,4,0.01480429,0.014064075,0.000740214,0.004548557,0.001914596,0.004226745,0.004114392,0.000907293,0.002830298,0.005218322,0.008955913
Neijiang City,4,0.016211113,0.015400557,0.000810556,0.004992156,0.002082699,0.004638646,0.004497611,0.000701808,0.003786433,0.006995505,0.011483746
Ningbo City,4,0.01483991,0.014097914,0.000741995,0.00458194,0.001897302,0.004245241,0.004115427,0.001296292,0.002370597,0.003090573,0.006757462
Ningde City,4,0.00455646,0.004328637,0.000227823,0.001404001,0.000584944,0.001305526,0.001261989,0.000198256,0.001306003,0.001715449,0.003219708
Panzhihua City,4,0.005758936,0.005470989,0.000287947,0.001773876,0.000741721,0.001647772,0.001595567,0.000250341,0.001345766,0.002476489,0.004072596
Panjin City,4,0.002570112,0.002441606,0.000128506,0.00079145,0.00033061,0.000732988,0.000715064,0.000111055,0.000741226,0.000969393,0.001821674
Pingdingshan City,4,0.006952767,0.006605129,0.000347638,0.002141223,0.000892035,0.001991677,0.001927832,0.000301582,0.001624716,0.002994099,0.004920397
Pingliang City,4,0.007364051,0.006995848,0.000368203,0.00226136,0.000949405,0.002106225,0.002047061,0.000318438,0.001720419,0.003169324,0.005208181
Pingxiang City,4,0.004078947,0.003875,0.000203947,0.001259304,0.000525696,0.001165596,0.001128351,0.00017765,0.000953054,0.001756453,0.002887157
Putian City,4,0.003608235,0.003427823,0.000180412,0.001109039,0.000464071,0.001029508,0.001005618,0.00015594,0.001035971,0.001366415,0.002558326
Puyang City,4,0.004655756,0.004422968,0.000232788,0.00143358,0.000595086,0.001333186,0.001293903,0.000201685,0.001087682,0.002004014,0.003293381
Pu'er City,4,0.011027912,0.010476516,0.000551396,0.003415623,0.00140837,0.003155419,0.0030485,0.000477495,0.002579051,0.004758502,0.007815048
Qitaihe City,4,0.002516991,0.002391141,0.00012585,0.000774501,0.000323606,0.000719881,0.000699002,0.000108671,0.000586967,0.00108433,0.001779968
Qiqihar City,4,0.012016822,0.011415981,0.000600841,0.003701394,0.001544348,0.003421245,0.003349835,0.000521398,0.002807469,0.005172649,0.008501516
Qinzhou City,4,0.006801833,0.006461741,0.000340092,0.002091514,0.000875042,0.001946051,0.001889226,0.000297139,0.001949633,0.002558816,0.004805588
Qinhuangdao City,4,0.00524028,0.004978266,0.000262014,0.001612505,0.000674049,0.001496644,0.001457083,0.000227092,0.001500468,0.00197667,0.00370423
Qingdao City,4,0.016449132,0.015626675,0.000822457,0.005070494,0.002107806,0.004709552,0.00456128,0.001431231,0.002644053,0.00346758,0.007542864
Qingyuan City,4,0.009304553,0.008839326,0.000465228,0.00286793,0.001197821,0.002655512,0.00258329,0.000403957,0.002175147,0.003997595,0.006576699
Qingyang City,4,0.005442032,0.00516993,0.000272102,0.001674711,0.000702154,0.001552889,0.001512278,0.000237427,0.001274075,0.002335937,0.003847439
Qujing City,4,0.010815779,0.01027499,0.000540789,0.003332156,0.001397242,0.003092223,0.002994157,0.000466111,0.002535798,0.004660052,0.007661961
Quzhou City,4,0.003836518,0.003644692,0.000191826,0.001184485,0.000494944,0.001098908,0.001058181,0.000165686,0.000895585,0.001649647,0.002710918
Quanzhou City,4,0.012211248,0.011600686,0.000610562,0.00377077,0.001577077,0.003494534,0.003368867,0.001067872,0.001950246,0.002542869,0.005560987
Shigatse City,4,0.011452475,0.010879851,0.000572624,0.00353028,0.001473035,0.003273356,0.003175804,0.000495644,0.002680073,0.004923057,0.008098774
Rizhao City,4,0.00279014,0.002650633,0.000139507,0.000856846,0.000359248,0.000799334,0.000774712,0.000120461,0.000804814,0.001047701,0.001972976
Sanmenxia City,4,0.004133659,0.003926976,0.000206683,0.0012736,0.000533058,0.001181713,0.001145287,0.000179943,0.000964024,0.001778029,0.002921996
Sanming City,4,0.004056038,0.003853236,0.000202802,0.001252121,0.000522737,0.00116233,0.00111885,0.000176431,0.000945885,0.001741832,0.002864148
Sanya City,4,0.001972602,0.001873972,9.86301E-05,0.000608893,0.000254262,0.000562919,0.000546527,8.5677E-05,0.000567188,0.00074313,0.001395995
Xiamen City,4,0.00658634,0.006257023,0.000329317,0.0020238,0.000852014,0.001883378,0.001827148,0.000402659,0.001552524,0.002038229,0.003993412
Shannan City,4,0.012998653,0.01234872,0.000649933,0.003991463,0.001673177,0.003726722,0.003607291,0.000563701,0.003039378,0.005596312,0.009199391
Shantou City,4,0.008002064,0.00760196,0.000400103,0.002462153,0.001026671,0.002295268,0.002217971,0.000345356,0.002308657,0.00301699,0.005671003
Shanwei City,4,0.005872535,0.005578908,0.000293627,0.001810942,0.000759515,0.001680442,0.001621636,0.000255735,0.001684966,0.002207468,0.004148169
Shangluo City,4,0.008115744,0.007709957,0.000405787,0.002501566,0.001039347,0.002320671,0.00225416,0.000351947,0.001904156,0.003491144,0.005747247
Shangqiu City,4,0.011984139,0.011384932,0.000599207,0.003702896,0.001534798,0.003432408,0.003314037,0.000516528,0.002801786,0.005168612,0.008486926
Shanghai,4,0.070583033,0.067053882,0.003529152,0.021658731,0.009066268,0.020242561,0.019615473,0.007290943,0.007927802,0.010434712,0.025653457
Shangrao City,4,0.012229175,0.011617716,0.000611459,0.003772766,0.001564814,0.003508106,0.00338349,0.000528751,0.002865293,0.005278289,0.008672333
Shaoguan City,4,0.007793028,0.007403377,0.000389651,0.00240162,0.001003121,0.002231472,0.002156815,0.000336757,0.001821988,0.003359267,0.005518012
Shaoyang City,4,0.017169875,0.016311382,0.000858494,0.005277357,0.002203001,0.00492454,0.004764977,0.000747663,0.003997084,0.007373352,0.012118099
