City,level,MFs_generation,MW,HW,MFs_emission,ocean,soil,river
Altay Prefecture,1,1.790810699,1.619004003,0.171806696,1.367022093,0.439579953,0.117980012,0.809462128
Ankang City,1,7.227427337,6.491199763,0.736227574,5.505190357,1.76054533,0.49336641,3.251278616
Anqing City,1,14.36124023,12.86046846,1.500771774,10.97170263,3.516074222,0.972112216,6.483516187
Anshun City,1,6.349639473,5.727828026,0.621811447,4.819984384,1.541452912,0.427550108,2.850981364
Anyang City,1,13.83998396,12.50482061,1.335163351,10.52731951,3.374221835,0.923922455,6.229175223
Anshan City,1,9.116693818,8.134291756,0.982402062,6.965395358,2.22180363,0.628820824,4.114770904
Bayannur City,1,4.589479229,4.130330925,0.459148304,3.507352136,1.125694011,0.309231249,2.072426877
Bazhong City,1,9.82090097,8.833582297,0.987318673,7.484088765,2.398223535,0.663858184,4.422007046
Baicheng City,1,5.085010664,4.549910359,0.535100305,3.888868403,1.243161593,0.346766993,2.298939818
Baishan City,1,3.161169929,2.831535881,0.329634048,2.402054801,0.770750576,0.216408602,1.414895623
Baiyin City,1,4.700705026,4.227870064,0.472834962,3.567096904,1.139790495,0.319492174,2.107814236
Baise City,1,9.962396457,8.840633242,1.121763215,7.612614523,2.43113453,0.700515115,4.480964879
Bengbu City,1,10.573338,9.458058352,1.115279643,8.070955012,2.589897551,0.72144059,4.759616871
Baotou City,1,7.814168057,7.038445931,0.775722126,5.949665849,1.905114428,0.524044191,3.52050723
Baoji City,1,10.17790106,9.140555569,1.037345487,7.775481128,2.492151685,0.690472106,4.592857337
Baoding City,1,24.80580458,22.49898137,2.306823207,16.28908574,5.035413511,1.959935828,9.293736398
Baoshan City,1,7.144418787,6.407070874,0.737347914,5.440641417,1.744827563,0.48869519,3.207118664
Beihai City,1,4.67264072,4.13495555,0.53768517,3.565376999,1.398861014,0.331364675,1.83515131
Beijing,1,22.87357245,20.77559557,2.097976878,9.276976112,2.34630595,2.597093202,4.33357696
Benxi City,1,3.91142723,3.492092501,0.419334729,2.980177714,0.954509723,0.269909674,1.755758316
Bijie City,1,18.57355552,16.7774888,1.796066725,14.15205368,4.553918824,1.237758403,8.360376452
Binzhou City,1,10.58732668,9.541551883,1.045774798,8.089265011,3.198321876,0.710700973,4.180242162
Bozhou City,1,18.0315306,16.11494225,1.916588354,13.72843805,4.390596803,1.240807612,8.097033635
Cangzhou City,1,17.81327989,16.16446944,1.648810453,11.67250748,4.446290185,1.416730178,5.809487113
Chamdo City,1,1.985214698,1.739300768,0.245913929,1.523256174,0.484963447,0.143569516,0.894723211
Changde City,1,13.6317353,12.2502974,1.381437902,8.956080038,2.754700405,1.093582889,5.107796745
Changzhou City,1,11.24051974,10.21048305,1.030036695,7.360133223,2.276323788,0.882262018,4.201547417
Chaohu City,1,2.201825088,1.969356593,0.232468495,1.67472326,0.536235377,0.152131912,0.986355971
Chaoyang City,1,9.101541328,8.111994933,0.989546395,6.959025624,2.224663875,0.634115337,4.100246412
Chaozhou City,1,7.268015719,6.465872179,0.80214354,5.548626909,2.188753008,0.507294409,2.852579493
Chenzhou City,1,12.7074171,11.41835298,1.289064117,9.706119518,3.112450583,0.858345563,5.735323373
Chengdu City,1,21.96197194,19.78309709,2.178874849,11.11854328,3.136899601,2.226085091,5.755558588
Chengde City,1,9.525379016,8.631221084,0.894157932,7.252540522,2.327351794,0.629787038,4.29540169
Chizhou City,1,4.342802325,3.875256406,0.467545919,3.30974874,1.058209446,0.298894104,1.95264519
Chifeng City,1,10.22904941,9.208705727,1.020343685,6.707637378,2.074933811,0.829442287,3.80326128
Chongzuo City,1,5.811875859,5.156374503,0.655501357,4.430820553,1.410040315,0.406400299,2.614379939
Chuzhou City,1,12.48221064,11.15194808,1.330262558,9.533678956,3.06436003,0.857339411,5.611979515
Chuxiong Yi Autonomous Prefecture,1,7.62351824,6.833432234,0.790086006,5.809696655,1.868930604,0.519235892,3.421530159
Dazhou City,1,17.7456703,15.9647813,1.780889001,13.55324447,4.354387002,1.187115855,8.01174161
Dali Bai Autonomous Prefecture,1,9.707063679,8.686816592,1.020247087,7.398926098,2.365966378,0.664498141,4.36846158
Dalian City,1,14.16743297,12.63207159,1.535361377,9.331661701,3.536973364,1.159877462,4.634810875
Daqing City,1,7.44086006,6.66245893,0.77840113,5.685150306,1.830622651,0.504522716,3.350004939
Datong City,1,9.465553204,8.456273763,1.009279441,7.218273761,2.304676444,0.651084626,4.262512692
Dandong City,1,6.345167922,5.672634719,0.672533204,4.836579773,1.901460879,0.437325665,2.497793229
Deyang City,1,10.36114949,9.336796079,1.024353408,7.876926911,2.525428208,0.696922283,4.65457642
Dezhou City,1,13.47436489,12.14425499,1.3301099,8.874982507,2.737173909,1.079885159,5.057923439
Diqing Tibetan Autonomous Prefecture,1,1.076575877,0.963736543,0.112839334,0.822858438,0.264044139,0.073340891,0.485473408
Dingxi City,1,7.672127735,6.898463531,0.773664203,5.83701052,1.872856781,0.518148809,3.44600493
Dongguan City,1,22.91743049,20.39113255,2.526297939,17.45156069,6.851381899,1.601944323,8.998234472
Dongying City,1,5.078668252,4.572225691,0.506442561,3.334912522,1.26657823,0.410364133,1.65797016
Ordos City,1,4.919133787,4.419403158,0.499730629,3.240282611,0.998879086,0.397150276,1.844253248
Ezhou City,1,2.848901127,2.533515933,0.315385194,2.177526932,0.698379269,0.198755036,1.280392628
Enshi Tujia and Miao Autonomous Prefecture,1,9.327178112,8.313301345,1.013876766,7.131441267,2.284963522,0.641095595,4.20538215
Fangchenggang City,1,2.653115115,2.348739521,0.304375594,2.034102278,0.800474923,0.186218089,1.047409267
Foshan City,1,12.2175026,10.86436832,1.353134275,6.214776598,1.743219815,1.254061023,3.21749576
Fuzhou City (Fujian),1,11.72966891,10.35037803,1.379290877,5.997377286,2.070394623,1.211974816,2.715007847
Fushun City,1,5.575178322,4.969718282,0.60546004,4.260319928,1.359747652,0.385088023,2.515484253
Fuzhou City (Jiangxi),1,11.42176122,9.870152463,1.551608762,8.7670936,2.780097452,0.862639893,5.124356256
Fuxin City,1,4.92412655,4.394315061,0.529811489,3.753717129,1.20342404,0.339753487,2.210539601
Fuyang City,1,29.26104309,26.18743513,3.073607967,22.33212096,7.143284191,2.008079512,13.18075725
Ganzhou City,1,21.55439815,18.57938612,2.975012027,14.34159275,4.386442774,1.871329952,8.08382002
Guyuan City,1,3.317324745,3.014453841,0.302870904,2.520609354,0.808324393,0.217224464,1.495060497
Guang'an City,1,12.48341051,11.2464607,1.236949817,9.525578699,3.052687293,0.835769692,5.637121713
Guangyuan City,1,8.024612598,7.221484603,0.803127996,6.093268738,1.960296067,0.541275065,3.591697605
Guangzhou City,1,16.4854017,14.64548474,1.839916964,6.838363818,2.157982023,1.877277236,2.80310456
Guigang City,1,11.9919772,10.62919026,1.362786933,9.158307038,2.92706251,0.845152757,5.386091772
Guiyang City,1,11.75311588,10.62955115,1.123564731,7.70567747,2.384011578,0.935249243,4.386416649
Guilin City,1,13.95476574,12.35599236,1.598773379,10.66088386,3.40062376,0.988887709,6.271372392
Harbin City,1,22.7515474,20.39183361,2.359713789,14.98892141,4.626989954,1.838588846,8.523342613
Hami City,1,1.52149427,1.374535533,0.146958737,1.154938096,0.370204125,0.101863601,0.682870369
Haidong City,1,4.664959941,4.203363857,0.461596083,3.546918325,1.137561947,0.315124821,2.094231557
Haikou City,1,6.685777517,5.634742303,1.051035214,5.167975849,1.998550254,0.539817194,2.6296084
Handan City,1,22.39987186,20.31071276,2.089159096,14.64600865,4.528286196,1.779595843,8.33812661
Hanzhong City,1,9.356321098,8.407055054,0.949266044,7.120961462,2.281432416,0.634850926,4.204678119
Hangzhou City,1,11.98316393,10.66812284,1.315041096,6.085364741,1.704187925,1.241108318,3.140068497
Hefei City,1,11.43892228,10.23127594,1.207646339,5.805093387,1.630461031,1.171299626,3.00333273
Hechi City,1,9.709368771,8.609124406,1.100244365,7.406801429,2.354476462,0.688834559,4.363490409
Heyuan City,1,8.449959984,7.511238181,0.938721803,6.471261399,2.069477734,0.588010299,3.813773366
Heze City,1,20.94468213,18.88302017,2.061661962,13.71998333,4.227952249,1.678282999,7.813748086
Hezhou City,1,5.727097631,5.078638043,0.648459588,4.377168743,1.396564033,0.40365288,2.576951831
Hebi City,1,4.376866838,3.954681762,0.422185075,3.327258162,1.063306518,0.293266661,1.970684983
Hegang City,1,2.647824462,2.370930389,0.276894073,2.016948767,0.644685005,0.181900324,1.190363438
Heihe City,1,4.279785864,3.834688174,0.44509769,3.250640566,1.039609123,0.294235385,1.916796058
Hengshui City,1,11.97668558,10.85837515,1.118310423,9.103508926,2.934003628,0.792701408,5.376803891
Hengyang City,1,17.14080663,15.40842357,1.732383056,11.31314422,3.499396164,1.371100753,6.442647305
Honghe Hani and Yi Autonomous Prefecture,1,12.77891267,11.4324824,1.346430267,9.723755561,3.099164182,0.880179005,5.744412374
Hohhot City,1,8.384186814,7.533249384,0.85093743,6.378296401,2.042561865,0.56290622,3.772828316
Hulunbuir City,1,6.817745218,6.129274578,0.688470639,5.178444749,1.665189448,0.463804468,3.049450833
Huludao City,1,7.541503217,6.729942178,0.81156104,5.750101851,2.276031005,0.51907249,2.954998357
Huzhou City,1,6.444687781,5.735569925,0.709117856,4.26100725,1.312984225,0.528851784,2.419171241
Huaihua City,1,13.61238437,12.2528382,1.359546173,10.36189568,3.328359057,0.916657113,6.116879514
Huai'an City,1,11.58054226,10.51862864,1.061913621,7.581172836,2.346749347,0.914980597,4.319442893
Huaibei City,1,6.005566509,5.383790331,0.621776178,4.563691304,1.461583945,0.412423726,2.689683632
Huainan City,1,10.59165706,9.444787204,1.146869855,8.080287595,2.57564371,0.735124139,4.769519746
Huanggang City,1,16.99741506,15.10112486,1.896290197,12.94317531,4.135107567,1.194035551,7.614032192
Huangshan City,1,4.051851134,3.621282632,0.430568502,3.085845103,0.986611807,0.281848667,1.817384629
Huangshi City,1,6.655256407,5.921819744,0.733436663,5.088636158,1.632527188,0.461442114,2.994666856
Huizhou City,1,11.54496605,10.27198205,1.272984002,7.609968251,2.893524551,0.955836923,3.760606777
Jixi City,1,4.672975753,4.187692319,0.485283434,3.564339799,1.138817346,0.319753606,2.105768847
Ji'an City (Jiangxi),1,13.93738969,12.04164592,1.895743774,10.70421619,3.400618355,1.04648632,6.257111515
Jilin City,1,11.1011493,9.926166148,1.174983151,8.479185904,2.723696169,0.754689052,5.000800683
Jinan City,1,12.96691507,11.66945897,1.297456095,6.581145485,1.853408918,1.315967463,3.411769105
Jining City,1,19.687472,17.71827283,1.969199168,12.89843397,3.975508723,1.594032258,7.328892989
Jiamusi City,1,6.314804925,5.658699317,0.656105608,4.816061279,1.547701394,0.429003703,2.839356183
Jiaxing City,1,8.600274235,7.66425838,0.936015855,5.68418646,2.165899545,0.699749165,2.81853775
Jiayuguan City,1,0.679640632,0.610452966,0.069187666,0.516516879,0.16520557,0.045893617,0.305417693
Jiangmen City,1,11.01734406,9.788089416,1.229254642,7.262797695,2.75452457,0.910672331,3.597600794
Jiaozuo City,1,9.624891884,8.696372559,0.928519325,7.329790834,2.352989882,0.644726487,4.332074466
Jieyang City,1,16.8897033,15.03827297,1.851430332,12.90274026,5.072690063,1.177811969,6.652238224
Jinchang City,1,1.230396588,1.10557948,0.124817108,0.93867206,0.300285161,0.083330742,0.555056157
Jinhua City,1,11.57785928,10.28210674,1.295752538,7.654968819,2.354503839,0.955097382,4.345367597
Jinzhou City,1,7.912058252,7.057243771,0.854814481,6.025534799,2.375498837,0.550605304,3.099430658
Jincheng City,1,6.380315645,5.703732442,0.676583203,4.860220433,1.552769575,0.440513505,2.866937353
Jinzhong City,1,9.214049871,8.228656717,0.985393154,7.042217157,2.255852991,0.630363668,4.156000499
Jingmen City,1,7.944007989,7.074714394,0.869293595,6.075896261,1.947089239,0.550661376,3.578145647
Jingzhou City,1,15.00817814,13.3776949,1.630483238,11.44363447,3.663497302,1.039134821,6.741002343
Jingdezhen City,1,4.766364682,4.111740969,0.654623713,3.658893531,1.162781174,0.361337472,2.134774885
Jiujiang City,1,12.0139243,10.36467011,1.649254193,7.987264205,2.439492046,1.035912623,4.511859536
Jiuquan City,1,3.063389357,2.754393178,0.308996179,2.331165433,0.747099319,0.206660424,1.37740569
Kashgar Prefecture,1,12.35254072,11.15563879,1.196901933,9.404753284,3.021967346,0.829619023,5.553166915
Kaifeng City,1,12.41480906,11.24790147,1.166907587,9.427196631,3.025578659,0.822355322,5.579262651
Karamay City,1,1.239069286,1.118678161,0.120391125,0.944071847,0.30330972,0.083352406,0.557409721
Kizilsu Kirgiz Autonomous Prefecture,1,1.684130693,1.523405756,0.160724937,1.281835906,0.410588475,0.111894813,0.759352618
Kunming City,1,16.35913148,14.67049513,1.688636357,10.74305979,3.311201437,1.328072098,6.10378626
Lhasa City,1,2.027221931,1.779144557,0.248077373,1.554570467,0.495649425,0.147219042,0.911702
Laibin City,1,6.180244259,5.478318203,0.701926056,4.727925698,1.510315346,0.437614609,2.779995743
Lanzhou City,1,10.28198456,9.23401102,1.047973538,7.823524366,2.506445087,0.699541791,4.617537487
Langfang City,1,11.42684822,10.35868504,1.068163177,7.482427279,2.319198353,0.907404057,4.255824869
Leshan City,1,9.498186493,8.557669168,0.940517325,7.240662493,2.322215188,0.636611025,4.28183628
Lijiang City,1,3.528015749,3.16052473,0.367491019,2.6962555,0.866429782,0.23915313,1.590672587
Lishui City,1,7.442433508,6.635348777,0.80708473,5.676974332,1.817836921,0.514342053,3.344795358
Lianyungang City,1,10.4681773,9.506094892,0.962082409,6.841687523,2.617255918,0.831269176,3.393162428
Liaoyang City,1,4.746418486,4.2340428,0.512375686,3.622598483,1.158530422,0.32838211,2.135685951
Liaoyuan City,1,3.168444803,2.835120421,0.333324381,2.409759201,0.769660898,0.218628607,1.421469696
Liaocheng City,1,16.59366282,14.97172435,1.62193847,12.6597428,4.065723736,1.103060194,7.490958867
Nyingchi City,1,0.657316036,0.576095925,0.081220111,0.50373686,0.16080835,0.047296615,0.295631895
Lincang City,1,6.817531499,6.107007562,0.710523937,5.18716465,1.657713483,0.464882925,3.064568242
Linfen City,1,12.45207093,11.13349502,1.318575911,9.505605701,3.036370109,0.854866216,5.614369376
Linyi City,1,25.21331719,22.71430755,2.499009643,16.5631712,5.116019039,2.018120862,9.429031299
Liuzhou City,1,9.629388419,8.523667809,1.10572061,6.347554458,1.943257394,0.802204719,3.602092345
Lu'an City,1,16.06277003,14.3627052,1.700064829,12.25438783,3.933426551,1.103763867,7.217197414
Liupanshui City,1,9.438483536,8.52688051,0.911603026,7.164126614,2.300954874,0.632843421,4.230328318
Longyan City,1,8.629561298,7.633888832,0.995672465,6.59024557,2.107167217,0.615540221,3.867538133
Longnan City,1,7.185618934,6.463080482,0.722538452,5.480994648,1.764254781,0.482227687,3.23451218
Loudi City,1,10.65827739,9.586304883,1.071972508,8.103198289,2.583888258,0.723983382,4.795326649
Luzhou City,1,13.61768389,12.25877544,1.358908454,10.36724468,3.317644931,0.922323399,6.127276354
Luoyang City,1,16.17540177,14.60508618,1.570315596,10.60009222,3.27050367,1.29646319,6.033125355
Luohe City,1,7.154496465,6.468920198,0.685576267,5.450481684,1.750037955,0.473998628,3.226445101
L¨¹liang City,1,10.56733493,9.446907342,1.120427584,8.05434664,2.585104102,0.724971054,4.744271484
Ma'anshan City,1,6.134326076,5.482069209,0.652256867,4.680703338,1.494040326,0.422322864,2.764340148
Maoming City,1,15.44688766,13.74609015,1.700797511,10.19856519,3.87989116,1.265670157,5.053003869
Meishan City,1,9.324863281,8.399130912,0.92573237,7.104852212,2.28406122,0.624730977,4.196060015
Meizhou City,1,12.19349864,10.84126049,1.352238145,9.306766775,2.97378443,0.854028053,5.478954293
Mianyang City,1,14.08768566,12.66710795,1.420577708,10.69424948,3.428590757,0.952394541,6.313264186
Mudanjiang City,1,6.80427092,6.09520004,0.70907088,5.20089071,1.66348864,0.465542381,3.071859689
Nagqu City,1,1.428638459,1.249953657,0.178684801,1.092848859,0.348523016,0.104256443,0.6400694
Nanchang City,1,13.8449941,11.93559987,1.909394231,9.204032122,2.815939069,1.207529227,5.180563826
Nanchong City,1,19.72414727,17.79954749,1.924599787,15.033363,4.829791677,1.31131292,8.8922584
Nanjing City,1,12.54192341,11.4052127,1.136710714,6.328408387,1.778017691,1.262858529,3.287532167
Nanning City,1,17.33234837,15.32635301,2.005995365,11.42930147,3.513358686,1.445460317,6.470482467
Nanping City,1,8.698762111,7.685401802,1.013360309,6.650544926,2.126754299,0.61928625,3.904504378
Nantong City,1,10.79016973,9.803513032,0.986656693,5.408917157,1.876463016,1.097190189,2.435263952
Nanyang City,1,23.68933916,21.42497363,2.264365527,15.60684461,4.825123644,1.878150143,8.903570825
Neijiang City,1,11.06347711,9.974071882,1.089405233,8.4144954,2.704486284,0.744256597,4.965752519
Ningbo City,1,9.127355568,8.12618475,1.001170818,4.653744267,1.607766245,0.934461598,2.111516423
Ningde City,1,9.743329775,8.62562908,1.117700695,7.451494049,2.930736187,0.690169705,3.830588157
Panzhihua City,1,2.907889965,2.615599799,0.292290166,2.210776752,0.707496386,0.196554497,1.306725869
Panjin City,1,3.556427974,3.177132824,0.37929515,2.715859303,1.068920682,0.245675834,1.401262787
Pingdingshan City,1,13.60537855,12.29995983,1.305418722,10.36071878,3.334946778,0.903102457,6.122669548
Pingliang City,1,5.748310894,5.16435727,0.583953624,4.372432777,1.398845738,0.388820046,2.584766993
Pingxiang City,1,5.446535424,4.699362954,0.747172469,4.181134355,1.325443375,0.411909622,2.443781359
Putian City,1,8.003361686,7.09053896,0.912822726,6.116883621,2.402623051,0.559993369,3.154267202
Puyang City,1,9.632549579,8.704518964,0.928030615,7.332694172,2.356653025,0.639499523,4.336541623
Pu'er City,1,7.229855452,6.474848818,0.755006634,5.507837529,1.761049575,0.494374596,3.252413358
Qitaihe City,1,2.106566511,1.884142845,0.222423666,1.605704304,0.513944777,0.144156721,0.947602805
Qiqihar City,1,14.19925458,12.70784507,1.491409512,10.85969181,3.480068357,0.96444039,6.41518306
Qinzhou City,1,9.062268761,8.012156643,1.050112118,6.941047892,2.730289985,0.643809873,3.566948034
Qinhuangdao City,1,8.458513578,7.668101516,0.790412062,6.414481745,2.527964111,0.56134992,3.325167714
Qingdao City,1,13.7418817,12.35866531,1.383216397,6.963672004,2.395891092,1.390311121,3.177469792
Qingyuan City,1,10.67176772,9.503314634,1.168453081,8.175497193,2.620240007,0.735142073,4.820115113
Qingyang City,1,6.209588932,5.5844563,0.625132632,4.723788661,1.510118845,0.422565347,2.791104468
Qujing City,1,16.61612946,14.88875239,1.727377076,12.65481065,4.051992808,1.134300223,7.468517622
Quzhou City,1,7.005523428,6.231965823,0.773557605,5.33936273,1.708197783,0.490020202,3.141144745
Quanzhou City,1,11.40298683,10.07253819,1.330448643,5.793583899,1.993896845,1.182236324,2.61745073
Shigatse City,1,2.21007637,1.939202743,0.270873627,1.694063761,0.538040889,0.159545432,0.996477441
Rizhao City,1,7.875311096,7.096531768,0.778779328,5.980623907,2.354899202,0.534064336,3.091660369
Sanmenxia City,1,6.135366367,5.54491945,0.590446917,4.668179707,1.498296976,0.407859413,2.762023318
Sanming City,1,7.06888906,6.252313588,0.816575471,5.398186765,1.723268128,0.502712936,3.172205701
Sanya City,1,2.233776273,1.883612714,0.350163559,1.723216325,0.667199949,0.180762114,0.875254262
Xiamen City,1,10.15327515,8.970405855,1.182869297,6.686698167,2.537160526,0.845710676,3.303826965
Shannan City,1,1.068832419,0.938584225,0.130248194,0.821408202,0.261147893,0.076984812,0.483275498
Shantou City,1,15.46342052,13.75448095,1.708939574,11.80574765,4.666974578,1.072014404,6.066758668
Shanwei City,1,8.2433373,7.335832234,0.907505065,6.286269997,2.465739123,0.576940447,3.243590426
Shangluo City,1,6.541409309,5.885861596,0.655547713,4.97217765,1.594813212,0.441172156,2.936192282
Shangqiu City,1,19.75226712,17.87106192,1.881205201,15.02400734,4.818392344,1.313401135,8.89221386
Shanghai,1,25.76894564,23.04248757,2.726458066,10.57422876,3.308577358,2.929323998,4.336327408
Shangrao City,1,19.21559766,16.58895342,2.626644244,14.76498004,4.685292894,1.439013542,8.640673602
Shaoguan City,1,8.316295467,7.402642742,0.913652725,6.336898082,2.031710852,0.580518545,3.724668685
Shaoyang City,1,19.79285866,17.84049652,1.952362147,15.02707819,4.800609218,1.342177728,8.884291239
Shaoxing City,1,10.71591219,9.551109233,1.164802954,7.051730131,2.176830598,0.879482687,3.995416845
Shenzhen City,1,14.5806068,12.96792649,1.612680317,5.942726459,1.845123619,1.674304288,2.423298552
Shenyang City,1,18.05453312,16.12982376,1.92470936,11.89371063,3.666592061,1.470741298,6.756377272
Shiyan City,1,9.221312373,8.226921264,0.994391109,7.021736521,2.246751841,0.637037408,4.137947272
Shijiazhuang City,1,25.54088365,23.12822799,2.412655665,16.7661798,5.198542249,2.023889965,9.543747585
Shizuishan City,1,2.176262433,1.980659305,0.195603128,1.650670145,0.53129747,0.141728096,0.977644579
Shuangyashan City,1,3.794561897,3.398655037,0.395906859,2.897330328,0.931372206,0.258775609,1.707182513
Shuozhou City,1,4.857028557,4.338262719,0.518765837,3.712933035,1.185396705,0.335769271,2.191767059
Siping City,1,8.610803793,7.726186632,0.884617161,6.550005045,2.10034407,0.588674052,3.860986923
Songyuan City,1,7.410740289,6.62700702,0.783733269,5.647732024,1.80528801,0.510192097,3.332251917
Suzhou City (Jiangsu),1,15.65187555,14.2052628,1.446612759,7.883687978,2.22158719,1.574996669,4.087104118
Suqian City,1,11.59264106,10.52510407,1.067536994,7.600416733,2.348963934,0.916935406,4.334517393
Suzhou City (Anhui),1,18.04761568,16.15053972,1.897075954,13.76862446,4.413542877,1.235392533,8.119689048
Suihua City,1,14.27682567,12.81276445,1.464061214,10.88394041,3.490059308,0.967017443,6.426863659
Suizhou City,1,6.086418889,5.433898363,0.652520526,4.651263781,1.490687503,0.419547689,2.741028589
Suining City,1,9.855559903,8.888388866,0.967171037,7.506623589,2.415214475,0.661915997,4.429493117
Tacheng Prefecture,1,2.472994218,2.233667343,0.239326875,1.88334572,0.60378763,0.164202202,1.115355887
Taizhou City (Zhejiang),1,14.45173765,12.8807741,1.570963549,9.518266593,3.623643334,1.186392635,4.708230624
Taiyuan City,1,10.63045846,9.505619803,1.124838658,7.002669027,2.164297279,0.860884925,3.977486823
Tai'an City,1,15.10541007,13.59781807,1.507591997,11.48620461,3.683649103,1.017236779,6.785318725
Taizhou City (Jiangsu),1,10.71528727,9.716248838,0.999038436,7.017023647,2.167520879,0.850818898,3.99868387
Tangshan City,1,18.62908136,16.87301666,1.756064697,12.22038162,4.656785585,1.477338871,6.086257163
Tianjin,1,23.09536532,20.92534505,2.170020271,11.64894792,4.008696733,2.335171618,5.305079572
Tianshui City,1,9.086680529,8.162160839,0.92451969,6.939876989,2.218950776,0.612509246,4.108416967
Tieling City,1,7.81189724,6.972233534,0.839663706,5.963796177,1.910828348,0.539847686,3.513120143
Tonghua City,1,5.866708182,5.250835858,0.615872325,4.474676351,1.431178418,0.404247108,2.639250826
Tongliao City,1,7.333559205,6.59251099,0.741048215,4.821446412,1.489171967,0.591857916,2.740416529
Tongchuan City,1,2.122141641,1.90562787,0.216513772,1.616311788,0.517946263,0.143459447,0.954906078
Tongling City,1,4.593213162,4.103317243,0.489895919,3.503911816,1.119495851,0.315233032,2.069182933
Tongren City,1,8.585310602,7.754891077,0.830419526,6.536941961,2.099470018,0.573723911,3.863748032
Turpan City,1,1.725915129,1.562566615,0.163348515,1.311684334,0.422315614,0.113898883,0.775469837
Weihai City,1,6.729571152,6.065766637,0.663804515,4.413162163,1.669766654,0.541410087,2.201985422
Weifang City,1,22.12647727,19.95751557,2.168961702,14.45200822,5.480392148,1.784152498,7.187463579
Weinan City,1,14.37359496,12.90580031,1.467794645,10.96051414,3.505921691,0.972579509,6.482012939
Wenzhou City,1,19.73957471,17.56971557,2.169859144,13.00388079,4.922590921,1.632387497,6.448902375
Wuhai City,1,1.532696852,1.38000703,0.152689822,1.169204768,0.375248373,0.102513062,0.691443333
Ulanqab City,1,5.669721545,5.105300522,0.564421022,4.307018242,1.380563705,0.381542511,2.544912026
¨¹r¨¹mqi City,1,8.421488002,7.605131088,0.816356914,5.514724045,1.701584514,0.67575264,3.137386891
Wuxi City,1,9.77375001,8.88064743,0.893102581,4.919429433,1.385574409,0.983916066,2.549938958
Wuhu City,1,9.224059156,8.238596845,0.985462311,6.076206377,1.876871939,0.747187877,3.452146561
Wuzhong City,1,3.733983909,3.391072579,0.34291133,2.836729551,0.912746288,0.243699782,1.680283481
Wuzhou City,1,8.402382669,7.454584463,0.947798206,6.410953118,2.050952625,0.59262422,3.767376273
Wuhan City,1,16.65310058,14.83024919,1.82285139,8.464659505,2.384864745,1.711543297,4.368251463
Wuwei City,1,4.91589802,4.421037418,0.494860602,3.745328235,1.199342901,0.334309509,2.211675825
Xi'an City,1,15.29074249,13.75406833,1.53667416,7.76335642,2.182290074,1.555280482,4.025785864
Xining City,1,5.636669044,5.078234645,0.558434399,4.291899871,1.373095807,0.377653157,2.541150907
Xishuangbanna Dai Autonomous Prefecture,1,3.284266157,2.943084858,0.3411813,2.497172213,0.798748755,0.224506068,1.47391739
Xianning City,1,6.966064249,6.209981503,0.756082746,5.32404999,1.700239958,0.480572147,3.143237885
Xianyang City,1,11.70519116,10.50102764,1.20416352,8.918641974,2.850845997,0.794029737,5.27376624
Xiangtan City,1,7.850262784,7.062143061,0.788119723,5.975884343,1.921616572,0.525725185,3.528542586
Xiangyang City,1,13.41439884,11.9419178,1.472481038,8.82842544,2.710524237,1.098593474,5.019307729
Xiaogan City,1,13.52163199,12.03861225,1.483019744,10.32549714,3.310216542,0.942822679,6.072457921
Xinzhou City,1,8.664419545,7.73849041,0.925929135,6.58416545,2.112812776,0.598869012,3.872483662
Xinxiang City,1,15.5727168,14.09155857,1.481158231,11.8524766,3.815902825,1.033946233,7.00262754
Xinyu City,1,3.365688777,2.907322328,0.458366449,2.592155908,0.821537791,0.254634878,1.515983239
Xinyang City,1,17.27824432,15.62393561,1.654308711,13.15501649,4.23053538,1.142272153,7.782208952
Xingtai City,1,19.73224603,17.90224002,1.830006007,14.9860978,4.803839458,1.306276606,8.875981736
Xuzhou City,1,20.64920653,18.74146132,1.90774521,13.5268138,4.192884944,1.636265046,7.697663806
Xuchang City,1,10.38046449,9.378540941,1.001923553,6.791511115,2.099594501,0.827384734,3.864531879
Xuancheng City,1,7.594308676,6.794960781,0.799347894,5.79661435,1.852592053,0.522163004,3.421859294
Ya'an City,1,4.102602198,3.691467261,0.411134937,3.129212495,1.004393273,0.275683072,1.84913615
Yantai City,1,16.95135088,15.28833196,1.663018925,11.15710672,4.249782392,1.354911,5.552413333
Yan'an City,1,6.043768205,5.425448968,0.618319237,4.604054017,1.478355766,0.411067326,2.714630925
Yancheng City,1,16.90247021,15.34750692,1.55496329,11.08386927,4.218979201,1.332749542,5.532140525
Yangzhou City,1,10.56766231,9.597011317,0.970650995,6.920023781,2.144267651,0.836363827,3.939392302
Yangjiang City,1,6.954381895,6.183936089,0.770445806,5.334547754,2.103577577,0.480304078,2.7506661
Yangquan City,1,3.871753235,3.46140552,0.410347716,2.949209136,0.942029828,0.267437173,1.739742136
Yichun City (Heilongjiang),1,3.05619899,2.739198709,0.317000281,2.325629844,0.743191961,0.208770179,1.373667704
Yibin City,1,14.68065949,13.20391859,1.476740903,11.20701638,3.585265466,0.987052786,6.634698131
Yichang City,1,9.856938802,8.768879591,1.088059211,6.495018806,1.996188674,0.810789263,3.688040868
Yichun City (Jiangxi),1,15.58127057,13.433174,2.148096577,11.99011293,3.79513603,1.182144935,7.012831968
