City,level,MFs_generation,MW,HW,MFs_emission,ocean,soil,river
Zhumadian City,2,13.56229974,12.50558829,1.056711458,10.28580057,3.319213082,0.844094616,6.122492872
Ziyang City,2,6.626203304,6.072650214,0.55355309,5.008380754,1.615921098,0.426008088,2.966451568
Zibo City,2,8.278303581,7.602696875,0.675606706,5.406056284,1.678220713,0.640485741,3.08734983
Zigong City,2,6.076693773,5.567965583,0.50872819,4.60997067,1.488086913,0.38641999,2.735463767
Zunyi City,2,11.08049041,10.19967154,0.880818868,7.233193169,2.245973523,0.851173393,4.136046252
Altay Prefecture,3,1.415180528,1.319963542,0.095216986,1.068843744,0.346457509,0.084788816,0.637597419
Ankang City,3,5.875960381,5.464618324,0.411342056,4.44817841,1.439004452,0.354487619,2.654686339
Anqing City,3,11.60174727,10.73272352,0.869023746,8.769164797,2.824395798,0.718727317,5.226041683
Anshun City,3,5.150451824,4.816296715,0.334155109,3.875604906,1.254461254,0.309256069,2.311887583
Anyang City,3,11.32882418,10.59093479,0.737889388,8.55634485,2.779297243,0.672375185,5.104672422
Anshan City,3,7.420791302,6.861961504,0.558829799,5.630478432,1.820912276,0.458626625,3.350939532
Bayannur City,3,3.672986615,3.418919342,0.254067273,2.787476618,0.904199807,0.218859102,1.664417709
Bazhong City,3,7.990334477,7.444668527,0.54566595,6.036644807,1.960060576,0.481729055,3.594855177
Baicheng City,3,4.1469574,3.840719543,0.306237858,3.138236767,1.016308308,0.254633284,1.867295174
Baishan City,3,2.526634764,2.339602255,0.187032509,1.910008004,0.615381004,0.156487423,1.138139577
Baiyin City,3,3.77157807,3.504449326,0.267128744,2.851618828,0.921390491,0.228549211,1.701679125
Baise City,3,8.125894562,7.460016911,0.665877651,6.153479158,1.989498684,0.517500648,3.646479826
Bengbu City,3,8.341686222,7.726591718,0.615094504,6.320878061,2.04322475,0.512390347,3.765262964
Baotou City,3,6.331264002,5.896934735,0.434329267,4.797312809,1.555957348,0.377823947,2.863531514
Baoji City,3,8.3055442,7.731349783,0.574194417,6.288368514,2.035666068,0.500251717,3.752450729
Baoding City,3,21.13901631,19.80348937,1.335526941,13.69430583,4.266507148,1.572415493,7.855383185
Baoshan City,3,5.6847778,5.268610708,0.416167092,4.314065199,1.399405742,0.346526341,2.568133116
Beihai City,3,3.763961304,3.458581525,0.305379779,2.848985538,1.126801677,0.238486007,1.483697854
Beijing,3,27.50793663,25.78356334,1.724373291,10.87106153,2.723603001,3.100567532,5.046890995
Benxi City,3,3.162592498,2.922651089,0.239941409,2.390268914,0.773401904,0.197226441,1.419640569
Bijie City,3,14.97834362,13.99004312,0.988300498,11.27640341,3.647097402,0.90177746,6.727528547
Binzhou City,3,8.436940532,7.859913672,0.57702686,6.363307209,2.530136047,0.508203305,3.324967856
Bozhou City,3,14.42345131,13.35584806,1.067603246,10.90693468,3.515725885,0.890087488,6.501121311
Cangzhou City,3,15.36900808,14.42445395,0.944554127,9.983514099,3.816181807,1.13715101,5.030181282
Chamdo City,3,1.645211945,1.498212505,0.146999439,1.248772145,0.401806619,0.107108277,0.739857249
Changde City,3,11.8962675,11.06305126,0.833216243,7.741240974,2.416382383,0.897041658,4.427816933
Changzhou City,3,9.415823898,8.830814774,0.585009124,6.110479927,1.905972505,0.700815303,3.50369212
Chaohu City,3,1.758952908,1.628935065,0.130017843,1.334452026,0.431262589,0.107606858,0.79558258
Chaoyang City,3,7.223465802,6.669820913,0.553644889,5.472420596,1.767352846,0.45037825,3.254689499
Chaozhou City,3,5.774101956,5.317301686,0.45680027,4.379079465,1.749984625,0.362066876,2.267027964
Chenzhou City,3,10.35382412,9.628289781,0.725534335,7.825400543,2.524259353,0.626245168,4.674896022
Chengdu City,3,25.13528318,23.41535114,1.719932042,12.5359612,3.541597312,2.473709171,6.520654715
Chengde City,3,7.749086086,7.257163701,0.491922385,5.84602602,1.895672231,0.457710309,3.49264348
Chizhou City,3,3.567466394,3.30208304,0.265383354,2.693904225,0.870018724,0.221155668,1.602729833
Chifeng City,3,8.708368959,8.102756368,0.605612591,5.649434746,1.754842138,0.656315672,3.238276936
Chongzuo City,3,4.614067056,4.241427635,0.372639421,3.485841847,1.126872973,0.292703516,2.066265358
Chuzhou City,3,10.08225413,9.33113071,0.751123425,7.613957459,2.465493416,0.624359121,4.524104922
Chuxiong Yi Autonomous Prefecture,3,5.928043056,5.49214056,0.435902496,4.484343524,1.452072354,0.362219937,2.670051234
Dazhou City,3,14.27092066,13.29068337,0.980237281,10.79125041,3.485701711,0.858803151,6.44674555
Dali Bai Autonomous Prefecture,3,7.904778241,7.333013275,0.571764965,5.975572155,1.93460544,0.485097643,3.555869072
Dalian City,3,12.28722219,11.36377059,0.923451608,8.007868635,3.061380136,0.936514565,4.009973935
Daqing City,3,6.008052719,5.575605131,0.432447588,4.524967374,1.463687885,0.370537215,2.690742274
Datong City,3,7.577061003,7.007293577,0.569767426,5.730795145,1.849537452,0.46742795,3.413829742
Dandong City,3,5.0775891,4.696803345,0.380785755,3.840284418,1.532011818,0.314014785,1.994257814
Deyang City,3,8.424804196,7.843910795,0.580893401,6.370580744,2.060487323,0.507566567,3.802526854
Dezhou City,3,11.64845793,10.86944017,0.779017766,7.588226809,2.36158238,0.87218518,4.35445925
Diqing Tibetan Autonomous Prefecture,3,0.882840163,0.818559181,0.064280981,0.666892363,0.216033677,0.05406196,0.396796727
Dingxi City,3,6.129535489,5.700735153,0.428800336,4.643653677,1.505319535,0.367278918,2.771055224
Dongguan City,3,18.52491074,17.05764956,1.46726118,14.0456991,5.597261946,1.16155476,7.286882395
Dongying City,3,4.404717952,4.105398362,0.29931959,2.86765408,1.100166923,0.329470009,1.438017148
Ordos City,3,4.186971862,3.89432433,0.292647531,2.725303046,0.846405808,0.315862635,1.563034602
Ezhou City,3,2.316114685,2.137561013,0.178553672,1.751460501,0.565899285,0.144819994,1.040741222
Enshi Tujia and Miao Autonomous Prefecture,3,7.401080768,6.828142544,0.572938224,5.591961766,1.806767219,0.461062484,3.324132063
Fangchenggang City,3,2.10830899,1.936613987,0.171695003,1.597036434,0.632572783,0.133904082,0.830559569
Foshan City,3,13.58504106,12.51745513,1.067585937,6.783742227,1.906065279,1.358437369,3.519239579
Fuzhou City (Fujian),3,13.13299543,12.05403382,1.078961618,6.57243701,2.267941481,1.314980835,2.989514694
Fushun City,3,4.521169535,4.179014761,0.342154773,3.418313591,1.103055461,0.279087016,2.036171113
Fuzhou City (Jiangxi),3,9.051666849,8.105468084,0.946198765,6.888444312,2.201064668,0.620133999,4.067245645
Fuxin City,3,4.040786648,3.734433404,0.306353244,3.05383325,0.986636756,0.251000155,1.816196339
Fuyang City,3,23.70479235,21.93786143,1.766930921,17.87982429,5.791899377,1.470491511,10.6174334
Ganzhou City,3,18.29863673,16.40267642,1.89596031,12.12125918,3.746856174,1.477604854,6.896798151
Guyuan City,3,2.696602188,2.53410607,0.162496119,2.035376781,0.662848432,0.156998516,1.215529833
Guang'an City,3,10.02961649,9.351484006,0.678132488,7.554082338,2.43773715,0.611138611,4.505206578
Guangyuan City,3,6.513588865,6.065309737,0.448279128,4.92110004,1.589375004,0.396154961,2.935570075
Guangzhou City,3,19.7510818,18.1782629,1.572818902,7.955984377,2.469272263,2.231843981,3.254868133
Guigang City,3,9.699724739,8.907071877,0.792652862,7.342173592,2.362422897,0.613893029,4.365857667
Guiyang City,3,10.1748863,9.519047262,0.655839042,6.598777906,2.05059608,0.761394657,3.786787168
Guilin City,3,11.24692698,10.33889186,0.908035119,8.522897088,2.748738739,0.707844148,5.066314201
Harbin City,3,19.46851268,18.06077606,1.407736617,12.67081426,3.937973473,1.474450508,7.258390284
Hami City,3,1.204175274,1.1253089,0.078866374,0.913896568,0.29701088,0.071047659,0.545838028
Haidong City,3,3.73407551,3.479928679,0.254146831,2.809898069,0.906995434,0.226912484,1.675990151
Haikou City,3,5.343594312,4.693256509,0.650337802,4.086043982,1.605890003,0.384996975,2.095157004
Handan City,3,19.48739373,18.29570611,1.191687619,12.65598143,3.949221526,1.4403655,7.266394407
Hanzhong City,3,7.429516849,6.902340279,0.52717657,5.623268469,1.809812811,0.451077331,3.362378327
Hangzhou City,3,13.30651985,12.26537433,1.041145519,6.636312256,1.8684115,1.326209095,3.441691661
Hefei City,3,12.77663728,11.82079535,0.955841926,6.359849432,1.79472024,1.26350017,3.301629022
Hechi City,3,7.775098576,7.13773226,0.637366315,5.902206238,1.912317252,0.488305309,3.501583677
Heyuan City,3,6.785312404,6.252576405,0.532735999,5.148867232,1.661036638,0.423530093,3.0643005
Heze City,3,17.90324136,16.69322042,1.210020931,11.65391935,3.622263123,1.348353911,6.683302313
Hezhou City,3,4.612568461,4.235848565,0.376719896,3.48729562,1.124708583,0.294229553,2.068357484
Hebi City,3,3.532930878,3.30294363,0.229987248,2.667082819,0.863838795,0.211102119,1.592141905
Hegang City,3,2.139811652,1.986244845,0.153566808,1.619145814,0.524534699,0.129654562,0.964956553
Heihe City,3,3.439936817,3.186441521,0.253495296,2.595600837,0.836198468,0.211753806,1.547648564
Hengshui City,3,9.892314268,9.270014344,0.622299924,7.445006686,2.410057605,0.591037875,4.443911206
Hengyang City,3,14.84277788,13.81049401,1.032283865,9.655685802,3.013097141,1.116662243,5.525926418
Honghe Hani and Yi Autonomous Prefecture,3,10.47043354,9.716823976,0.753609561,7.919080541,2.562906681,0.642206765,4.713967095
Hohhot City,3,6.77019288,6.297720989,0.472471891,5.107241649,1.652989299,0.410485602,3.043766749
Hulunbuir City,3,5.407717255,5.031526565,0.37619069,4.087207576,1.320129113,0.32887092,2.438207543
Huludao City,3,6.076529467,5.616470257,0.46005921,4.612712094,1.843545235,0.373542161,2.395624698
Huzhou City,3,5.439151076,5.013353377,0.425797698,3.552813732,1.103791532,0.417013756,2.032008444
Huaihua City,3,10.8264614,10.07029741,0.756163994,8.206081286,2.653687765,0.652183071,4.900210449
Huai'an City,3,9.95321422,9.336723715,0.616490504,6.460095281,2.016187723,0.740671403,3.703236155
Huaibei City,3,4.71222026,4.358473615,0.353746646,3.574890274,1.156100454,0.286070077,2.132719743
Huainan City,3,8.464289398,7.836156568,0.62813283,6.400035929,2.070983722,0.521764514,3.807287692
Huanggang City,3,13.835554,12.75491454,1.080639461,10.49266194,3.389699803,0.868817184,6.234144956
Huangshan City,3,3.239561901,2.998815934,0.240745967,2.447602972,0.793361861,0.200509731,1.45373138
Huangshi City,3,5.410214317,4.993136581,0.417077736,4.107636242,1.327054864,0.333406327,2.447175051
Huizhou City,3,10.09128772,9.302039827,0.789247888,6.583579201,2.511507784,0.777519092,3.294552324
Jixi City,3,3.669433131,3.400794781,0.26863835,2.784434508,0.902223206,0.223857318,1.658353985
Ji'an City (Jiangxi),3,11.11815933,9.973509589,1.14464974,8.449661105,2.706430131,0.760007985,4.983222989
Jilin City,3,8.981258804,8.331372853,0.649885951,6.780818132,2.190805114,0.551496883,4.038516135
Jinan City,3,14.90781812,13.9119104,0.995907722,7.437233949,2.10641118,1.458742027,3.872080741
Jining City,3,17.34928839,16.18904228,1.160246116,11.26828816,3.502143006,1.307670998,6.458474151
Jiamusi City,3,5.088142014,4.724804238,0.363337775,3.847775861,1.244366991,0.310270136,2.293138734
Jiaxing City,3,7.422848412,6.842997202,0.57985121,4.854022535,1.854811794,0.566831663,2.432379078
Jiayuguan City,3,0.545897223,0.507281756,0.038615466,0.412082996,0.133407194,0.033347628,0.245328174
Jiangmen City,3,9.487799244,8.747317421,0.740481823,6.191559544,2.3483222,0.731396611,3.111840733
Jiaozuo City,3,7.74782647,7.241174949,0.506651521,5.829212055,1.886480531,0.462961619,3.479769905
Jieyang City,3,13.37408074,12.32102828,1.053052465,10.12276927,4.022169305,0.838111491,5.262488477
Jinchang City,3,1.003547713,0.932678609,0.070869104,0.759080438,0.245847574,0.060370367,0.452862497
Jinhua City,3,9.971065346,9.188859033,0.782206314,6.508027526,2.023523839,0.770421762,3.714081925
Jinzhou City,3,6.427523021,5.945807937,0.481715083,4.860232122,1.937016017,0.39767974,2.525536364
Jincheng City,3,5.241387271,4.853797749,0.387589522,3.959954395,1.283738849,0.323287347,2.352928199
Jinzhong City,3,7.476369837,6.909637628,0.566732209,5.649230687,1.823918313,0.462991248,3.362321127
Jingmen City,3,6.400152257,5.906369335,0.493782922,4.828562532,1.556347408,0.400754765,2.871460359
Jingzhou City,3,12.48928446,11.54445094,0.944833521,9.465877537,3.060648277,0.767747177,5.637482083
Jingdezhen City,3,3.738030938,3.351389284,0.386641653,2.841402884,0.90784517,0.256640118,1.676917596
Jiujiang City,3,10.34128023,9.266818636,1.074461594,6.804793025,2.095735456,0.840730146,3.868327422
Jiuquan City,3,2.465611783,2.295315033,0.17029675,1.862056176,0.603051601,0.149445618,1.109558957
Kashgar Prefecture,3,10.16324371,9.504923148,0.658320559,7.666956789,2.484317845,0.605256763,4.577382181
Kaifeng City,3,10.00642685,9.361041314,0.645385532,7.560217189,2.454550992,0.593383713,4.512282484
Karamay City,3,0.994085647,0.928451103,0.065634544,0.752258477,0.243799367,0.058857992,0.449601119
Kizilsu Kirgiz Autonomous Prefecture,3,1.336432506,1.246808624,0.089623882,1.008797199,0.326639408,0.080370772,0.60178702
Kunming City,3,14.3555038,13.32792697,1.027576832,9.3242741,2.899351344,1.095496892,5.329425864
Lhasa City,3,1.596469875,1.450635522,0.145834354,1.212936575,0.389265435,0.104251014,0.719420126
Laibin City,3,4.96082077,4.563109088,0.397711682,3.759671057,1.210213198,0.312693096,2.236764763
Lanzhou City,3,8.191748767,7.612941845,0.578806922,6.180239238,1.994089806,0.50031973,3.685829702
Langfang City,3,9.785776863,9.162273683,0.62350318,6.345810152,1.978038991,0.728766945,3.639004216
Leshan City,3,7.639899088,7.118664841,0.521234247,5.76672046,1.866214771,0.462410332,3.438095357
Lijiang City,3,2.860903533,2.654433197,0.206470336,2.16312593,0.700186121,0.175328782,1.287611027
Lishui City,3,5.864087601,5.398638727,0.465448874,4.440734126,1.435520928,0.369840203,2.635372995
Lianyungang City,3,9.088979115,8.526300309,0.562678806,5.894976111,2.263668494,0.675812842,2.955494774
Liaoyang City,3,3.820105145,3.530647836,0.289457309,2.891050456,0.936079276,0.237669246,1.717301935
Liaoyuan City,3,2.554477071,2.372428363,0.182048709,1.933868135,0.626937417,0.156332461,1.150598258
Liaocheng City,3,13.32540662,12.4194206,0.905986022,10.08569004,3.280229966,0.793773372,6.011686703
Nyingchi City,3,0.529623571,0.482240397,0.047383174,0.402834031,0.129342009,0.034180638,0.239311384
Lincang City,3,5.553536003,5.14773134,0.405804662,4.198295253,1.358744942,0.342451733,2.497098578
Linfen City,3,9.85387961,9.114646921,0.73923269,7.451402958,2.406820593,0.613190967,4.431391398
Linyi City,3,21.7968206,20.32122066,1.475599945,14.13593557,4.403304037,1.63903439,8.093597147
Liuzhou City,3,8.443083395,7.767180632,0.675902763,5.519954875,1.710578818,0.648583827,3.160792229
Lu'an City,3,12.90892159,11.94294164,0.965979951,9.741951063,3.157760544,0.7984659,5.785724619
Liupanshui City,3,7.651471851,7.155860173,0.495611678,5.765679301,1.864782324,0.458518001,3.442378976
Longyan City,3,7.116754613,6.524521913,0.592232699,5.39631387,1.734635432,0.454577308,3.20710113
Longnan City,3,5.782088524,5.375489592,0.406598931,4.375170404,1.417187524,0.350041039,2.607941842
Loudi City,3,8.543989638,7.948194361,0.595795277,6.438723311,2.081674616,0.5156407,3.841407995
Luzhou City,3,11.15803953,10.40434575,0.753693778,8.430725742,2.730198287,0.669851469,5.030675986
Luoyang City,3,13.98685724,13.07966913,0.907188112,9.069034299,2.827311127,1.044173823,5.197549349
Luohe City,3,5.752697351,5.375054012,0.377643339,4.347070885,1.412722791,0.343704728,2.590643366
L¨¹liang City,3,8.56288748,7.9158557,0.64703178,6.490107518,2.098615292,0.528337707,3.863154519
Ma'anshan City,3,5.059860792,4.684438672,0.375422121,3.82376094,1.23540511,0.312840392,2.275515437
Maoming City,3,13.36379779,12.33259199,1.031205799,8.714680342,3.329572134,1.025462664,4.359645543
Meishan City,3,7.342997357,6.829084097,0.51391326,5.540202015,1.796783984,0.444416706,3.299001326
Meizhou City,3,9.815478406,9.049306563,0.766171844,7.446209961,2.403787159,0.612307739,4.430115063
Mianyang City,3,11.57154665,10.78104339,0.790503259,8.719175676,2.828364857,0.695874421,5.194936399
Mudanjiang City,3,5.362069642,4.969534191,0.392535451,4.054372478,1.310963699,0.327733664,2.415675115
Nagqu City,3,1.158703081,1.053466702,0.105236379,0.87866616,0.282474704,0.076158489,0.520032967
Nanchang City,3,12.02863935,10.821446,1.207193342,7.872514068,2.429528194,0.968016573,4.474969301
Nanchong City,3,15.5735577,14.5013887,1.072169001,11.77137789,3.803907844,0.936484273,7.030985778
Nanjing City,3,13.77075555,12.91762448,0.853131069,6.827155895,1.931579079,1.342491847,3.553084969
Nanning City,3,14.82929133,13.61698776,1.212303575,9.690521774,3.00306,1.151777442,5.535684333
Nanping City,3,6.968373725,6.393682504,0.574691221,5.278477915,1.702406676,0.443212091,3.132859148
Nantong City,3,11.86876774,11.13611694,0.732650805,5.88501018,2.039510902,1.160018589,2.685480689
Nanyang City,3,20.07001456,18.74528762,1.324726934,13.01845996,4.055777889,1.510921698,7.45176037
Neijiang City,3,8.776070798,8.166016707,0.610054091,6.643024293,2.149342935,0.530462528,3.963218829
Ningbo City,3,10.04134254,9.25074733,0.790595213,5.015194762,1.736439024,1.004624397,2.274131341
Ningde City,3,7.852147107,7.193164487,0.65898262,5.940936935,2.351946268,0.504048359,3.084942309
Panzhihua City,3,2.363435838,2.201699519,0.161736319,1.78270961,0.576078028,0.142752451,1.063879131
Panjin City,3,2.853916301,2.637598393,0.216317909,2.164885285,0.863113279,0.176500962,1.125271044
Pingdingshan City,3,10.93978953,10.22940667,0.71038286,8.273235193,2.687072564,0.650809308,4.93535332
Pingliang City,3,4.557264781,4.234916467,0.322348314,3.444108003,1.11363112,0.276582342,2.053894542
Pingxiang City,3,4.296032513,3.849849174,0.44618334,3.278145066,1.051346097,0.293084826,1.933714143
Putian City,3,6.388086492,5.851066041,0.537020451,4.848232427,1.923412825,0.406683196,2.518136406
Puyang City,3,7.760061086,7.246190797,0.513870289,5.862491544,1.898818582,0.459926723,3.503746239
Pu'er City,3,5.804300881,5.380100794,0.424200087,4.3850225,1.418641291,0.354887242,2.611493968
Qitaihe City,3,1.67120477,1.547845974,0.123358795,1.262500475,0.410021954,0.103325939,0.749152582
Qiqihar City,3,11.62127362,10.77972033,0.84155329,8.803801594,2.849529268,0.708734103,5.245538224
Qinzhou City,3,7.303595578,6.714211325,0.589384254,5.549164455,2.201179786,0.457313154,2.890671515
Qinhuangdao City,3,6.797847706,6.368346774,0.429500932,5.113229072,2.03324563,0.405112254,2.674871188
Qingdao City,3,15.60085963,14.54308359,1.057776041,7.756295847,2.69319894,1.538922626,3.524174281
Qingyuan City,3,8.541371877,7.873273406,0.668098471,6.480010086,2.098416419,0.53110281,3.850490857
Qingyang City,3,4.980703936,4.632985773,0.347718163,3.770602777,1.225626223,0.300838847,2.244137706
Qujing City,3,13.75499638,12.76519766,0.989798717,10.42046153,3.386420881,0.832126079,6.20191457
Quzhou City,3,5.671931325,5.228142774,0.443788552,4.311896892,1.394676846,0.35237439,2.564845656
Quanzhou City,3,12.70225441,11.64702809,1.055226319,6.368438337,2.200108663,1.269851909,2.898477766
Shigatse City,3,1.780799235,1.623351678,0.157447557,1.352790919,0.436600415,0.114837766,0.801352738
Rizhao City,3,6.31673838,5.881748693,0.434989686,4.76976014,1.895456313,0.383979906,2.490323921
Sanmenxia City,3,4.975695462,4.657735003,0.317960459,3.760236058,1.219753429,0.293177507,2.247305122
Sanming City,3,5.811413045,5.33695332,0.474459724,4.406428258,1.423475475,0.367612975,2.615339807
Sanya City,3,1.796762145,1.578876204,0.217885942,1.37466477,0.538629671,0.129728527,0.706306573
Xiamen City,3,8.77206811,8.050824971,0.721243139,5.726482938,2.186118682,0.678607528,2.861756728
Shannan City,3,0.860630261,0.783966905,0.076663356,0.65575619,0.212071955,0.055653886,0.388030348
Shantou City,3,12.43036432,11.44926874,0.981095577,9.416773124,3.750878867,0.779300252,4.886594004
Shanwei City,3,6.647444601,6.125884584,0.521560017,5.031166616,1.997418962,0.415589801,2.618157853
Shangluo City,3,5.222851591,4.849405964,0.373445627,3.951840929,1.280011868,0.318028501,2.35380056
Shangqiu City,3,15.8479889,14.81260146,1.035387444,11.97539655,3.890021796,0.939524126,7.145850624
Shanghai,3,30.93189656,28.58527545,2.346621108,12.3846227,3.872528403,3.452353644,5.05974065
Shangrao City,3,15.14351393,13.58339006,1.56012387,11.53221784,3.70156724,1.036757749,6.793892855
Shaoguan City,3,6.640297108,6.111668857,0.528628252,5.034648395,1.621668436,0.417017328,2.995962631
Shaoyang City,3,15.64903442,14.55934035,1.089694066,11.838503,3.825307972,0.939465106,7.07372992
Shaoxing City,3,9.197354043,8.475023099,0.722330945,6.008351218,1.85894372,0.706292403,3.443115096
Shenzhen City,3,17.32101281,15.95675927,1.364253542,6.915327676,2.147694558,1.955680735,2.811952384
Shenyang City,3,15.48173721,14.31329652,1.168440687,10.08339892,3.129038456,1.186582667,5.7677778
Shiyan City,3,7.359427678,6.785971224,0.573456454,5.572154923,1.800103767,0.457986981,3.314064175
Shijiazhuang City,3,22.17299811,20.77646406,1.396534045,14.41637866,4.499667829,1.64273781,8.273973025
Shizuishan City,3,1.728611335,1.62466195,0.103949385,1.302081614,0.422519562,0.101537269,0.778024783
Shuangyashan City,3,3.013384803,2.790351253,0.223033549,2.275915339,0.736592754,0.185279552,1.354043033
Shuozhou City,3,3.917166314,3.622953965,0.294212349,2.961652804,0.955860007,0.242486629,1.763306167
Siping City,3,7.00769166,6.490512358,0.517179303,5.294594112,1.714075476,0.429117539,3.151401098
Songyuan City,3,6.003208698,5.563545093,0.439663605,4.532896385,1.462108415,0.369349272,2.701438699
Suzhou City (Jiangsu),3,17.71020996,16.62496473,1.085245224,8.762322332,2.469876943,1.735204842,4.557240547
Suqian City,3,9.813328854,9.207051884,0.606276969,6.368281293,1.98539452,0.723573981,3.659312792
Suzhou City (Anhui),3,14.5644526,13.47828398,1.086168629,10.98295779,3.555222278,0.907363485,6.52037203
Suihua City,3,11.48734061,10.65045402,0.836886584,8.702125759,2.814381156,0.703130403,5.1846142
Suizhou City,3,4.836975367,4.459531374,0.377443992,3.672753763,1.187746829,0.300614297,2.184392637
Suining City,3,7.831192727,7.29370248,0.537490247,5.915283015,1.911311509,0.471884688,3.532086819
Tacheng Prefecture,3,1.983205246,1.854241856,0.12896339,1.496784322,0.485712317,0.118008998,0.893063007
Taizhou City (Zhejiang),3,12.38373883,11.41354798,0.970190847,8.056726359,3.068251692,0.953256101,4.035218566
Taiyuan City,3,9.089784334,8.409141371,0.680642963,5.906810145,1.834397598,0.696344977,3.37606757
Tai'an City,3,12.29122323,11.46687395,0.824349283,9.278494577,3.010758601,0.737744251,5.529991726
Taizhou City (Jiangsu),3,9.359276799,8.787678467,0.571598331,6.049059953,1.881088073,0.694366181,3.473605699
Tangshan City,3,16.30381766,15.29667418,1.007143482,10.55094876,4.035597613,1.216246821,5.29910433
Tianjin,3,25.42884136,23.78022828,1.648613082,12.56869572,4.350740534,2.488079282,5.729875905
Tianshui City,3,7.376110854,6.858658159,0.517452694,5.571506447,1.803646981,0.447284909,3.320574557
Tieling City,3,6.346539227,5.872686205,0.473853022,4.809371329,1.552940838,0.388377367,2.868053124
Tonghua City,3,4.707948447,4.366126314,0.341822133,3.548575963,1.140594574,0.290677371,2.117304018
Tongliao City,3,6.413871222,5.965501851,0.448369371,4.175696143,1.297032544,0.481764824,2.396898775
Tongchuan City,3,1.696105198,1.575719349,0.120385849,1.28360371,0.415881478,0.103523182,0.76419905
Tongling City,3,3.74224035,3.462993074,0.279247276,2.834374457,0.915544777,0.230082844,1.688746836
Tongren City,3,6.937695355,6.483599921,0.454095434,5.239019235,1.699109862,0.412711541,3.127197832
Turpan City,3,1.36074024,1.270226284,0.090513956,1.025940791,0.332687654,0.081611378,0.611641759
Weihai City,3,5.78289592,5.394616637,0.388279284,3.754434267,1.441094761,0.435040486,1.878299019
Weifang City,3,19.02493727,17.73587802,1.289059254,12.35718604,4.731831394,1.430022766,6.195331878
Weinan City,3,11.48102555,10.66062519,0.82040036,8.653317639,2.797274361,0.701781896,5.154261382
Wenzhou City,3,16.99734802,15.67686579,1.32048223,11.08208032,4.22903427,1.299901862,5.553144188
Wuhai City,3,1.250667973,1.164829614,0.085838359,0.945034226,0.305768672,0.075536644,0.56372891
Ulanqab City,3,4.487289658,4.175653851,0.311635807,3.394312532,1.098989994,0.269902579,2.02541996
¨¹r¨¹mqi City,3,7.210502742,6.731603922,0.47889882,4.681849477,1.456459502,0.538028274,2.687361701
Wuxi City,3,10.86309227,10.19444211,0.668650153,5.396523394,1.523094988,1.062430047,2.810998359
Wuhu City,3,7.9669117,7.37741438,0.58949732,5.177494783,1.606154497,0.607705779,2.963634506
Wuzhong City,3,3.057417019,2.872048477,0.185368542,2.300750344,0.744033669,0.179121519,1.377595156
Wuzhou City,3,6.75526122,6.207294476,0.547966744,5.134712475,1.662086335,0.422547693,3.050078448
Wuhan City,3,18.88165382,17.4271452,1.45450862,9.467140585,2.675245068,1.860774281,4.931121236
Wuwei City,3,3.964236403,3.687242218,0.276994185,3.002255571,0.974483244,0.238781359,1.788990968
Xi'an City,3,16.93264378,15.72476618,1.2078776,8.465468047,2.394077268,1.66466129,4.406729488
Xining City,3,4.566120024,4.256100571,0.310019453,3.460250083,1.126880818,0.274100085,2.059269179
Xishuangbanna Dai Autonomous Prefecture,3,2.634800643,2.444556666,0.190243976,1.995415451,0.645653887,0.160628239,1.189133326
Xianning City,3,5.527564793,5.105173902,0.422390891,4.192985784,1.35426161,0.342689097,2.496035077
Xianyang City,3,9.621633503,8.948120977,0.673512526,7.275153416,2.355702281,0.582186799,4.337264335
Xiangtan City,3,6.300862505,5.862664133,0.438198372,4.753586772,1.533364619,0.383996738,2.836225415
Xiangyang City,3,11.63824752,10.74020354,0.898043984,7.59358773,2.354467742,0.890093084,4.349026903
Xiaogan City,3,10.78892007,9.960654477,0.828265592,8.140557259,2.621855658,0.669948028,4.848753573
Xinzhou City,3,6.909067807,6.386251666,0.522816142,5.241046245,1.698036122,0.422957619,3.120052504
Xinxiang City,3,12.46614339,11.65933295,0.806810432,9.419038268,3.053048139,0.734409839,5.631580289
Xinyu City,3,2.681480907,2.403481543,0.277999364,2.040356471,0.654054445,0.183162887,1.203139139
Xinyang City,3,13.90304526,13.00321928,0.899825979,10.50159757,3.397995825,0.829474488,6.274127254
Xingtai City,3,15.90922443,14.89739143,1.011832994,11.97819061,3.87551657,0.944545481,7.15812856
Xuzhou City,3,17.95962929,16.85878824,1.10084105,11.64075238,3.625065185,1.333022675,6.682664519
Xuchang City,3,8.906730522,8.317773498,0.588957024,5.77855752,1.802230594,0.668287804,3.308039121
Xuancheng City,3,6.073824335,5.623331952,0.450492383,4.579468643,1.477080169,0.376329763,2.726058711
Ya'an City,3,3.306877594,3.079550602,0.227326992,2.496406648,0.806879663,0.201400568,1.488126416
Yantai City,3,14.46608272,13.47450089,0.991581828,9.399918455,3.59519178,1.090729248,4.713997427
Yan'an City,3,4.855134313,4.507729394,0.347404919,3.668550543,1.181671776,0.297856677,2.18902209
Yancheng City,3,14.54625913,13.64570474,0.900554395,9.431699632,3.636831794,1.071362496,4.723505342
Yangzhou City,3,9.22036101,8.654744542,0.565616468,5.987956707,1.864449992,0.678880337,3.444626378
Yangjiang City,3,5.639348229,5.191435509,0.44791272,4.263775183,1.697420758,0.356812229,2.209542196
Yangquan City,3,3.070967366,2.840019715,0.230947651,2.316283194,0.748819073,0.191245813,1.376218309
