City,level,Total,car,airplane,Emission,ocean,oil,river
Wuwei City,3,3.781251167,3.781251167,0,3.757254043,0.347300419,2.771896231,0.638057393
Xi'an City,3,31.66027057,31.46489451,0.195376065,30.88719265,2.752545274,23.05947013,5.075177245
Xining City,3,17.28382849,17.20869477,0.075133719,17.16419523,1.662937653,12.42889595,3.072361622
Xishuangbanna Dai Autonomous Prefecture,3,2.256006458,2.126067754,0.129938704,2.24001347,0.236455884,1.566635519,0.436922067
Xianning City,3,1.287227843,1.287227843,0,1.280022396,0.129771321,0.910207052,0.240044023
Xianyang City,3,6.304342889,6.304342889,0,6.262824796,0.579688992,4.615496473,1.067639331
Xiangtan City,3,2.208534069,2.208534069,0,2.195400584,0.233217632,1.533940605,0.428242347
Xiangyang City,3,4.213540368,4.191690983,0.021849385,4.186617845,0.406783862,3.02910538,0.750728603
Xiaogan City,3,4.734642615,4.734642615,0,4.703191341,0.460511462,3.39236984,0.850310039
Xinzhou City,3,3.276660432,3.270394361,0.006266071,3.256920563,0.301569114,2.401556152,0.553795297
Xinxiang City,3,5.126097234,5.126097234,0,5.09252524,0.470339789,3.756636111,0.86554934
Xinyu City,3,5.671986913,5.671986913,0,5.629558049,0.623243429,3.856234239,1.150080381
Xinyang City,3,4.534056073,4.53034478,0.003711293,4.505359275,0.436099504,3.262317913,0.806941858
Xingtai City,3,10.91276846,10.91276846,0,10.83939603,0.996482841,8.007011412,1.835901779
Xuzhou City,3,5.334216933,5.316965155,0.017251778,5.297375345,0.537062231,3.769124867,0.991188247
Xuchang City,3,2.335719637,2.335719637,0,2.321352461,0.233872322,1.656035247,0.431444892
Xuancheng City,3,6.937511425,6.937511425,0,6.899057759,0.73338709,4.817707125,1.347963544
Ya'an City,3,3.332776399,3.332776399,0,3.312831185,0.350394091,2.316907623,0.645529471
Yantai City,3,7.283628381,7.264245446,0.019382935,7.235783674,0.811176503,5.331109891,1.09349728
Yan'an City,3,3.715004352,3.70975689,0.005247462,3.691154571,0.342988879,2.712705441,0.635460251
Yancheng City,3,5.109076998,5.10224359,0.006833408,5.074917226,0.602488694,3.664826025,0.807602507
Yangzhou City,3,3.999897312,3.971321644,0.028575667,3.973474972,0.366117974,2.933023366,0.674333632
Yangjiang City,3,5.624330801,5.624330801,0,5.588949641,0.753271385,3.824493883,1.011184373
Yangquan City,3,3.557797972,3.557797972,0,3.532385808,0.342329813,2.559754251,0.630301744
Yichun City (Heilongjiang),3,0.703533997,0.700317222,0.003216775,0.699251722,0.071487417,0.495794607,0.131969698
Yibin City,3,6.276084324,6.264731353,0.011352972,6.240733497,0.636777408,4.433523802,1.170432287
Yichang City,3,8.905553415,8.892043596,0.013509818,8.847588214,0.901457559,6.282335848,1.663794807
Yichun City (Jiangxi),3,14.60423627,14.60244054,0.001795732,14.50147558,1.601090399,9.945066578,2.955318606
Yiyang City,3,4.505800782,4.505800782,0,4.473897267,0.473326032,3.126156405,0.87441483
Yinchuan City,3,14.10412464,13.98189019,0.122234442,14.01842326,1.288695635,10.34904699,2.380680633
Yingtan City,3,2.319431482,2.319431482,0,2.30531068,0.25311031,1.585900101,0.466300269
Yingkou City,3,2.292615338,2.292014726,0.000600612,2.278019698,0.267306718,1.651222211,0.359490769
Yongzhou City,3,4.395269239,4.394795083,0.000474156,4.368460917,0.482125113,2.998966625,0.887369179
Yulin City (Shaanxi),3,5.783382252,5.758024953,0.025357299,5.746874262,0.530608761,4.237607977,0.978657524
Yulin City (Guangxi),3,6.853529827,6.853529827,0,6.811748846,0.715875527,4.772929988,1.322943331
Yuxi City,3,4.068469257,4.068469257,0,4.042763256,0.391046809,2.929712715,0.722003732
Yueyang City,3,3.498518229,3.495849945,0.002668284,3.474289862,0.353419306,2.471246608,0.649623948
Yunfu City,3,3.498462265,3.498462265,0,3.476870133,0.368080421,2.430014544,0.678775168
Yuncheng City,3,3.013071993,2.99885153,0.014220462,2.992503836,0.278417572,2.201307952,0.512778312
Zaozhuang City,3,11.82483541,11.82483541,0,11.76552654,1.137482702,8.536158147,2.091885692
Zhanjiang City,3,5.517316913,5.503603807,0.013713106,5.481207083,0.672241423,3.908230788,0.900734872
Zhangjiajie City,3,1.936731095,1.925146845,0.011584251,1.924848847,0.20380488,1.34582599,0.375217977
Zhangjiakou City,3,8.568232952,8.567225531,0.001007421,8.518548786,0.786577705,6.283514097,1.448456984
Zhangye City,3,7.932114279,7.927780071,0.004334208,7.879899594,0.725851899,5.818701635,1.33534606
Zhangzhou City,3,1.07419911,1.07419911,0,1.067401259,0.143269977,0.732924524,0.191206758
Changchun City,3,8.689539638,8.657674414,0.031865224,8.627786282,0.869378484,6.154372053,1.604035745
Changsha City,3,15.87005277,15.75725629,0.112796476,15.48384403,1.512885092,11.1780259,2.792933033
Changzhi City,3,6.966278272,6.961325294,0.004952978,6.927741975,0.642287307,5.106095655,1.179359013
Zhaotong City,3,5.583694076,5.578060231,0.005633846,5.545740281,0.562180121,3.940949101,1.042611059
Zhaoqing City,3,3.923161461,3.923161461,0,3.899493394,0.413150384,2.723106541,0.763236469
Zhenjiang City,3,3.316002877,3.316002877,0,3.293379807,0.317995058,2.388100967,0.587283782
Zhengzhou City,3,15.28489034,15.2200492,0.064841138,14.91330062,1.335224122,11.11340622,2.464670279
Zhongshan City,3,22.81591288,22.81591288,0,22.65835277,2.890210535,15.9109075,3.857234733
Zhongwei City,3,2.546172068,2.456290862,0.089881206,2.528929099,0.239353385,1.850432063,0.439143651
Chongqing,3,34.52298247,34.37819255,0.14478992,28.24463645,2.919007021,19.93934395,5.386285476
Zhoushan City,3,2.90547441,2.900205334,0.005269076,2.886867506,0.372099544,2.017576422,0.49719154
Zhoukou City,3,4.802527134,4.802527134,0,4.770113438,0.4604489,3.464315469,0.845349069
Zhuhai City,3,10.66823911,10.65365095,0.014588154,10.5918632,1.356670891,7.407354436,1.827837873
Zhuzhou City,3,5.258753529,5.258753529,0,5.224707929,0.577490238,3.585882257,1.061335434
Zhumadian City,3,4.140516582,4.140516582,0,4.115519912,0.380648897,3.031780918,0.703090097
Ziyang City,3,5.486752263,5.486752263,0,5.453097302,0.550227044,3.890263166,1.012607092
Zibo City,3,10.78270268,10.78270268,0,10.70080081,1.040816811,7.742741803,1.917242198
Zigong City,3,4.037888347,4.037888347,0,4.011732142,0.405087668,2.860845046,0.745799428
Zunyi City,3,15.22613917,15.21210462,0.01403455,15.12039322,1.535293314,10.75875891,2.826340997
Altay Prefecture,4,7.706410292,7.245077396,0.461332896,7.652188796,0.764439649,5.479123422,1.408625725
Ankang City,4,5.877973642,5.161456402,0.716517239,5.829467337,0.63693137,4.019615123,1.172920844
Anqing City,4,8.923469504,8.911500768,0.011968735,8.860899336,0.894956438,6.313111156,1.652831742
Anshun City,4,12.05272098,12.01431575,0.038405229,11.98183205,1.268507186,8.368797339,2.34452752
Anyang City,4,11.81169071,11.81169071,0,11.73460993,1.088573759,8.641752206,2.004283965
Anshan City,4,15.76126356,15.75575074,0.005512826,15.65807132,1.50840703,11.37309342,2.776570866
Bayannur City,4,11.64871065,11.64250758,0.006203073,11.57653482,1.069869157,8.53760515,1.969060517
Bazhong City,4,22.60256639,22.58501031,0.017556076,22.46117312,2.373562671,15.71797107,4.369639383
Baicheng City,4,4.061978799,4.056942221,0.005036578,4.038186758,0.37362141,2.977498092,0.687067256
Baishan City,4,3.404638345,3.399600579,0.005037767,3.38266291,0.34430479,2.40313687,0.63522125
Baiyin City,4,4.266713014,4.266713014,0,4.241729963,0.391150722,3.132271992,0.718307249
Baise City,4,19.95374781,19.9465744,0.007173412,19.83189639,2.001817018,14.15177126,3.678308116
Bengbu City,4,5.448217601,5.448217601,0,5.413962145,0.527449837,3.915024857,0.971487451
Baotou City,4,19.2583768,19.23797745,0.020399354,19.14081955,1.766950966,14.12388643,3.249982156
Baoji City,4,10.3719461,10.3719461,0,10.31124724,0.996989319,7.474562498,1.83969542
Baoding City,4,45.75336241,45.75336241,0,45.4573015,4.207777527,33.49408634,7.755437635
Baoshan City,4,8.822956867,8.518438294,0.304518573,8.764504128,0.902098108,6.200706922,1.661699098
Beihai City,4,9.986740042,9.926729793,0.060010249,9.917031071,1.230269547,7.043696402,1.643065122
Beijing,4,75.32335901,72.85209503,2.471263982,58.92524399,5.917963814,42.08284921,10.92443097
Benxi City,4,5.085379929,5.085379929,0,5.055113041,0.513246778,3.59830024,0.943566023
Bijie City,4,23.73170359,23.66921411,0.06248948,23.58049392,2.385403427,16.79583767,4.399252818
Binzhou City,4,9.966578151,9.966578151,0,9.912453249,1.16290232,7.200254817,1.549296112
Bozhou City,4,7.953399034,7.953399034,0,7.901997837,0.766647662,5.726201156,1.409149019
Cangzhou City,4,15.01960414,15.01960414,0,14.92679784,1.670501158,11.0081355,2.248161178
Chamdo City,4,14.36010114,14.26152195,0.098579191,14.27837659,1.451127445,10.15185833,2.675390811
Changde City,4,10.88251923,10.71941601,0.163103213,10.80202366,1.057637305,7.798082382,1.946303968
Changzhou City,4,13.63279408,13.56840805,0.064386033,13.55265663,1.255960746,9.98127276,2.315423128
Chaohu City,4,4.977166692,4.977166692,0,4.944569034,0.483238719,3.569319098,0.892011217
Chaoyang City,4,9.478986756,9.249969152,0.229017604,9.409097622,0.963371252,6.665874159,1.779852211
Chaozhou City,4,5.118082692,5.118082692,0,5.086766424,0.565700515,3.755928016,0.765137893
Chenzhou City,4,8.013311607,8.013311607,0,7.964959157,0.769650763,5.77658947,1.418718924
Chengdu City,4,74.42791373,74.11947278,0.308440945,72.34915443,7.069321611,52.30066559,12.97916723
Chengde City,4,18.82000199,18.81591365,0.004088346,18.69976626,1.742119042,13.73856289,3.21908433
Chizhou City,4,2.727654606,2.72141308,0.006241526,2.711342174,0.273766006,1.933119871,0.504456297
Chifeng City,4,70.68141376,70.65191984,0.029493924,70.19962591,6.481721977,51.77460079,11.94330314
Chongzuo City,4,8.961224113,8.961224113,0,8.90712169,0.867520573,6.444464288,1.595136829
Chuzhou City,4,8.670850508,8.670850508,0,8.615394558,0.839021401,6.227997521,1.548375636
Chuxiong Yi Autonomous Prefecture,4,7.016737146,7.016737146,0,6.969883627,0.672876933,5.055991739,1.241014955
Dazhou City,4,10.54035873,10.53204093,0.008317797,10.47708077,1.070239414,7.431681506,1.975159848
Dali Bai Autonomous Prefecture,4,20.24303196,20.18925845,0.053773505,20.10666986,1.952706037,14.56163004,3.592333784
Dalian City,4,39.36901815,39.16210553,0.206912626,39.1225378,4.615640452,28.31696897,6.189928373
Daqing City,4,17.29315007,17.26733587,0.025814197,17.18678168,1.67593188,12.42380683,3.087042973
Datong City,4,20.65958505,20.58228461,0.077300443,20.52899927,1.922055949,15.07498344,3.531959876
Dandong City,4,11.61786534,11.61486461,0.003000726,11.54817099,1.420386948,8.23050359,1.897280453
Deyang City,4,10.51369598,10.51369598,0,10.44227798,1.051800532,7.446054157,1.944423291
Dezhou City,4,21.45416465,21.45416465,0,21.32408462,1.971643127,15.71752291,3.634918587
Diqing Tibetan Autonomous Prefecture,4,3.107048167,3.041972129,0.065076038,3.088588893,0.316918982,2.187180249,0.584489662
Dingxi City,4,25.42093452,25.42093452,0,25.25522955,2.45705266,18.26510139,4.533075499
Dongguan City,4,70.71894992,70.71894992,0,70.27462688,9.005098468,49.18693403,12.08259438
Dongying City,4,14.44793552,14.32403585,0.123899678,14.33809216,1.631399693,10.52232794,2.184364522
Ordos City,4,17.89541325,17.82894678,0.066466474,17.75641435,1.644319391,13.08004224,3.03205272
Ezhou City,4,2.620171841,2.620171841,0,2.604610644,0.263982319,1.85329839,0.487329935
Enshi Tujia and Miao Autonomous Prefecture,4,12.33900025,12.3212042,0.017796049,12.26416845,1.294125334,8.594450084,2.375593031
Fangchenggang City,4,8.354036218,8.354036218,0,8.298199073,1.111819833,5.7050828,1.48129644
Foshan City,4,49.55626579,49.54846885,0.00779694,48.21706884,4.699230849,34.85929587,8.658542124
Fuzhou City (Fujian),4,10.95124952,10.83189232,0.119357208,10.64680374,1.218390326,7.79733954,1.631073875
Fushun City,4,9.184081459,9.184081459,0,9.118114678,0.885828453,6.604884145,1.62740208
Fuzhou City (Jiangxi),4,6.33467856,6.33467856,0,6.295276761,0.690496707,4.332860238,1.271919816
Fuxin City,4,7.578218499,7.578218499,0,7.53229199,0.693617457,5.559829022,1.278845511
Fuyang City,4,13.47043042,13.45138024,0.019050177,13.3936934,1.298530186,9.707791796,2.387371415
Ganzhou City,4,17.73144713,17.70706465,0.024382485,17.62307019,1.94670843,12.08677998,3.589581782
Guyuan City,4,6.424447151,6.327177474,0.097269677,6.38129247,0.595839536,4.684021988,1.101430946
Guang'an City,4,6.411588216,6.411588216,0,6.373367895,0.646844601,4.529954189,1.196569105
Guangyuan City,4,14.17730537,13.99984153,0.177463837,14.08669475,1.441409951,10.00001074,2.64527406
Guangzhou City,4,47.97544708,47.30989344,0.665553638,37.57325684,5.114696709,25.60642481,6.852135325
Guigang City,4,10.2019896,10.2019896,0,10.13517262,1.076705055,7.079046131,1.979421436
Guiyang City,4,24.07150178,23.39072706,0.680774718,23.89655595,2.462914784,16.89869603,4.534945135
Guilin City,4,26.54940655,26.47708029,0.072326261,26.40091201,2.917119871,18.10634846,5.377443675
Harbin City,4,27.83208071,27.62901834,0.203062376,27.63878492,2.820659208,19.62017316,5.197952551
Hami City,4,13.05518771,13.03118381,0.024003899,12.96772128,1.202829104,9.558585735,2.206306442
Haidong City,4,6.810968159,6.810968159,0,6.76700028,0.656707929,4.898836103,1.211456248
Haikou City,4,9.441773912,9.211223203,0.230550709,9.371143614,1.117331957,6.756638262,1.497173395
Handan City,4,28.25002381,28.19667682,0.053346988,28.07160286,2.595324989,20.70029169,4.775986178
Hanzhong City,4,10.4189517,10.31362938,0.105322317,10.34765655,1.10120432,7.226458001,2.019994233
Hangzhou City,4,31.98720515,31.67458458,0.312620574,31.10441736,3.065025059,22.3959187,5.643473603
Hefei City,4,37.59662263,37.45657323,0.140049398,36.57303555,3.268489638,27.27992646,6.024619452
Hechi City,4,18.6357576,18.63467331,0.001084292,18.51915405,1.967622616,12.92419409,3.627337347
Heyuan City,4,4.205116689,4.205116689,0,4.17693928,0.459496938,2.870325915,0.847116427
Heze City,4,17.13935894,17.13935894,0,17.02569512,1.642685579,12.35275839,3.030251153
Hezhou City,4,7.206280607,7.206280607,0,7.157189777,0.790607892,4.907027925,1.45955396
Hebi City,4,5.803884287,5.803884287,0,5.769968679,0.529333042,4.265349758,0.975285879
Hegang City,4,4.660351548,4.660351548,0,4.628362029,0.452776666,3.34105318,0.834532183
Heihe City,4,9.203763558,9.180925013,0.022838545,9.143960795,0.930721752,6.493177145,1.720061898
Hengshui City,4,29.09760553,29.09760553,0,28.91361963,2.679726978,21.28323479,4.950657859
Hengyang City,4,13.5670731,13.55231825,0.01475485,13.47905587,1.357297626,9.612133939,2.5096243
Honghe Hani and Yi Autonomous Prefecture,4,13.31098992,13.31098992,0,13.22518057,1.337805575,9.414965098,2.472409898
Hohhot City,4,26.53087318,26.38808194,0.142791245,26.36544311,2.462384376,19.37808888,4.524969853
Hulunbuir City,4,16.44683264,16.1560501,0.290782536,16.33296764,1.617045083,11.74493438,2.970988174
Huludao City,4,6.313214565,6.313214565,0,6.271796156,0.739796163,4.543375264,0.988624729
Huzhou City,4,10.60556967,10.60556967,0,10.53348918,1.110321714,7.371131594,2.052035874
Huaihua City,4,11.94050915,11.89750598,0.043003171,11.86782034,1.207666145,8.432620254,2.227533941
Huai'an City,4,6.368221821,6.342652128,0.025569693,6.322235794,0.616248303,4.571516064,1.134471427
Huaibei City,4,13.27269469,13.27269469,0,13.18947049,1.282286793,9.541336804,2.365846896
Huainan City,4,6.730610902,6.730610902,0,6.688568566,0.649130906,4.846307554,1.193130106
Huanggang City,4,7.864602011,7.864602011,0,7.809176006,0.791438842,5.555902542,1.461834622
Huangshan City,4,17.57799973,17.54310627,0.034893457,17.47221424,1.856532354,12.19881968,3.416862207
Huangshi City,4,6.879111514,6.879111514,0,6.832323368,0.694196899,4.865771058,1.272355411
Huizhou City,4,35.21535569,35.19040435,0.024951339,34.98031289,4.714580614,23.98618762,6.279544652
Jixi City,4,10.43800762,10.4253697,0.012637913,10.3654253,1.059326867,7.35326332,1.952835114
Ji'an City (Jiangxi),4,12.69262049,12.68114979,0.011470693,12.6164011,1.391512834,8.673363488,2.551524776
Jilin City,4,9.813525146,9.813525146,0,9.751168952,0.983304174,6.953973023,1.813891755
Jinan City,4,55.13230283,54.97875685,0.153545978,53.6264862,4.830162939,39.87782168,8.918501578
Jining City,4,22.37610031,22.36789851,0.008201805,22.22086681,2.040172488,16.41527112,3.765423198
Jiamusi City,4,8.920444112,8.909564327,0.010879785,8.865216191,0.861389451,6.422070771,1.581755969
Jiaxing City,4,15.4219621,15.4219621,0,15.31648453,1.97323195,10.72354744,2.61970514
Jiayuguan City,4,1.153754346,1.135492335,0.018262011,1.146857745,0.11250141,0.826884695,0.20747164
Jiangmen City,4,15.41158607,15.41158607,0,15.3214191,2.054783548,10.5162441,2.750391453
Jiaozuo City,4,5.216472764,5.216472764,0,5.184635832,0.504025351,3.751830232,0.928780249
Jieyang City,4,9.720129152,9.656203734,0.063925419,9.661370421,1.307066088,6.617072109,1.737232224
Jinchang City,4,1.775422259,1.760705443,0.014716816,1.763968757,0.163763654,1.297117962,0.303087141
Jinhua City,4,20.18463364,20.17148209,0.013151555,20.04582491,2.201010753,13.78627842,4.05853574
Jinzhou City,4,9.084400599,9.081284091,0.003116508,9.033576852,1.052416274,6.567134796,1.414025782
Jincheng City,4,6.566786555,6.566786555,0,6.529635434,0.601778626,4.820067986,1.107788822
Jinzhong City,4,14.34614311,14.34614311,0,14.2550561,1.318406447,10.50671272,2.429936937
Jingmen City,4,6.12319045,6.12319045,0,6.085636617,0.592187071,4.402121269,1.091328277
Jingzhou City,4,10.25955859,10.25955859,0,10.19768435,1.036555904,7.261476977,1.899651471
Jingdezhen City,4,10.44675356,10.38842822,0.05832534,10.37752613,1.100361411,7.246831936,2.030332779
Jiujiang City,4,27.06474442,27.06474442,0,26.87924794,2.711055908,19.16644303,5.001749002
Jiuquan City,4,4.069705783,4.04619003,0.023515752,4.043248012,0.375673386,2.977857561,0.689717065
Kashgar Prefecture,4,66.10260892,65.82915841,0.273450503,65.64831649,6.056884063,48.41312231,11.17831012
Kaifeng City,4,8.628525652,8.628525652,0,8.570505749,0.829367772,6.216118503,1.525019474
Karamay City,4,23.41481859,23.03942314,0.375395453,23.25799114,2.181078089,17.07280376,4.004109295
Kizilsu Kirgiz Autonomous Prefecture,4,12.9667357,12.9667357,0,12.88236996,1.183380945,9.516554761,2.182434257
Kunming City,4,47.85387537,45.98885154,1.865023832,47.4808111,4.706903101,34.06571417,8.708193826
Lhasa City,4,20.36399657,20.09990134,0.264095228,20.24905678,2.074141927,14.35853901,3.816375847
Laibin City,4,6.251511697,6.251511697,0,6.217461661,0.657231588,4.349090479,1.211139594
Lanzhou City,4,17.86854022,17.75211287,0.116427348,17.76539166,1.654360628,13.07292338,3.038107653
Langfang City,4,16.79753682,16.79753682,0,16.66632129,1.533777144,12.3131257,2.819418446
Leshan City,4,10.53004607,10.53004607,0,10.46606491,1.108662576,7.313962762,2.043439568
Lijiang City,4,8.547476916,8.313775046,0.23370187,8.492686068,0.881390676,5.987957754,1.623337638
Lishui City,4,3.369714059,3.369714059,0,3.34867289,0.371940409,2.290385276,0.686347205
Lianyungang City,4,8.960881337,8.941933771,0.018947566,8.898894838,1.049887631,6.438784936,1.410222271
Liaoyang City,4,6.211828949,6.211828949,0,6.171663921,0.598612579,4.471499355,1.101551987
Liaoyuan City,4,3.702870482,3.702870482,0,3.682400134,0.374708839,2.621318144,0.686373151
Liaocheng City,4,11.8998966,11.8998966,0,11.82278801,1.097586264,8.701023844,2.024177898
Nyingchi City,4,12.43118282,12.34689679,0.084286028,12.35394587,1.155083716,9.075790967,2.123071186
Lincang City,4,8.87698649,8.843974478,0.033012012,8.829390471,0.893629214,6.287519716,1.648241541
Linfen City,4,9.5586147,9.547579896,0.011034804,9.501250297,0.877655994,7.000669394,1.622924909
Linyi City,4,18.90781436,18.89053845,0.017275906,18.78026044,1.896139588,13.39121532,3.492905536
Liuzhou City,4,22.07036477,22.05973773,0.010627035,21.93186216,2.422422131,15.06542473,4.444015298
Lu'an City,4,8.776826365,8.776826365,0,8.728138943,0.884231073,6.220920163,1.622987707
Liupanshui City,4,10.20617255,10.19131024,0.014862304,10.14314454,1.032621883,7.21281422,1.897708438
Longyan City,4,5.41976723,5.418740868,0.001026362,5.385884434,0.547496322,3.830307995,1.008080117
Longnan City,4,6.846478613,6.828212141,0.018266472,6.804124155,0.63027854,5.014432972,1.159412643
Loudi City,4,7.710566535,7.710566535,0,7.663729737,0.847817406,5.256685932,1.559226399
Luzhou City,4,18.1565048,18.05472756,0.101777245,18.04260434,1.836291735,12.8169715,3.389341106
Luoyang City,4,9.656068708,9.53776571,0.118302997,9.588838453,0.93813816,6.921348267,1.729352026
Luohe City,4,7.162531541,7.162531541,0,7.11617404,0.689347391,5.15702626,1.269800389
L¨¹liang City,4,4.82319617,4.808319026,0.014877144,4.797568109,0.443154462,3.537063892,0.817349755
Ma'anshan City,4,8.989324582,8.989324582,0,8.937842136,0.862763756,6.484809082,1.590269298
Maoming City,4,10.75191416,10.75191416,0,10.68137909,1.372079543,7.483139593,1.826159951
Meishan City,4,16.52235287,16.52235287,0,16.41617043,1.733211106,11.49731532,3.185644006
Meizhou City,4,12.84348848,12.83176613,0.011722348,12.76385452,1.353140878,8.922176756,2.488536887
Mianyang City,4,14.61720061,13.97115146,0.64604915,14.50394615,1.512648478,10.20274426,2.788553407
Mudanjiang City,4,8.177658299,8.168030992,0.009627306,8.128265625,0.828282457,5.777574715,1.522408453
Nagqu City,4,12.47867347,12.47867347,0,12.39569735,1.204651015,8.970812479,2.220233857
Nanchang City,4,29.65080965,29.50941312,0.141396536,29.46260782,3.112126106,20.62696541,5.723516302
Nanchong City,4,18.00011314,17.86962451,0.130488625,17.89166284,1.832776351,12.69373485,3.365151634
Nanjing City,4,47.60950176,47.46644451,0.143057246,46.27988675,4.120538173,34.55547219,7.603876387
Nanning City,4,49.86097785,49.72638056,0.134597292,49.51906886,5.00497468,35.27550012,9.238594059
Nanping City,4,4.387351903,4.373852469,0.013499433,4.358226803,0.477819066,2.997007017,0.88340072
Nantong City,4,16.68609941,16.63901706,0.047082354,16.22060729,1.828164967,11.93960628,2.452836041
Nanyang City,4,13.9855073,13.93569106,0.049816238,13.90556311,1.280182859,10.25984537,2.365534879
Neijiang City,4,37.78070003,37.78070003,0,37.54507209,3.793594417,26.7478031,7.003674571
Ningbo City,4,31.77052231,31.65013653,0.120385779,30.87873259,3.824347925,21.92690215,5.127482518
Ningde City,4,1.82818287,1.82818287,0,1.816934471,0.232829933,1.273550789,0.310553749
Panzhihua City,4,34.25681827,34.21860209,0.038216184,34.03386278,3.45768537,24.21440772,6.361769693
Panjin City,4,5.27405782,5.27405782,0,5.239370009,0.586499477,3.862375233,0.790495299
Pingdingshan City,4,7.929583155,7.929583155,0,7.876866121,0.762585001,5.706537308,1.407743812
Pingliang City,4,8.787741012,8.787741012,0,8.738317371,0.800440936,6.459482948,1.478393487
Pingxiang City,4,9.699272619,9.699272619,0,9.642200476,1.062505382,6.623789682,1.955905412
Putian City,4,2.180021067,2.180021067,0,2.166643549,0.266890943,1.542919202,0.356833404
Puyang City,4,10.31963308,10.31963308,0,10.24531893,0.950665098,7.540564494,1.754089335
Pu'er City,4,9.967643959,9.885015021,0.082628938,9.898630017,1.009031743,7.026668769,1.862929505
Qitaihe City,4,6.632890965,6.632890965,0,6.591406777,0.636952274,4.783958852,1.170495651
Qiqihar City,4,1.911059425,1.902184512,0.008874913,1.898595673,0.184511034,1.374853081,0.339231558
Qinzhou City,4,19.29060075,19.29060075,0,19.16046903,2.34474331,13.66497137,3.150754345
Qinhuangdao City,4,16.51796677,16.48502494,0.032941839,16.41900482,1.93195326,11.90299823,2.584053325
Qingdao City,4,37.15967526,36.81413927,0.345535986,36.1231947,3.740222153,27.325156,5.057816546
Qingyuan City,4,10.65026839,10.65026839,0,10.59138304,1.165348931,7.275471068,2.150563043
Qingyang City,4,13.96575894,13.86923873,0.096520207,13.88257863,1.294367544,10.20481872,2.383392368
Qujing City,4,16.15738238,16.15738238,0,16.06835717,1.622914857,11.46095653,2.984485784
Quzhou City,4,6.835565904,6.812476482,0.023089422,6.791520629,0.748822531,4.657399325,1.385298773
Quanzhou City,4,13.72223345,13.66643453,0.055798922,13.34447349,1.584407365,9.641174975,2.118891154
Shigatse City,4,13.26966669,13.26088224,0.008784455,13.19091257,1.459220352,9.035196951,2.69649527
Rizhao City,4,8.816832118,8.489692913,0.327139206,8.762766479,1.053448885,6.30347883,1.405838764
Sanmenxia City,4,4.449570339,4.449570339,0,4.418167153,0.429248871,3.199922821,0.788995461
Sanming City,4,2.146030676,2.144479313,0.001551363,2.13403731,0.235246983,1.463151666,0.435638661
Sanya City,4,3.084157005,2.573463787,0.510693218,3.055232587,0.419038584,2.07413446,0.562059543
Xiamen City,4,12.70320647,11.99559926,0.707607216,12.59953385,1.600128302,8.856922016,2.142483535
Shannan City,4,12.66234161,12.66234161,0,12.58571349,1.32263865,8.824269846,2.438804994
Shantou City,4,10.69443368,10.69443368,0,10.63012031,1.365652325,7.436124378,1.828343606
Shanwei City,4,6.036036545,6.036036545,0,5.996665955,0.768267847,4.204447888,1.02395022
Shangluo City,4,5.910794865,5.910794865,0,5.869064337,0.570374613,4.249628559,1.049061165
Shangqiu City,4,10.92423758,10.92423758,0,10.84955436,0.998295566,8.015630072,1.835628722
Shanghai,4,208.1987316,202.124791,6.07394068,162.968411,21.53267957,112.8194572,28.61627422
Shangrao City,4,15.24498874,15.24063189,0.004356851,15.14899125,1.675189269,10.40538946,3.068412519
Shaoguan City,4,12.68628623,12.68628623,0,12.60491759,1.38630914,8.66509576,2.553512693
Shaoyang City,4,7.376997962,7.37103404,0.005963922,7.338751673,0.777344656,5.126333989,1.435073028
Shaoxing City,4,15.72069193,15.72069193,0,15.61468276,1.657051305,10.91901391,3.038617541
Shenzhen City,4,80.38491998,79.89138403,0.493535957,63.15020639,8.298870572,43.73834999,11.11298583
Shenyang City,4,58.89072072,58.75833383,0.13238689,58.49841375,5.618211018,42.48163155,10.39857118
Shiyan City,4,5.721248627,5.693105464,0.028143163,5.684487111,0.554430945,4.109338082,1.020718084
Shijiazhuang City,4,45.96576925,45.88514843,0.080620824,45.66208858,4.202028531,33.73918241,7.720877634
Shizuishan City,4,7.338287555,7.338287555,0,7.29007059,0.674748049,5.374738142,1.240584399
Shuangyashan City,4,9.558651567,9.558651567,0,9.501328815,0.922094124,6.872975052,1.706259639
Shuozhou City,4,5.995510406,5.995510406,0,5.953569895,0.550122773,4.385194562,1.01825256
Siping City,4,7.181122128,7.181122128,0,7.133202451,0.719626061,5.087877777,1.325698613
Songyuan City,4,7.357659096,7.3232558,0.034403295,7.310766033,0.680414251,5.381932673,1.248419109
Suzhou City (Jiangsu),4,49.30643057,49.30643057,0,47.92250853,4.486237366,35.15834254,8.277928628
Suqian City,4,24.62385618,24.62385618,0,24.44678993,2.369648518,17.74103956,4.336101849
Suzhou City (Anhui),4,11.4859495,11.4859495,0,11.41120986,1.100786618,8.286507548,2.023915698
Suihua City,4,9.501082228,9.501082228,0,9.436057862,0.950235733,6.730752692,1.755069437
Suizhou City,4,5.663440463,5.663440463,0,5.629695691,0.520286606,4.148135909,0.961273176
Suining City,4,22.20919613,22.20919613,0,22.0570532,2.24192426,15.68378951,4.131339428
Tacheng Prefecture,4,10.93927649,10.90672884,0.032547653,10.86911961,1.097968546,7.748745362,2.022405703
