City,level,Total,car,airplane,Emission,ocean,oil,river
Fuyang City,9,455.3677625,454.297388,1.070374459,451.901304,44.28802833,326.2319181,81.38135759
Ganzhou City,9,508.6657785,507.5778132,1.087965247,501.2057239,55.23424632,344.3195399,101.6519377
Guyuan City,9,120.293445,119.2408154,1.052629623,119.4347904,11.12986543,87.80932813,20.49559688
Guang'an City,9,144.6742679,144.6742679,0,143.7758249,14.54778318,102.4118964,26.81614532
Guangyuan City,9,151.9840809,148.3091057,3.674975226,150.8286695,15.46072151,106.774613,28.59333494
Guangzhou City,9,1081.724968,1051.543292,30.18167601,811.3860066,111.9422968,550.7926893,148.6510205
Guigang City,9,200.7892008,200.7892008,0,199.2314362,21.06555186,139.2639501,38.90193426
Guiyang City,9,537.9217689,528.5428032,9.37896573,529.7850558,54.10399147,375.956622,99.72444229
Guilin City,9,307.7089457,303.3201468,4.388798864,305.3434317,33.79689781,209.2328339,62.31369997
Harbin City,9,1020.87574,1010.946213,9.929526837,1006.808132,103.4278006,713.3380633,190.0422676
Hami City,9,90.61058392,90.40720063,0.203383287,89.96890647,8.364962229,66.2352643,15.36867994
Haidong City,9,79.04934366,79.04934366,0,78.47966181,7.604519604,56.86612993,14.00901228
Haikou City,9,337.3190002,327.3091785,10.00982172,334.7294149,40.20528313,240.6732331,53.85089863
Handan City,9,865.2582076,861.0268942,4.231313351,852.9419969,79.30557222,627.6427273,145.9936974
Hanzhong City,9,130.8157604,129.9196803,0.896080136,129.8448529,13.76788368,90.62765869,25.44931053
Hangzhou City,9,914.243993,895.7546298,18.4893632,853.5586026,84.72681165,613.0930847,155.7387062
Hefei City,9,993.2482665,987.1632669,6.084999614,929.2392467,83.67986802,691.2112624,154.3481163
Hechi City,9,142.6309593,142.5857069,0.045252375,141.559646,15.02148739,98.88584698,27.65231158
Heyuan City,9,144.5612142,144.5612142,0,143.4531314,15.83327558,98.45040517,29.16945069
Heze City,9,550.4267947,550.4267947,0,542.4322397,52.73284537,392.6690708,97.03032349
Hezhou City,9,103.8192217,103.8192217,0,103.0348422,11.38056719,70.75313319,20.90114183
Hebi City,9,130.239718,130.239718,0,129.2611658,11.94070387,95.26619433,22.05426756
Hegang City,9,54.3472933,54.3472933,0,53.95419434,5.248640223,39.01543725,9.690116869
Heihe City,9,117.29089,117.0273691,0.26352094,116.5023636,11.90914399,82.74951469,21.84370491
Hengshui City,9,408.9541657,408.9541657,0,405.9794419,37.6265051,299.0192829,69.33365391
Hengyang City,9,190.2106687,189.5303182,0.680350488,187.6545069,19.14370517,133.1764709,35.33433085
Honghe Hani and Yi Autonomous Prefecture,9,220.9846806,220.9846806,0,219.6396573,22.34526946,156.409175,40.88521279
Hohhot City,9,580.0408505,573.6844256,6.356424933,575.7048815,53.38254932,424.0795953,98.24273687
Hulunbuir City,9,210.6493413,208.4899048,2.159436496,208.9643496,20.35757399,151.0554283,37.55134733
Huludao City,9,207.9429262,207.9429262,0,206.3708251,24.32980483,149.3155337,32.72548657
Huzhou City,9,252.768924,252.768924,0,249.0376321,26.62923403,173.3843941,49.02400397
Huaihua City,9,139.7904669,137.8923866,1.898080269,138.7493205,14.22221786,98.29644002,26.23066258
Huai'an City,9,270.8971172,267.7220918,3.175025466,266.9108812,26.07283934,192.7936373,48.04440459
Huaibei City,9,144.4625241,144.4625241,0,143.5431735,13.82410571,104.1794295,25.53963826
Huainan City,9,193.7259626,193.7259626,0,192.2953165,18.53006463,139.4155735,34.3496784
Huanggang City,9,198.6591622,198.6591622,0,197.1871582,19.90975872,140.4646396,36.81275989
Huangshan City,9,92.02458181,91.47331548,0.551266333,91.35172131,9.694726602,63.79317617,17.86381854
Huangshi City,9,95.01750061,95.01750061,0,94.3241199,9.595860769,67.09894357,17.62931556
Huizhou City,9,496.8178129,495.4904249,1.327387997,489.3974632,65.89825278,335.6789375,87.82027292
Jixi City,9,105.9039265,105.6414533,0.262473189,105.1056717,10.69099468,74.75551973,19.65915729
Ji'an City (Jiangxi),9,242.6584613,242.098002,0.560459249,240.8864252,26.54687495,165.4507886,48.88876169
Jilin City,9,292.0140161,292.0140161,0,289.944189,29.64792526,205.9758544,54.3204093
Jinan City,9,1182.549351,1174.314558,8.234793008,1105.473221,98.82955865,823.5300426,183.1136196
Jining City,9,756.9833306,756.2200922,0.763238385,746.2001328,69.21581245,549.6426941,127.3416262
Jiamusi City,9,164.6273451,163.9233229,0.70402212,163.379182,15.96195673,118.1243224,29.29290291
Jiaxing City,9,494.626901,494.626901,0,487.5851251,62.97884013,340.3049706,84.30131434
Jiayuguan City,9,40.59474251,40.32761456,0.267127959,40.27507346,3.916395549,29.15290946,7.205768455
Jiangmen City,9,364.8960015,364.8960015,0,359.6985066,48.57822553,246.4620396,64.65824145
Jiaozuo City,9,327.8334742,327.8334742,0,325.4300691,31.6210509,235.9289501,57.88006807
Jieyang City,9,182.8690368,179.1530506,3.715986147,181.3227305,24.81576039,123.5448125,32.96215756
Jinchang City,9,44.4405065,44.31465246,0.125854039,44.12939398,4.08397495,32.49137915,7.554039878
Jinhua City,9,671.776265,670.6844305,1.091834587,661.9337548,73.29721646,453.1158322,135.5207061
Jinzhou City,9,224.7258471,224.5069866,0.218860563,223.1424416,26.34462275,161.3984847,35.39933417
Jincheng City,9,260.3525236,260.3525236,0,258.3242122,24.14525458,189.7938977,44.38505993
Jinzhong City,9,381.6653729,381.6653729,0,378.9160072,35.26520726,278.8118377,64.83896222
Jingmen City,9,145.7545736,145.7545736,0,144.8167408,14.05261016,104.8213391,25.94279153
Jingzhou City,9,196.6053975,196.6053975,0,195.1172549,19.8234969,138.7618963,36.53186167
Jingdezhen City,9,100.2588439,100.0067052,0.252138682,99.65126215,10.58173971,69.61808034,19.4514421
Jiujiang City,9,288.5889941,288.5889941,0,284.3669314,29.18306486,201.6923596,53.49150694
Jiuquan City,9,99.85439221,99.04743133,0.806960875,99.07839202,9.197512927,72.88938183,16.99149726
Kashgar Prefecture,9,198.044606,197.0890508,0.955555192,196.5490978,18.10059584,144.9066237,33.54187822
Kaifeng City,9,307.9303204,307.9303204,0,305.8134801,29.57681642,221.8083338,54.42832991
Karamay City,9,67.36273458,66.53189347,0.830841111,66.87091861,6.238234198,49.1283983,11.50428611
Kizilsu Kirgiz Autonomous Prefecture,9,58.01777887,58.01777887,0,57.6131468,5.336794426,42.45028897,9.826063407
Kunming City,9,910.0511185,891.3289113,18.7222072,896.2470286,88.58647476,645.1161302,162.5444236
Lhasa City,9,137.8153476,135.7475643,2.06778331,136.7662033,13.96943028,97.02789602,25.76887697
Laibin City,9,108.5138729,108.5138729,0,107.6449826,11.49549821,75.06419826,21.08528611
Lanzhou City,9,430.8452382,422.8332957,8.011942426,427.6738778,40.17791796,313.5204584,73.97550142
Langfang City,9,396.8461119,396.8461119,0,391.2429812,36.32103317,288.0875443,66.83440376
Leshan City,9,243.0611447,243.0611447,0,241.3074372,25.5193266,168.6939763,47.09413431
Lijiang City,9,72.83028733,70.5113999,2.318887431,72.24942212,7.499169565,50.96705134,13.78320121
Lishui City,9,142.5608469,142.5608469,0,141.5926176,15.57412294,97.30214255,28.7163521
Lianyungang City,9,333.5901852,332.3064993,1.283685935,328.8415127,38.98826776,237.6698027,52.18344224
Liaoyang City,9,133.2283218,133.2283218,0,132.2348254,12.75298738,96.01740325,23.46443481
Liaoyuan City,9,70.11004018,70.11004018,0,69.62964467,7.065254065,49.52073276,13.04365784
Liaocheng City,9,532.8730791,532.8730791,0,528.9049204,49.21555872,388.7957815,90.8935802
Nyingchi City,9,88.33663573,87.84325907,0.493376667,87.67595193,8.219990765,64.35426898,15.10169218
Lincang City,9,71.31059137,70.87336092,0.437230441,70.76920909,7.219374937,50.2678605,13.28197365
Linfen City,9,410.3409506,409.7927048,0.548245784,407.4633314,37.74434247,300.1857868,69.53320214
Linyi City,9,1184.611332,1183.220342,1.390990784,1168.437366,118.1516737,832.7254853,217.5602069
Liuzhou City,9,368.9623558,368.1270027,0.835353101,363.6718671,40.26764163,249.2360423,74.16818315
Lu'an City,9,301.696996,301.696996,0,299.660946,30.56442481,213.0798453,56.01667591
Liupanshui City,9,218.7437554,218.454939,0.288816388,217.1211476,22.08507436,154.3903192,40.64575404
Longyan City,9,416.6414185,416.5129825,0.128436053,413.5984035,41.66922438,295.0147001,76.91447899
Longnan City,9,91.87450963,91.66916206,0.205347561,91.19004731,8.470774608,67.18460814,15.53466456
Loudi City,9,146.8426034,146.8426034,0,145.7512716,16.00330446,100.1341766,29.61379057
Luzhou City,9,283.1647113,282.2269432,0.937768079,281.0948232,28.77361207,199.4721784,52.84903275
Luoyang City,9,585.8771169,574.4093491,11.46776777,577.2000631,57.05597085,415.3891278,104.7549644
Luohe City,9,173.4617677,173.4617677,0,172.1658343,16.74366654,124.5103661,30.9118017
L¨¹liang City,9,262.7359646,262.3336754,0.402289167,260.7094788,24.31009124,191.8285155,44.57087207
Ma'anshan City,9,136.9110057,136.9110057,0,135.7848415,13.12997259,98.44316552,24.21170337
Maoming City,9,264.6099463,264.6099463,0,261.0518923,33.63778648,182.2520121,45.16209368
Meishan City,9,216.9969121,216.9969121,0,215.5738207,22.85766735,150.4631713,42.25298202
Meizhou City,9,217.2103859,216.724317,0.48606894,215.6073132,22.92517076,150.5465019,42.13564056
Mianyang City,9,358.4108491,346.2594192,12.15142991,355.6187293,36.96684789,250.6895468,67.96233465
Mudanjiang City,9,162.2069163,161.603891,0.603025323,160.9500423,16.40006373,114.3437089,30.20626963
Nagqu City,9,66.67452612,66.67452612,0,66.17897146,6.419984548,47.91398115,11.84500576
Nanchang City,9,472.2303452,465.7458188,6.484526365,465.4446522,49.79487423,324.1525717,91.49720622
Nanchong City,9,331.7138421,330.6302962,1.083545887,329.1325573,33.43631476,233.9486386,61.7476039
Nanjing City,9,1042.362671,1032.226322,10.13634898,975.0623795,87.77265467,725.0873361,162.2023887
Nanning City,9,819.9012519,812.6187101,7.282541781,807.9506705,82.5187434,573.4702359,151.9616912
Nanping City,9,98.99332571,98.56199553,0.431330179,98.26019927,10.88092889,67.36113635,20.01813403
Nantong City,9,625.6821771,623.7145152,1.967661865,585.0548974,67.35917729,427.9390886,89.75663155
Nanyang City,9,551.6056531,547.7953161,3.810336978,543.3705153,50.42963137,400.1400917,92.80079223
Neijiang City,9,138.904369,138.904369,0,137.9149571,14.00724917,98.14945014,25.75825781
Ningbo City,9,950.4021901,945.1060876,5.296102523,888.8530874,110.0749635,631.3350096,147.4431143
Ningde City,9,105.0131646,105.0131646,0,104.2351434,13.45478685,72.64037994,18.13997665
Panzhihua City,9,65.0480883,64.78577532,0.262312977,64.5561884,6.558983512,45.9157922,12.08141269
Panjin City,9,179.8650569,179.8650569,0,178.5962133,20.07530654,131.4721214,27.04878539
Pingdingshan City,9,351.3545722,351.3545722,0,348.6774685,33.75619999,252.7935402,62.12772827
Pingliang City,9,114.7581534,114.7581534,0,113.9488086,10.56998418,83.97232815,19.40649627
Pingxiang City,9,114.6233331,114.6233331,0,113.7815829,12.58268641,77.99365431,23.20524214
Putian City,9,127.635576,127.635576,0,126.6865583,15.56408194,90.27293477,20.84954159
Puyang City,9,350.6539745,350.6539745,0,348.2634194,32.35209414,256.2653513,59.64597391
Pu'er City,9,104.3472737,103.6417359,0.705537799,103.5758011,10.53178286,73.72595496,19.31806331
Qitaihe City,9,70.92924514,70.92924514,0,70.39812436,6.827066769,50.97273853,12.59831906
Qiqihar City,9,41.51476377,41.28143392,0.233329852,41.20347611,3.99976307,29.83679248,7.366920557
Qinzhou City,9,364.0094978,364.0094978,0,361.2004255,44.25453434,257.3631026,59.58278855
Qinhuangdao City,9,335.7057946,334.088234,1.617560546,333.0044111,39.34349207,240.8487353,52.81218372
Qingdao City,9,1473.196736,1461.235672,11.96106413,1378.228468,144.3597843,1039.67147,194.1972137
Qingyuan City,9,250.93011,250.93011,0,249.2312429,27.4732928,171.2596343,50.49831583
Qingyang City,9,152.0541467,150.6338179,1.420328786,150.9636363,14.02903567,110.9608403,25.97376029
Qujing City,9,303.9603148,303.9603148,0,301.6460734,30.69214786,214.3877714,56.56615413
Quzhou City,9,149.1607302,148.9308193,0.229910918,148.1048438,16.25933549,101.8021646,30.04334375
Quanzhou City,9,576.9492204,572.9363116,4.012908752,539.6374427,65.15496641,387.5686163,86.91385997
Shigatse City,9,72.82501676,72.7394985,0.085518255,72.34482961,8.00403955,49.57879358,14.76199648
Rizhao City,9,342.0948864,335.5211347,6.573751692,339.5075016,40.3757005,244.6847718,54.44702927
Sanmenxia City,9,164.8040076,164.8040076,0,163.6164696,15.8602231,118.6564892,29.09975729
Sanming City,9,117.982183,117.7932218,0.188961248,117.1109141,12.90898397,80.47357432,23.72835577
Sanya City,9,81.92949475,76.85858506,5.070909691,81.21837986,10.41259911,56.83308732,13.97269343
Xiamen City,9,556.5593032,545.9306934,10.62860982,548.6695935,68.49741168,388.4724309,91.69975087
Shannan City,9,55.36025216,55.36025216,0,54.99028045,5.785711112,38.53296825,10.67160109
Shantou City,9,313.9216925,313.9216925,0,311.7096246,40.29871936,217.7155431,53.69536218
Shanwei City,9,94.90555557,94.90555557,0,94.24477722,12.09229961,65.93545209,16.21702552
Shangluo City,9,37.40456615,37.40456615,0,37.127741,3.609803762,26.85840288,6.659534361
Shangqiu City,9,488.7313248,488.7313248,0,485.3043384,44.7834369,357.783721,82.73718045
Shanghai,9,2214.809828,2171.35599,43.45383796,1660.518844,220.6090654,1145.395321,294.5144571
Shangrao City,9,351.6089739,351.1989131,0.410060774,349.0004751,38.516982,239.6766772,70.80681586
Shaoguan City,9,152.7126105,152.7126105,0,151.4942667,16.72915377,104.0232214,30.74189156
Shaoyang City,9,203.6772656,203.4169324,0.260333234,202.1463105,21.30806129,141.4008893,39.43735993
Shaoxing City,9,456.7743246,456.7743246,0,450.3179948,47.85143903,314.5682023,87.89835346
Shenzhen City,9,1511.266197,1488.107878,23.15831883,1134.8977,150.1834565,783.8525215,200.8617216
Shenyang City,9,1224.659319,1215.183379,9.475940103,1206.484377,118.5820407,869.9785742,217.9237617
Shiyan City,9,154.4538154,153.5895579,0.864257516,153.2567088,14.99173019,110.5841534,27.68082517
Shijiazhuang City,9,1454.857334,1449.515615,5.341719072,1435.914524,133.4008218,1055.890356,246.6233464
Shizuishan City,9,72.06426427,72.06426427,0,71.55568429,6.620200056,52.74730032,12.18818391
Shuangyashan City,9,119.8726914,119.8726914,0,119.0268935,11.54914243,86.14726382,21.33048727
Shuozhou City,9,147.4398775,147.4398775,0,146.366834,13.52504893,107.8783835,24.96340157
Siping City,9,196.5849489,196.5849489,0,195.1444229,19.75987387,139.0583975,36.32615149
Songyuan City,9,236.3496645,235.0358048,1.313859662,234.6106567,21.62350991,173.0438077,39.94333907
Suzhou City (Jiangsu),9,1601.411354,1601.411354,0,1498.78801,141.1235435,1097.597604,260.0668627
Suqian City,9,431.00527,431.00527,0,425.0214715,41.24468928,307.5332202,76.24356204
Suzhou City (Anhui),9,287.6277329,287.6277329,0,285.5525821,27.60404488,206.9452392,51.00329803
Suihua City,9,178.0208521,178.0208521,0,176.6838897,18.07600301,125.3705734,33.23731324
Suizhou City,9,84.60084767,84.60084767,0,83.92265141,7.746598687,61.94583028,14.23022244
Suining City,9,160.3315381,160.3315381,0,159.1940844,16.17041271,113.1247357,29.89893594
Tacheng Prefecture,9,118.8975271,118.4174668,0.480060234,118.1135105,12.07623881,83.77454249,22.26272924
Taizhou City (Zhejiang),9,552.7500213,552.1843404,0.56568098,544.8422658,73.20883464,373.5825674,98.05086372
Taiyuan City,9,859.3770337,852.0158006,7.361233079,846.8723969,79.42073869,620.9332351,146.5184231
Tai'an City,9,410.8669389,410.8669389,0,407.7238209,39.53308312,295.497549,72.69318877
Taizhou City (Jiangsu),9,320.0916111,320.0916111,0,315.5852372,30.48620696,228.7545328,56.34449742
Tangshan City,9,1052.631773,1052.287564,0.344209824,1037.51009,122.9728984,749.5131108,165.0240809
Tianjin,9,1072.126734,1061.558495,10.56823954,1001.821095,104.6670078,755.5101372,141.6439497
Tianshui City,9,134.8138979,134.5995865,0.214311348,133.8417444,13.05294692,96.71889164,24.06990588
Tieling City,9,176.5267859,176.5267859,0,175.2710315,16.92242175,127.2191846,31.1294251
Tonghua City,9,110.1436009,110.0453923,0.098208614,109.3388692,10.58649491,79.20773384,19.54464042
Tongliao City,9,621.9366199,620.7166441,1.219975869,612.8705721,56.61565894,451.4479432,104.80697
Tongchuan City,9,40.86301761,40.86301761,0,40.59039153,3.742345739,29.93655749,6.911488299
Tongling City,9,91.09895633,91.09895633,0,90.50464191,9.169061345,64.48460615,16.85097441
Tongren City,9,124.1847999,123.6900149,0.494785015,123.2720235,13.15802843,85.88275894,24.23123611
Turpan City,9,42.69435541,42.36590507,0.328450344,42.42238673,3.973960353,31.12586654,7.322559839
Weihai City,9,378.7516426,377.4526932,1.298949403,373.3013387,42.43086832,274.1738451,56.69662524
Weifang City,9,1124.957455,1124.68025,0.277205033,1109.069043,131.1840153,800.9146198,176.9704074
Weinan City,9,222.9713862,222.9713862,0,221.3006826,20.51669061,162.9368278,37.8471642
Wenzhou City,9,746.9690875,740.7972067,6.171880788,736.1158928,99.33272601,503.8082066,132.9749602
Wuhai City,9,110.5221963,110.1667234,0.355472811,109.697624,10.59947866,79.48445779,19.61368753
Ulanqab City,9,76.1634646,76.05625366,0.107210939,75.65164007,7.001072339,55.71286216,12.93770557
¨¹r¨¹mqi City,9,679.1124561,668.5460404,10.56641562,668.8381936,63.20343125,489.2893146,116.3454477
Wuxi City,9,851.2848666,847.318002,3.966864595,796.5852601,74.96542386,583.6329943,137.9868419
Wuhu City,9,308.6696361,308.6696361,0,304.2862268,30.95062029,216.2018046,57.13380193
Wuzhong City,9,210.7903326,210.7903326,0,209.2056088,19.29553439,154.2008167,35.70925775
Wuzhou City,9,131.250629,125.4386137,5.812015279,130.1698889,14.18020794,89.86609361,26.12358733
Wuhan City,9,1311.468306,1298.678938,12.78936751,1226.010441,116.2507388,895.7431223,214.0165803
Wuwei City,9,104.3254484,104.3254484,0,103.546996,9.500728264,76.50502604,17.5412417
Xi'an City,9,1262.688209,1242.263543,20.42466532,1180.116537,107.1850445,875.3653741,197.5661184
Xining City,9,169.1181975,165.6302091,3.487988363,167.8240762,16.60145355,120.7600946,30.46252806
Xishuangbanna Dai Autonomous Prefecture,9,68.82628157,66.94454131,1.881740265,68.3049177,7.081893626,48.19810787,13.0249162
Xianning City,9,108.6728403,108.6728403,0,107.9639708,10.9430979,76.90040144,20.12047146
Xianyang City,9,173.0091753,173.0091753,0,171.7916878,15.88671502,126.6126128,29.29235998
Xiangtan City,9,139.2525685,139.2525685,0,138.2907179,14.71454398,96.47643674,27.09973716
Xiangyang City,9,331.4073909,326.6443866,4.763004262,326.5285918,32.08792029,235.5049254,58.93574615
Xiaogan City,9,110.8339692,110.8339692,0,110.0174656,10.58910318,79.94254233,19.48582012
Xinzhou City,9,227.057393,226.6913612,0.366031765,225.1911574,20.95118591,165.7655234,38.47444806
Xinxiang City,9,524.4812593,524.4812593,0,520.5609542,48.40753886,383.0818491,89.07156621
Xinyu City,9,95.64090579,95.64090579,0,94.97016912,10.43475621,65.29422969,19.24118322
Xinyang City,9,288.9991413,288.4723653,0.526776022,286.7870112,27.7427459,207.7823717,51.26189361
Xingtai City,9,758.6280327,758.6280327,0,753.2766636,69.99825259,554.6534201,128.6249909
Xuzhou City,9,657.8871168,654.7334492,3.153667548,649.1671196,66.53648468,460.1900977,122.4405372
Xuchang City,9,330.1322919,330.1322919,0,325.4689032,33.12925141,231.5303215,60.80933028
Xuancheng City,9,194.380468,194.380468,0,193.0824007,20.34024172,135.0656925,37.67646651
Ya'an City,9,125.699308,125.699308,0,124.7897816,13.1816236,87.21602374,24.39213423
Yantai City,9,835.1467316,829.8495969,5.297134721,823.4209555,93.21844048,604.8412726,125.3612424
Yan'an City,9,171.8265899,171.3775441,0.449045879,170.5964049,15.66010321,125.8860425,29.05025914
Yancheng City,9,546.6981027,545.5436458,1.154456926,538.992143,63.57342751,390.6332494,84.78546609
Yangzhou City,9,335.925504,333.5690359,2.356468043,331.0159656,30.86023916,243.1833602,56.97236624
Yangjiang City,9,162.1700193,162.1700193,0,160.9503658,21.55139913,110.531251,28.86771564
Yangquan City,9,127.1369956,127.1369956,0,126.166345,12.40532184,90.9965568,22.76446637
Yichun City (Heilongjiang),9,47.76841533,47.66309755,0.105317779,47.43453684,4.818591871,33.7428939,8.873051069
Yibin City,9,328.616909,327.9984215,0.618487453,326.229286,33.04682707,232.446297,60.73616189
Yichang City,9,274.4491398,268.9681454,5.480994352,270.4695314,27.8764834,191.1305155,51.46253248
Yichun City (Jiangxi),9,367.0516846,366.5183147,0.53336991,364.3308112,40.32522369,249.5497159,74.45587158
Yiyang City,9,148.1704496,148.1704496,0,146.9892849,15.61626148,102.5929311,28.78009235
Yinchuan City,9,550.5819022,545.6078949,4.974007241,546.0713207,50.85853632,401.6476804,93.56510402
Yingtan City,9,72.82844345,72.82844345,0,72.33417545,7.907305841,49.80327135,14.62359826
Yingkou City,9,213.6866668,213.4115313,0.275135551,211.9741585,24.97117939,153.5394262,33.46355295
Yongzhou City,9,169.0982499,169.0322488,0.066001115,167.8644967,18.47807743,115.4629396,33.92347971
Yulin City (Shaanxi),9,324.0032031,322.4928213,1.510381743,319.470508,29.77816355,235.0627114,54.62963303
Yulin City (Guangxi),9,323.3366795,323.3366795,0,321.0150307,34.03503235,224.285905,62.69409331
Yuxi City,9,183.5658898,183.5658898,0,182.2386992,17.74749098,131.7483068,32.74290138
Yueyang City,9,217.67752,217.3325584,0.344961556,214.545832,21.92573576,152.2256362,40.39446006
Yunfu City,9,131.951666,131.951666,0,131.0392731,13.88623546,91.6406498,25.51238779
Yuncheng City,9,539.9258358,537.5268065,2.399029264,536.12235,49.96065397,393.7012364,92.46045965
Zaozhuang City,9,398.9835864,398.9835864,0,396.245907,38.5020836,286.8574988,70.88632464
Zhanjiang City,9,261.7789154,259.8876101,1.891305301,258.1097617,31.98296536,183.3183396,42.80845672
Zhangjiajie City,9,53.81384716,52.29532993,1.51851723,53.35711231,5.771686307,36.89728484,10.68814116
Zhangjiakou City,9,336.8044984,336.5958155,0.208682921,334.1844966,30.62155262,246.9150627,56.64788125
Zhangye City,9,86.39949791,86.26876414,0.130733772,85.75284862,7.928116335,63.23307501,14.59165727
Zhangzhou City,9,235.7588044,235.7588044,0,232.4629779,31.30680988,159.3437279,41.81244014
Changchun City,9,853.3486973,847.0315819,6.31711543,841.1731407,85.99365319,596.7763761,158.4031114
Changsha City,9,900.408032,890.6893804,9.718651608,841.6743158,83.47180476,604.8149891,153.3875219
Changzhi City,9,337.8515686,337.1276006,0.723968024,335.5843244,31.16457535,247.0276366,57.39211242
Zhaotong City,9,147.1758123,146.9200527,0.255759594,146.0882327,14.86887005,103.8401702,27.37919246
Zhaoqing City,9,235.4786086,235.4786086,0,233.7078453,24.90318647,163.0046385,45.80002037
Zhenjiang City,9,255.3968328,255.3968328,0,251.949134,24.51756229,182.116015,45.31555671
Zhengzhou City,9,1702.105825,1688.342477,13.76334725,1590.663853,145.0090377,1178.762421,266.8923946
Zhongshan City,9,445.5111096,445.5111096,0,439.2118109,56.57454547,306.9805999,75.65666553
Zhongwei City,9,105.9658972,102.6445297,3.3213675,105.1229618,9.92966378,76.93733387,18.25596412
Chongqing,9,1662.111649,1640.691989,21.41965922,1249.027476,131.6306195,874.1485349,243.2483217
Zhoushan City,9,66.48261989,64.78447391,1.698145978,65.95521374,8.620127397,45.81665506,11.51843128
Zhoukou City,9,441.8984199,441.8984199,0,435.6963734,42.16783278,315.6127889,77.91575175
Zhuhai City,9,290.614846,284.7954262,5.819419824,286.219331,37.49478813,198.6398763,50.08466658
Zhuzhou City,9,162.0390807,162.0390807,0,159.8462277,17.77236185,109.3743848,32.69948102
Zhumadian City,9,320.3721073,320.3721073,0,318.0598279,29.3186889,234.3559261,54.38521291
Ziyang City,9,124.6310553,124.6310553,0,123.7743163,12.61177815,87.8449294,23.31760873
Zibo City,9,521.4976702,521.4976702,0,514.2250428,49.71477981,372.6255596,91.88470337
Zigong City,9,176.7992036,176.7992036,0,175.6160132,17.7570003,125.0131133,32.84589957
Zunyi City,9,327.6238926,325.1818552,2.442037397,322.867566,32.88402095,229.2390199,60.74452518
Altay Prefecture,10,116.2672973,111.8509587,4.416338622,115.3948333,11.43631546,82.8812979,21.07721995
Ankang City,10,166.454919,159.3429311,7.111987932,165.128477,17.20356598,116.2197289,31.70518209
Anqing City,10,757.6508998,756.8144302,0.836469596,752.3443648,75.80673047,536.9011112,139.6365231
Anshun City,10,209.6717945,209.1792911,0.492503399,208.1277919,22.16910879,145.2138976,40.74478555
Anyang City,10,1043.693421,1043.693421,0,1036.324425,96.09952012,762.8686196,177.3562857
Anshan City,10,723.5213813,723.275602,0.24577928,718.0705926,69.46686299,520.980089,127.6236406
Bayannur City,10,351.5249965,350.6586496,0.86634685,348.9799819,32.37010803,256.8014791,59.80839481
Bazhong City,10,355.8736793,355.767327,0.10635238,353.247904,37.07913,247.7364016,68.43237243
Baicheng City,10,347.7894753,347.7457,0.04377537,345.2109189,32.01439068,254.2517847,58.94474353
Baishan City,10,147.6677691,146.6383034,1.029465686,146.6200623,14.96010819,104.0539563,27.6059978
Baiyin City,10,269.0457656,269.0457656,0,267.2138506,24.91583466,196.5293805,45.76863543
Baise City,10,329.8039198,329.4581115,0.345808291,327.5264734,33.17226317,233.0874312,61.26677902
Bengbu City,10,664.3684845,664.3684845,0,659.8415035,64.04083985,478.1014496,117.699214
Baotou City,10,820.0799236,816.9189775,3.160946111,814.4572993,75.70731515,599.1474606,139.6025235
Baoji City,10,335.5859732,335.5859732,0,332.9791894,32.4032156,240.7821611,59.79381267
Baoding City,10,2884.270594,2884.270594,0,2845.216758,264.1532677,2094.062111,487.0013792
Baoshan City,10,235.11443,233.1039411,2.010488876,233.4618801,23.81666472,165.808412,43.83680333
Beihai City,10,286.7677731,283.9897664,2.778006725,284.6774743,35.41471702,201.6557253,47.60703196
Beijing,10,5179.027176,5096.17055,82.85662656,3888.626321,394.6113747,2769.699064,724.3158819
Benxi City,10,170.1103445,170.1103445,0,168.8825915,17.15788854,120.173337,31.55136596
Bijie City,10,348.4156753,347.0824958,1.333179484,345.8607159,35.10826236,246.0385972,64.71385632
Binzhou City,10,1091.666996,1091.666996,0,1082.926596,127.9974296,783.4495181,171.479648
Bozhou City,10,944.8693715,944.8693715,0,938.0740748,90.14280937,681.6476162,166.2836492
Cangzhou City,10,1096.335536,1096.335536,0,1081.271914,122.272136,794.6341971,164.365581
Chamdo City,10,212.2984849,212.2093704,0.089114515,210.8155597,21.46475422,149.8027514,39.54805412
Changde City,10,564.2824572,552.0877913,12.19466598,556.1624205,55.02287618,400.0095119,101.1300324
Changzhou City,10,1892.632022,1884.717312,7.914709844,1866.46789,174.0964852,1372.085915,320.28549
Chaohu City,10,138.5920113,138.5920113,0,137.5287712,13.28890814,99.67457597,24.56528704
Chaoyang City,10,496.0866382,483.0401804,13.04645776,492.4658142,50.54205214,348.9968807,92.9268814
Chaozhou City,10,333.7141508,333.7141508,0,331.3402495,37.32141832,243.9623603,50.05647086
Chenzhou City,10,448.3229408,448.3229408,0,445.3846706,43.24644589,322.8512954,79.28692928
Chengdu City,10,4943.506485,4885.47931,58.02717516,4620.420866,457.8741438,3320.363776,842.1829465
Chengde City,10,620.4379662,619.9874981,0.450468132,615.7407304,57.21430443,453.1384536,105.3879724
Chizhou City,10,254.8598696,253.8832796,0.976589907,252.9785643,25.76990696,179.6293552,47.57930209
Chifeng City,10,1428.225176,1425.849886,2.375290071,1407.996951,132.0132359,1032.684728,243.2989871
