City,Category,level,MPs_ge,TWP_ge,MFs_ge,PMs_ge,MPs_em,TWP_em,MFs_em,PMs_em
Altay Prefecture,Medium-small-cities,1,2.086648115,0.295608283,1.790810699,0.000229132,1.660890225,0.293705947,1.367022093,0.000162186
Ankang City,Medium-small-cities,1,7.358797722,0.130684353,7.227427337,0.000686032,5.635514832,0.12983854,5.505190357,0.000485936
Anqing City,Medium-small-cities,1,14.62316062,0.261672995,14.36124023,0.000247397,11.23177592,0.259897779,10.97170263,0.000175517
Anshun City,Medium-small-cities,1,6.852315572,0.502283786,6.349639473,0.000392312,5.31986361,0.499601805,4.819984384,0.00027742
Anyang City,Medium-small-cities,1,14.15449844,0.314380623,13.83998396,0.000133856,10.84010032,0.312685657,10.52731951,9.51E-05
Anshan City,Medium-small-cities,1,9.355983958,0.238999459,9.116693818,0.000290682,7.203173805,0.237572729,6.965395358,0.000205718
Bayannur City,Medium-small-cities,1,5.08723463,0.497695257,4.589479229,6.01E-05,4.002094848,0.494700118,3.507352136,4.26E-05
Bazhong City,Medium-small-cities,1,10.79374801,0.971878808,9.82090097,0.000968237,8.450998825,0.966224708,7.484088765,0.000685352
Baicheng City,Medium-small-cities,1,5.182098499,0.096994382,5.085010664,9.35E-05,3.985358796,0.096424304,3.888868403,6.61E-05
Baishan City,Medium-small-cities,1,3.279844482,0.118537285,3.161169929,0.000137268,2.519936289,0.11778442,2.402054801,9.71E-05
Baiyin City,Medium-small-cities,1,4.850675788,0.149837244,4.700705026,0.000133518,3.715994491,0.148803276,3.567096904,9.43E-05
Baise City,Medium-small-cities,1,10.48764029,0.524966002,9.962396457,0.000277829,8.134522557,0.521711164,7.612614523,0.000196869
Bengbu City,Medium-small-cities,1,10.68148842,0.107843938,10.573338,0.000306487,8.178304841,0.107132258,8.070955012,0.000217571
Baotou City,Medium-small-cities,1,8.503460223,0.689228916,7.814168057,6.33E-05,6.634864224,0.685153707,5.949665849,4.47E-05
Baoji City,Medium-small-cities,1,10.5372457,0.358863467,10.17790106,0.000481176,8.132454292,0.356632434,7.775481128,0.00034073
Baoding City,Largecities,1,25.88730103,1.081177673,24.80580458,0.000318786,17.363087,1.073807926,16.28908574,0.000193336
Baoshan City,Medium-small-cities,1,7.370215872,0.225560004,7.144418787,0.000237081,5.664993734,0.224183976,5.440641417,0.00016834
Beihai City,Medium-small-cities,1,4.894937422,0.222212662,4.67264072,8.40E-05,3.786253241,0.220816738,3.565376999,5.95E-05
Beijing,Megacities,1,24.89008117,2.015370907,22.87357245,0.001137812,10.9214727,1.644083152,9.276976112,0.000413436
Benxi City,Medium-small-cities,1,3.987969606,0.076360367,3.91142723,0.000182009,3.05620962,0.075903162,2.980177714,0.000128744
Bijie City,Medium-small-cities,1,19.84393845,1.26925937,18.57355552,0.001123554,15.41363757,1.260791316,14.15205368,0.000792577
Binzhou City,Medium-small-cities,1,11.0947189,0.507241359,10.58732668,0.000150857,8.593487641,0.504115802,8.089265011,0.000106827
Bozhou City,Medium-small-cities,1,18.27165923,0.239905574,18.0315306,0.000223057,13.96690833,0.238312282,13.72843805,0.000157992
Cangzhou City,Largecities,1,18.21083287,0.397409391,17.81327989,0.000143588,12.06738461,0.394789876,11.67250748,8.73E-05
Chamdo City,Medium-small-cities,1,2.555903038,0.569278198,1.985214698,0.001410142,2.089883454,0.565628354,1.523256174,0.000998926
Changde City,Largecities,1,13.8313532,0.199032331,13.6317353,0.000585574,9.1540669,0.197632982,8.956080038,0.00035388
Changzhou City,Largecities,1,11.54105166,0.300343701,11.24051974,0.00018822,7.658397175,0.298150366,7.360133223,0.000113586
Chaohu City,Medium-small-cities,1,2.314895559,0.112764034,2.201825088,0.000306437,1.786978225,0.112038172,1.67472326,0.000216793
Chaoyang City,Medium-small-cities,1,9.313019318,0.211010172,9.101541328,0.000467818,7.169062058,0.20970482,6.959025624,0.000331613
Chaozhou City,Medium-small-cities,1,7.432896633,0.164835484,7.268015719,4.54E-05,5.71245623,0.163797166,5.548626909,3.22E-05
Chenzhou City,Medium-small-cities,1,12.88301597,0.175420219,12.7074171,0.000178647,9.880637595,0.174391541,9.706119518,0.000126536
Chengdu City,Extra-large-cities,1,24.02737219,2.064561515,21.96197194,0.000838739,13.13396432,2.015037569,11.11854328,0.000383473
Chengde City,Medium-small-cities,1,10.0392116,0.513529529,9.525379016,0.000303055,7.763236921,0.510481918,7.252540522,0.000214481
Chizhou City,Medium-small-cities,1,4.414706101,0.071757035,4.342802325,0.000146742,3.381116782,0.071264306,3.30974874,0.000103737
Chifeng City,Largecities,1,13.06400964,2.834538994,10.22904941,0.00042123,9.522173568,2.81428147,6.707637378,0.00025472
Chongzuo City,Medium-small-cities,1,6.074063397,0.262081702,5.811875859,0.000105836,4.691388187,0.26049274,4.430820553,7.49E-05
Chuzhou City,Medium-small-cities,1,12.82487254,0.342236324,12.48221064,0.00042558,9.873954986,0.339974399,9.533678956,0.000301631
Chuxiong Yi Autonomous Prefecture,Medium-small-cities,1,7.817041527,0.193212764,7.62351824,0.000310522,6.001857487,0.191940585,5.809696655,0.000220246
Dazhou City,Medium-small-cities,1,17.9933289,0.246404931,17.7456703,0.001253674,13.79898351,0.244854327,13.55324447,0.000884719
Dali Bai Autonomous Prefecture,Medium-small-cities,1,10.02746186,0.320034768,9.707063679,0.000363417,7.717041779,0.3178584,7.398926098,0.000257281
Dalian City,Largecities,1,15.42783658,1.260123696,14.16743297,0.000279922,10.58352837,1.251696712,9.331661701,0.000169957
Daqing City,Medium-small-cities,1,7.846191331,0.405257038,7.44086006,7.42E-05,6.088034492,0.402831568,5.685150306,5.26E-05
Datong City,Medium-small-cities,1,10.02349349,0.557770764,9.465553204,0.00016952,7.772994916,0.55460133,7.218273761,0.000119825
Dandong City,Medium-small-cities,1,6.513527113,0.167993847,6.345167922,0.000365343,5.003719523,0.166881141,4.836579773,0.000258609
Deyang City,Medium-small-cities,1,10.61365759,0.252001669,10.36114949,0.000506432,8.127529878,0.250243491,7.876926911,0.000359476
Dezhou City,Largecities,1,14.42243165,0.947773224,13.47436489,0.00029354,9.816500755,0.941340793,8.874982507,0.000177456
Diqing Tibetan Autonomous Prefecture,Medium-small-cities,1,1.164792332,0.088132612,1.076575877,8.38E-05,0.910464453,0.087546697,0.822858438,5.93E-05
Dingxi City,Medium-small-cities,1,10.57543141,2.902782224,7.672127735,0.000521451,8.721406013,2.884024687,5.83701052,0.000370806
Dongguan City,Medium-small-cities,1,24.73457163,1.816885582,22.91743049,0.000255556,19.25728219,1.805540525,17.45156069,0.000180974
Dongying City,Largecities,1,5.574002345,0.495287641,5.078668252,4.65E-05,3.826733452,0.491792803,3.334912522,2.81E-05
Ordos City,Largecities,1,5.420710452,0.501439388,4.919133787,0.000137278,3.738743711,0.498378199,3.240282611,8.29E-05
Ezhou City,Medium-small-cities,1,2.977968279,0.128976455,2.848901127,9.07E-05,2.305858551,0.128267434,2.177526932,6.42E-05
Enshi Tujia and Miao Autonomous Prefecture,Medium-small-cities,1,9.745106652,0.417712603,9.327178112,0.000215938,7.546719606,0.415125162,7.131441267,0.000153177
Fangchenggang City,Medium-small-cities,1,2.863504613,0.210342497,2.653115115,4.70E-05,2.243082722,0.208947206,2.034102278,3.32E-05
Foshan City,Extra-large-cities,1,14.01725753,1.799405474,12.2175026,0.000349456,7.971055801,1.756119695,6.214776598,0.000159508
Fuzhou City (Fujian),Extra-large-cities,1,11.93239862,0.202434156,11.72966891,0.000295553,6.195048997,0.197536321,5.997377286,0.00013539
Fushun City,Medium-small-cities,1,5.802297066,0.227019688,5.575178322,9.91E-05,4.486054471,0.225664332,4.260319928,7.02E-05
Fuzhou City (Jiangxi),Medium-small-cities,1,11.53354545,0.111347075,11.42176122,0.000437152,8.877944971,0.110541399,8.7670936,0.000309972
Fuxin City,Medium-small-cities,1,5.156071492,0.23186688,4.92412655,7.81E-05,3.983998472,0.230226053,3.753717129,5.53E-05
Fuyang City,Medium-small-cities,1,29.5120034,0.250598625,29.26104309,0.000361683,22.58128726,0.248910069,22.33212096,0.000256232
Ganzhou City,Largecities,1,22.03982659,0.485053711,21.55439815,0.00037473,14.82393347,0.482113884,14.34159275,0.00022684
Guyuan City,Medium-small-cities,1,3.587020662,0.269522284,3.317324745,0.000173633,2.788543272,0.267811346,2.520609354,0.000122573
Guang'an City,Medium-small-cities,1,12.7235439,0.239009566,12.48341051,0.001123815,9.763793843,0.237418886,9.525578699,0.000796258
Guangyuan City,Medium-small-cities,1,8.570414082,0.542975778,8.024612598,0.002825706,6.634711915,0.539440442,6.093268738,0.002002736
Guangzhou City,Megacities,1,18.26334521,1.777502469,16.4854017,0.000441035,8.293728435,1.455203152,6.838363818,0.000161465
Guigang City,Medium-small-cities,1,12.27193382,0.279720589,11.9919772,0.00023603,9.436363357,0.277889052,9.158307038,0.000167267
Guiyang City,Largecities,1,12.60814189,0.854809326,11.75311588,0.000216677,8.555200531,0.849391746,7.70567747,0.000131315
Guilin City,Medium-small-cities,1,14.78336505,0.828040998,13.95476574,0.000558314,11.48378649,0.822506811,10.66088386,0.000395816
Harbin City,Largecities,1,23.37995343,0.628035341,22.7515474,0.00037069,15.61264801,0.623502022,14.98892141,0.000224573
Hami City,Medium-small-cities,1,2.00122286,0.479561351,1.52149427,0.000167239,1.631443485,0.476387448,1.154938096,0.000117941
Haidong City,Medium-small-cities,1,4.964206923,0.297710846,4.664959941,0.001536137,3.843867383,0.29585891,3.546918325,0.001090149
Haikou City,Medium-small-cities,1,6.834744937,0.148903146,6.685777517,6.43E-05,5.315955356,0.147934138,5.167975849,4.54E-05
Handan City,Largecities,1,23.21907483,0.818940942,22.39987186,0.000262034,15.46034443,0.814176897,14.64600865,0.000158886
Hanzhong City,Medium-small-cities,1,9.718098999,0.360942874,9.356321098,0.000835027,7.479852501,0.358297901,7.120961462,0.000593138
Hangzhou City,Extra-large-cities,1,12.9647919,0.981304245,11.98316393,0.000323722,7.043052988,0.957541113,6.085364741,0.000147134
Hefei City,Extra-large-cities,1,12.43780422,0.998634171,11.43892228,0.00024777,6.780116427,0.974910456,5.805093387,1.13E-04
Hechi City,Medium-small-cities,1,10.18591234,0.476190121,9.709368771,0.000353446,7.880209786,0.473158381,7.406801429,0.000249975
Heyuan City,Medium-small-cities,1,8.617961958,0.167955185,8.449959984,4.68E-05,6.638154749,0.166860251,6.471261399,3.31E-05
Heze City,Largecities,1,21.71181021,0.766472871,20.94468213,0.000655208,14.48147558,0.761094043,13.71998333,0.000398205
Hezhou City,Medium-small-cities,1,5.92858449,0.201249322,5.727097631,0.000237537,4.577200484,0.199863636,4.377168743,0.000168105
Hebi City,Medium-small-cities,1,4.627476192,0.250526861,4.376866838,8.25E-05,3.576083415,0.248766892,3.327258162,5.84E-05
Hegang City,Medium-small-cities,1,2.767733444,0.119277979,2.647824462,0.000631002,2.135956575,0.118560368,2.016948767,0.00044744
Heihe City,Medium-small-cities,1,4.50433724,0.22426202,4.279785864,0.000289355,3.473815886,0.22297079,3.250640566,0.00020453
Hengshui City,Medium-small-cities,1,13.12524904,1.148431202,11.97668558,0.000132258,10.24507187,1.141469289,9.103508926,9.37E-05
Hengyang City,Largecities,1,17.41969418,0.278315578,17.14080663,0.00057197,11.59015945,0.276668029,11.31314422,0.000347198
Honghe Hani and Yi Autonomous Prefecture,Medium-small-cities,1,13.0564502,0.276906996,12.77891267,0.000630536,9.999425951,0.27522484,9.723755561,0.00044555
Hohhot City,Medium-small-cities,1,9.250683495,0.866456874,8.384186814,3.98E-05,7.239315273,0.86099073,6.378296401,2.81E-05
Hulunbuir City,Medium-small-cities,1,7.216727922,0.39879216,6.817745218,0.000190544,5.57494768,0.39636798,5.178444749,0.000134952
Huludao City,Medium-small-cities,1,7.626428277,0.084805496,7.541503217,0.000119564,5.834446214,0.084259843,5.750101851,8.45E-05
Huzhou City,Largecities,1,6.686493935,0.241661985,6.444687781,0.000144169,4.501103078,0.240008333,4.26100725,8.75E-05
Huaihua City,Medium-small-cities,1,13.84082541,0.228123963,13.61238437,0.000317072,10.58874163,0.226621449,10.36189568,0.000224501
Huai'an City,Largecities,1,11.65509007,0.074233023,11.58054226,0.000314783,7.655068024,0.073705483,7.581172836,0.000189705
Huaibei City,Medium-small-cities,1,6.437498523,0.431616514,6.005566509,0.0003155,4.992934248,0.42901903,4.563691304,0.000223915
Huainan City,Medium-small-cities,1,10.7377067,0.145662348,10.59165706,0.000387294,8.225387037,0.144825118,8.080287595,0.000274324
Huanggang City,Medium-small-cities,1,17.19318931,0.195079988,16.99741506,0.000694266,13.13769343,0.194025043,12.94317531,0.000493077
Huangshan City,Medium-small-cities,1,5.27814738,1.226205419,4.051851134,9.08E-05,4.305626679,1.219717075,3.085845103,6.45E-05
Huangshi City,Medium-small-cities,1,6.932582534,0.277213917,6.655256407,0.00011221,5.364006847,0.275291188,5.088636158,7.95E-05
Huizhou City,Largecities,1,12.84980669,1.304720366,11.54496605,0.000120272,8.906442703,1.296401556,7.609968251,7.29E-05
Jixi City,Medium-small-cities,1,4.998415114,0.325174703,4.672975753,0.000264658,3.88757557,0.323048409,3.564339799,0.000187362
Ji'an City (Jiangxi),Medium-small-cities,1,14.22317343,0.285187501,13.93738969,0.000596232,10.98816359,0.283524962,10.70421619,0.00042244
Jilin City,Medium-small-cities,1,11.3620102,0.260737889,11.1011493,0.000123017,8.738234376,0.258961391,8.479185904,8.71E-05
Jinan City,Extra-large-cities,1,14.03210738,1.064978858,12.96691507,0.000213456,7.620297601,1.039054399,6.581145485,9.77E-05
Jining City,Largecities,1,20.73181846,1.044051065,19.687472,0.0002954,13.93538151,1.036768799,12.89843397,0.000178741
Jiamusi City,Medium-small-cities,1,6.51577896,0.200738746,6.314804925,0.000235289,5.015706233,0.199478324,4.816061279,0.00016663
Jiaxing City,Largecities,1,8.829776179,0.229265418,8.600274235,0.000236526,5.91191477,0.227585264,5.68418646,0.000143046
Jiayuguan City,Medium-small-cities,1,0.701640823,0.021980701,0.679640632,1.95E-05,0.538366406,0.021835745,0.516516879,1.38E-05
Jiangmen City,Largecities,1,11.7445936,0.727108891,11.01734406,0.000140649,7.984885404,0.722002401,7.262797695,8.53E-05
Jiaozuo City,Medium-small-cities,1,9.728624728,0.103655812,9.624891884,7.70E-05,7.432838251,0.102993048,7.329790834,5.44E-05
Jieyang City,Medium-small-cities,1,17.26943704,0.379668822,16.8897033,6.49E-05,13.28005315,0.37726691,12.90274026,4.60E-05
Jinchang City,Medium-small-cities,1,1.291160927,0.060666757,1.230396588,9.76E-05,0.999066606,0.060325493,0.93867206,6.91E-05
Jinhua City,Largecities,1,11.92740612,0.349260584,11.57785928,0.000286253,8.002086665,0.346945065,7.654968819,0.000172781
Jinzhou City,Medium-small-cities,1,8.139912564,0.227419438,7.912058252,0.000434875,6.251798176,0.225954771,6.025534799,0.000308607
Jincheng City,Medium-small-cities,1,6.517191417,0.136806609,6.380315645,6.92E-05,4.996176221,0.135906909,4.860220433,4.89E-05
Jinzhong City,Medium-small-cities,1,9.612151182,0.397962956,9.214049871,0.000138355,7.437672245,0.395357155,7.042217157,9.79E-05
Jingmen City,Medium-small-cities,1,8.123770185,0.179569938,7.944007989,0.000192258,6.254583195,0.178551138,6.075896261,0.000135796
Jingzhou City,Medium-small-cities,1,15.3086628,0.300125776,15.00817814,0.000358883,11.74211782,0.298230002,11.44363447,0.000253356
Jingdezhen City,Medium-small-cities,1,4.971206936,0.204750164,4.766364682,9.21E-05,3.862546638,0.203587924,3.658893531,6.52E-05
Jiujiang City,Largecities,1,12.93577262,0.921507238,12.0139243,0.000341074,8.902953017,0.915481826,7.987264205,0.000206986
Jiuquan City,Medium-small-cities,1,3.214020059,0.150533252,3.063389357,9.74E-05,2.480810756,0.149576281,2.331165433,6.90E-05
Kashgar Prefecture,Medium-small-cities,1,16.24796168,3.892577765,12.35254072,0.002843192,13.27505426,3.868292089,9.404753284,0.002008885
Kaifeng City,Medium-small-cities,1,12.56100092,0.146011645,12.41480906,0.000180216,9.572463048,0.145138915,9.427196631,0.000127502
Karamay City,Medium-small-cities,1,1.932629061,0.693484978,1.239069286,7.48E-05,1.63350979,0.68938514,0.944071847,5.28E-05
Kizilsu Kirgiz Autonomous Prefecture,Medium-small-cities,1,2.152163418,0.467671074,1.684130693,0.000361651,1.746607231,0.464515379,1.281835906,0.000255945
Kunming City,Largecities,1,17.33261475,0.973113981,16.35913148,0.000369289,11.70965364,0.966369465,10.74305979,0.000224377
Lhasa City,Medium-small-cities,1,2.681600691,0.653953842,2.027221931,0.000424919,2.204708037,0.649837132,1.554570467,0.000300438
Laibin City,Medium-small-cities,1,6.363187176,0.182829424,6.180244259,0.000113492,4.909555007,0.181549114,4.727925698,8.02E-05
Lanzhou City,Medium-small-cities,1,10.91349137,0.63134114,10.28198456,0.000165676,8.450849221,0.627207488,7.823524366,0.000117367
Langfang City,Largecities,1,11.85667233,0.429731056,11.42684822,9.31E-05,7.909186778,0.426703056,7.482427279,5.64E-05
Leshan City,Medium-small-cities,1,9.740878445,0.241340051,9.498186493,0.001351902,7.48155927,0.239939095,7.240662493,0.000957682
Lijiang City,Medium-small-cities,1,3.755004209,0.226684702,3.528015749,0.000303759,2.92176666,0.225296787,2.6962555,0.000214373
Lishui City,Medium-small-cities,1,7.503025788,0.060502228,7.442433508,9.01E-05,5.737165655,0.060127522,5.676974332,6.38E-05
Lianyungang City,Largecities,1,10.64329702,0.174907715,10.4681773,0.000212002,7.015633049,0.173816992,6.841687523,0.000128534
Liaoyang City,Medium-small-cities,1,4.835349308,0.088734241,4.746418486,0.00019658,3.710992122,0.088254057,3.622598483,0.000139582
Liaoyuan City,Medium-small-cities,1,3.329096126,0.160482331,3.168444803,0.000168992,2.569361801,0.159483065,2.409759201,0.000119535
Liaocheng City,Medium-small-cities,1,17.19364793,0.599806921,16.59366282,0.000178194,13.25544234,0.595573627,12.6597428,0.000125921
Nyingchi City,Medium-small-cities,1,0.956774773,0.29911082,0.657316036,0.000347917,0.801514886,0.297531345,0.50373686,0.000246681
Lincang City,Medium-small-cities,1,7.091263938,0.272986144,6.817531499,0.000746295,5.458933163,0.271239564,5.18716465,0.000528949
Linfen City,Medium-small-cities,1,12.66881372,0.216609561,12.45207093,0.000133232,9.720840869,0.215140813,9.505605701,9.44E-05
Linyi City,Largecities,1,25.66592996,0.452433366,25.21331719,0.000179401,17.01279125,0.449511787,16.5631712,0.000108261
Liuzhou City,Largecities,1,10.14331961,0.513823483,9.629388419,0.000107705,6.857654526,0.510034802,6.347554458,6.53E-05
Lu'an City,Medium-small-cities,1,16.2861325,0.22304093,16.06277003,0.000321547,12.47614492,0.221529643,12.25438783,0.000227448
Liupanshui City,Medium-small-cities,1,9.78353302,0.344581698,9.438483536,0.000467785,7.507313047,0.34285511,7.164126614,0.000331323
Longyan City,Medium-small-cities,1,8.714362261,0.084743203,8.629561298,5.78E-05,6.674509256,0.084222786,6.59024557,4.09E-05
Longnan City,Medium-small-cities,1,7.453683304,0.26714791,7.185618934,0.000916459,5.747214915,0.265570709,5.480994648,0.000649558
Loudi City,Medium-small-cities,1,10.80339087,0.144901612,10.65827739,0.000211866,8.247355069,0.144006293,8.103198289,0.000150487
Luzhou City,Medium-small-cities,1,14.04406607,0.425318749,13.61768389,0.001063428,10.79048545,0.422489566,10.36724468,0.000751202
Luoyang City,Largecities,1,16.38473859,0.209019349,16.17540177,0.000317473,10.80793788,0.207653192,10.60009222,0.000192474
Luohe City,Medium-small-cities,1,7.398189506,0.243565593,7.154496465,0.000127448,5.692668173,0.242096339,5.450481684,9.02E-05
L¨¹liang City,Medium-small-cities,1,10.68878627,0.121223811,10.56733493,0.000227537,8.174903519,0.120395828,8.05434664,0.00016105
Ma'anshan City,Medium-small-cities,1,6.503867428,0.369399088,6.134326076,0.000142264,5.047837827,0.367033619,4.680703338,0.000100871
Maoming City,Largecities,1,15.88053458,0.433402298,15.44688766,0.000244621,10.62920043,0.430487045,10.19856519,0.000148194
Meishan City,Medium-small-cities,1,9.828138434,0.502796838,9.324863281,0.000478315,7.604921646,0.499730542,7.104852212,0.000338892
Meizhou City,Medium-small-cities,1,12.70815028,0.514583178,12.19349864,6.85E-05,9.818260078,0.511444843,9.306766775,4.85E-05
Mianyang City,Medium-small-cities,1,14.44910871,0.360645683,14.08768566,0.000777369,11.05320195,0.358402475,10.69424948,0.000549993
Mudanjiang City,Medium-small-cities,1,7.068378881,0.263960991,6.80427092,0.00014697,5.463335702,0.262340768,5.20089071,0.000104224
Nagqu City,Medium-small-cities,1,1.870558425,0.441898572,1.428638459,2.14E-05,1.53165582,0.438791803,1.092848859,1.52E-05
Nanchang City,Largecities,1,14.54942404,0.704248451,13.8449941,0.000181488,9.903754495,0.699612382,9.204032122,0.000109991
Nanchong City,Medium-small-cities,1,20.32303279,0.597950039,19.72414727,0.000935479,15.62796422,0.593937071,15.033363,0.00066415
Nanjing City,Extra-large-cities,1,13.70786624,1.165658805,12.54192341,0.000284024,7.466154797,1.137616856,6.328408387,0.000129555
Nanning City,Largecities,1,18.68279509,1.350198625,17.33234837,0.000248092,12.77052183,1.341070458,11.42930147,0.000149902
Nanping City,Medium-small-cities,1,8.768895732,0.06986391,8.698762111,0.000269711,6.720154789,0.06941934,6.650544926,0.000190522
Nantong City,Extra-large-cities,1,11.10792894,0.317311194,10.79016973,0.000448023,5.718963118,0.309841754,5.408917157,0.000204207
Nanyang City,Largecities,1,24.02145261,0.331723059,23.68933916,0.000390399,15.93665819,0.329577096,15.60684461,0.000236484
Neijiang City,Medium-small-cities,1,12.40821702,1.343818106,11.06347711,0.000921795,9.750662753,1.335515526,8.4144954,0.000651828
Ningbo City,Extra-large-cities,1,10.62381104,1.496092282,9.127355568,0.000363193,6.113483936,1.459574365,4.653744267,0.000165304
Ningde City,Medium-small-cities,1,9.772235761,0.02876658,9.743329775,0.000139406,7.480175607,0.028582952,7.451494049,9.86E-05
Panzhihua City,Medium-small-cities,1,3.757313423,0.848992451,2.907889965,0.000431007,3.054922464,0.843841058,2.210776752,0.000304653
Panjin City,Medium-small-cities,1,3.645704018,0.089184943,3.556427974,9.11E-05,2.80458854,0.088664761,2.715859303,6.45E-05
Pingdingshan City,Medium-small-cities,1,13.7886536,0.183096234,13.60537855,0.000178815,10.54268722,0.181842125,10.36071878,0.000126311
Pingliang City,Medium-small-cities,1,6.180970153,0.43235554,5.748310894,0.000303719,4.802100187,0.429452725,4.372432777,0.000214685
Pingxiang City,Medium-small-cities,1,5.638903637,0.192273364,5.446535424,9.48E-05,4.372216386,0.19101486,4.181134355,6.72E-05
Putian City,Medium-small-cities,1,8.046323222,0.042870466,8.003361686,9.11E-05,6.159549821,0.042601727,6.116883621,6.45E-05
Puyang City,Medium-small-cities,1,9.966100683,0.33342608,9.632549579,0.000125024,7.664206836,0.331424202,7.332694172,8.85E-05
Pu'er City,Medium-small-cities,1,7.464465041,0.234197675,7.229855452,0.000411914,5.740945775,0.23281649,5.507837529,0.000291756
Qitaihe City,Medium-small-cities,1,2.301504445,0.194766784,2.106566511,0.000171149,1.799419191,0.193594112,1.605704304,0.000120774
Qiqihar City,Medium-small-cities,1,14.24018438,0.040742952,14.19925458,0.00018685,10.90034364,0.040519897,10.85969181,0.000131935
Qinzhou City,Medium-small-cities,1,9.545303442,0.482882757,9.062268761,0.000151925,7.420981391,0.479825761,6.941047892,0.000107738
Qinhuangdao City,Medium-small-cities,1,8.889753035,0.431053394,8.458513578,0.000186064,6.843239153,0.428625905,6.414481745,0.000131504
Qingdao City,Extra-large-cities,1,14.42839408,0.686278835,13.7418817,0.000233538,7.63351647,0.669738312,6.963672004,1.06E-04
Qingyuan City,Medium-small-cities,1,11.26748954,0.59561697,10.67176772,0.00010486,8.767711023,0.592139687,8.175497193,7.41E-05
Qingyang City,Medium-small-cities,1,6.883009392,0.673187587,6.209588932,0.000232874,5.392264215,0.668310764,4.723788661,0.000164791
Qujing City,Medium-small-cities,1,17.00668591,0.390311457,16.61612946,0.000244992,13.04279311,0.387808667,12.65481065,0.000173789
Quzhou City,Medium-small-cities,1,7.136303954,0.130725178,7.005523428,5.53E-05,5.469269132,0.129867135,5.33936273,3.93E-05
Quanzhou City,Extra-large-cities,1,11.73251045,0.329287874,11.40298683,0.000235745,6.115050512,0.321359064,5.793583899,1.08E-04
Shigatse City,Medium-small-cities,1,2.644049341,0.432792647,2.21007637,0.001180323,2.125267401,0.430365349,1.694063761,0.000838291
Rizhao City,Medium-small-cities,1,8.172815243,0.297435464,7.875311096,6.87E-05,6.276178671,0.295506125,5.980623907,4.86E-05
Sanmenxia City,Medium-small-cities,1,6.254598047,0.119047284,6.135366367,0.000184397,4.786496776,0.118186327,4.668179707,0.000130742
Sanming City,Medium-small-cities,1,7.102303129,0.033311326,7.06888906,0.000102743,5.431353402,0.033093943,5.398186765,7.27E-05
Sanya City,Medium-small-cities,1,2.272552261,0.038694272,2.233776273,8.17E-05,1.761723382,0.038449146,1.723216325,5.79E-05
Xiamen City,Largecities,1,10.4884082,0.335016608,10.15327515,0.000116441,7.019381311,0.332612597,6.686698167,7.05E-05
Shannan City,Medium-small-cities,1,1.38445181,0.314365393,1.068832419,0.001253998,1.134733965,0.312437667,0.821408202,0.000888095
Shantou City,Medium-small-cities,1,15.86502449,0.40151316,15.46342052,9.08E-05,12.20466779,0.398855985,11.80574765,6.42E-05
Shanwei City,Medium-small-cities,1,8.342077606,0.098677849,8.2433373,6.25E-05,6.384347175,0.098033013,6.286269997,4.42E-05
Shangluo City,Medium-small-cities,1,6.786609517,0.24475758,6.541409309,0.000442628,5.215682311,0.243192432,4.97217765,0.000312229
Shangqiu City,Medium-small-cities,1,19.95231902,0.199747156,19.75226712,0.000304743,15.22267978,0.198456848,15.02400734,0.00021559
Shanghai,Megacities,1,29.96093974,4.186603581,25.76894564,0.005390525,13.97599123,3.399792664,10.57422876,0.001969798
Shangrao City,Medium-small-cities,1,19.46184438,0.245953944,19.21559766,0.000292775,15.00954626,0.244359243,14.76498004,0.000206983
Shaoguan City,Medium-small-cities,1,9.056241241,0.739730225,8.316295467,0.000215549,7.071943202,0.734892236,6.336898082,0.000152884
Shaoyang City,Medium-small-cities,1,20.00173089,0.208131991,19.79285866,0.000740234,15.23444551,0.206843237,15.02707819,0.000524091
Shaoxing City,Largecities,1,11.00178306,0.285709045,10.71591219,0.000161824,7.335761824,0.283933909,7.051730131,9.78E-05
Shenzhen City,Megacities,1,15.79238905,1.211357916,14.5806068,0.000424334,6.93455497,0.991673097,5.942726459,0.000155413
Shenyang City,Largecities,1,19.50038868,1.445663765,18.05453312,0.000191802,13.33022417,1.436397076,11.89371063,0.00011646
Shiyan City,Medium-small-cities,1,9.370491985,0.148899217,9.221312373,0.000280395,7.169854646,0.147919319,7.021736521,0.000198806
Shijiazhuang City,Largecities,1,27.02326277,1.482145265,25.54088365,0.000233854,18.23861602,1.472294649,16.7661798,0.000141576
Shizuishan City,Medium-small-cities,1,2.493036549,0.316634534,2.176262433,0.000139582,1.965515095,0.314746188,1.650670145,9.88E-05
Shuangyashan City,Medium-small-cities,1,4.052904836,0.258060359,3.794561897,0.000282581,3.153839697,0.256310095,2.897330328,0.000199274
Shuozhou City,Medium-small-cities,1,5.001982117,0.144786644,4.857028557,0.000166917,3.857035816,0.143984534,3.712933035,0.000118247
Siping City,Medium-small-cities,1,8.772855039,0.161860686,8.610803793,0.00019056,6.71095167,0.160811615,6.550005045,0.00013501
Songyuan City,Medium-small-cities,1,7.529782485,0.118875405,7.410740289,0.00016679,5.765967326,0.118117103,5.647732024,0.0001182
Suzhou City (Jiangsu),Extra-large-cities,1,16.34172412,0.689324095,15.65187555,0.000524467,8.556426416,0.672498255,7.883687978,0.000240183
