City,Category,level,MPs_ge,TWP_ge,MFs_ge,PMs_ge,MPs_em,TWP_em,MFs_em,PMs_em
Shigatse City,Medium-small-cities,2,3.751389756,2.1712672,1.574681233,0.005441323,3.353209404,2.156463195,1.192893329,0.00385288
Rizhao City,Medium-small-cities,2,7.696207247,2.114390094,5.58147571,0.000341443,6.343307501,2.101160099,4.241906112,0.00024129
Sanmenxia City,Medium-small-cities,2,4.888243458,0.537320838,4.350012456,0.000910163,3.827130261,0.533918951,3.292567336,0.000643975
Sanming City,Medium-small-cities,2,5.217733682,0.195597295,5.021294288,0.000842099,4.009765611,0.194195263,3.814974556,0.000595792
Sanya City,Medium-small-cities,2,1.850244377,0.258536755,1.591157372,0.000550251,1.477831525,0.25626787,1.221175419,0.000388236
Xiamen City,Largecities,2,9.019601938,1.405808379,7.612741487,0.001052072,6.40031195,1.39443319,5.005240597,0.000638163
Shannan City,Medium-small-cities,2,2.102945714,1.346219746,0.751112189,0.005613779,1.914228936,1.337985162,0.572270551,0.003973223
Shantou City,Medium-small-cities,2,14.803718,3.783325614,11.01963655,0.00075584,12.1334067,3.760546693,8.372325657,0.000534355
Shanwei City,Medium-small-cities,2,6.442386827,0.647896564,5.794126507,0.000363756,5.047562584,0.644053204,4.403251502,0.000257879
Shangluo City,Medium-small-cities,2,5.642631376,1.039372748,4.600095597,0.003163031,4.528253564,1.032634661,3.493380001,0.002238903
Shangqiu City,Medium-small-cities,2,14.95282862,1.038222645,13.91254976,0.002056217,11.59322548,1.031839746,10.55992912,0.00145662
Shanghai,Megacities,2,47.46180726,21.76332041,25.67639123,0.022095613,28.13746421,17.70875778,10.42060518,0.008101248
Shangrao City,Medium-small-cities,2,14.98859903,1.419901725,13.56665255,0.002044747,11.78598064,1.410437547,10.37409585,0.001447235
Shaoguan City,Medium-small-cities,2,10.47378084,4.660298263,5.812275396,0.001207183,9.04193928,4.629434599,4.411651242,0.000853439
Shaoyang City,Medium-small-cities,2,15.10638263,1.057530063,14.0442176,0.004634972,11.71903027,1.051462197,10.66429926,0.003268811
Shaoxing City,Largecities,2,9.565539185,1.537648526,8.026779182,0.001111477,6.798927558,1.52631775,5.271937559,0.000672249
Shenzhen City,Megacities,2,20.1874235,5.765900017,14.41806306,0.00346042,10.597821,4.722099317,5.874452241,0.001269438
Shenyang City,Largecities,2,20.38233549,7.094745274,13.28620457,0.00138565,15.76363186,7.043847052,8.71894445,0.000840361
Shiyan City,Medium-small-cities,2,7.422188094,0.818572693,6.602009466,0.001605934,5.814771205,0.813572851,5.000064216,0.001134139
Shijiazhuang City,Largecities,2,25.31948345,6.028198521,19.28975453,0.001530398,18.5503213,5.989906492,12.55948762,0.000927188
Shizuishan City,Medium-small-cities,2,2.779210005,1.245535584,1.532915468,0.000758953,2.399003081,1.238541676,1.159922775,0.000538631
Shuangyashan City,Medium-small-cities,2,4.284435197,1.584994371,2.698195597,0.001245229,3.628053891,1.57643791,2.050732461,0.00088352
Shuozhou City,Medium-small-cities,2,4.441505383,1.013611526,3.426908528,0.000985329,3.614271121,1.007235312,2.606339136,0.000696674
Siping City,Medium-small-cities,2,7.16952779,1.032708102,6.135819161,0.001000527,5.685986824,1.025815637,4.659464804,0.000706383
Songyuan City,Medium-small-cities,2,5.983983121,0.634836937,5.348223682,0.000922501,4.687063296,0.630754192,4.055656527,0.000652577
Suzhou City (Jiangsu),Extra-large-cities,2,18.50868976,3.737825562,14.76628765,0.004576552,11.02349149,3.648406675,7.373007053,0.002077764
Suqian City,Largecities,2,12.32341468,3.628237419,8.693582965,0.0015943,9.258856751,3.607593098,5.650297415,0.000966239
Suzhou City (Anhui),Medium-small-cities,2,14.37884661,1.625073489,12.751348,0.002425122,11.32497641,1.615141031,9.708117826,0.001717556
Suihua City,Medium-small-cities,2,12.33442209,2.48612469,9.846046093,0.002251302,9.939522918,2.471361998,7.466571005,0.001589915
Suizhou City,Medium-small-cities,2,5.510857994,1.207299781,4.302872982,0.000685231,4.471591471,1.199800594,3.271307001,0.000483876
Suining City,Medium-small-cities,2,10.17075755,3.338835215,6.826982781,0.004939556,8.495839491,3.319061551,5.173284053,0.003493888
Tacheng Prefecture,Medium-small-cities,2,3.58354481,1.838429414,1.743674104,0.001441292,3.146540124,1.827571239,1.317949895,0.00101899
Taizhou City (Zhejiang),Largecities,2,14.02569941,3.254399579,10.76932944,0.001970387,10.2950183,3.231736324,7.062086303,0.001195669
Taiyuan City,Largecities,2,12.00923281,4.133243491,7.874906896,0.001082419,9.263123653,4.104826274,5.157641907,0.000655472
Tai'an City,Medium-small-cities,2,15.40493636,4.777290734,10.62617706,0.001468566,12.81650603,4.749466446,8.066000657,0.001038932
Taizhou City (Jiangsu),Largecities,2,9.03584102,0.922022135,8.111594257,0.002224628,6.194305661,0.915274754,5.277680101,0.001350805
Tangshan City,Largecities,2,19.59477705,5.642398255,13.95064431,0.001734482,14.72482,5.600086149,9.123681207,0.001052642
Tianjin,Extra-large-cities,2,29.74556662,8.257262263,21.48482137,0.003482989,18.7634337,8.061339647,10.70050726,0.001586794
Tianshui City,Medium-small-cities,2,8.551546876,2.168058026,6.375491367,0.007997482,7.003863602,2.154286783,4.843910734,0.005666086
Tieling City,Medium-small-cities,2,7.005112756,1.467626397,5.53507803,0.002408329,5.662340774,1.459499432,4.201138282,0.001703059
Tonghua City,Medium-small-cities,2,4.68414358,0.503977308,4.179399621,0.000766651,3.675057688,0.500741918,3.173774055,0.000541715
Tongliao City,Largecities,2,13.53826034,8.031421346,5.506350862,0.000488136,11.57291102,7.97925566,3.593360519,0.000294837
Tongchuan City,Medium-small-cities,2,1.825915512,0.318588964,1.506437619,0.000888929,1.45763135,0.316551472,1.140451286,0.000628592
Tongling City,Medium-small-cities,2,4.775734198,1.480941898,3.293225435,0.001566865,3.972196149,1.471800777,2.499284694,0.001110677
Tongren City,Medium-small-cities,2,8.208022879,2.174170321,6.028635142,0.005217417,6.732703947,2.161014845,4.56800126,0.003687841
Turpan City,Medium-small-cities,2,2.212459498,1.007178314,1.203208454,0.00207273,1.914396355,1.001821833,0.911108023,0.001466498
Weihai City,Largecities,2,12.99082037,8.080805771,4.909562508,0.000452088,11.22833928,8.026945635,3.201119261,0.000274381
Weifang City,Largecities,2,30.79420998,14.53113639,16.2617196,0.001353992,25.0778863,14.43845583,10.63861009,0.000820382
Weinan City,Medium-small-cities,2,13.83142542,3.71342346,10.11591078,0.002091184,11.34759869,3.691157128,7.654958083,0.001483479
Wenzhou City,Largecities,2,17.64124599,2.886780404,14.75316131,0.001304269,12.49424192,2.868313895,9.625135397,0.000792629
Wuhai City,Medium-small-cities,2,1.982258773,0.905452782,1.0766034,0.000202591,1.717015067,0.899455667,0.817415621,0.000143779
Ulanqab City,Medium-small-cities,2,4.50017667,0.525190198,3.974488607,0.000497865,3.541725669,0.521793894,3.019579006,0.000352769
¨¹r¨¹mqi City,Largecities,2,16.75184789,10.53770118,6.212461836,0.001684875,14.51177905,10.46323149,4.047528935,0.001018619
Wuxi City,Extra-large-cities,2,11.54030316,2.400416894,9.137596929,0.002289337,6.885926646,2.343513317,4.54136766,0.001045668
Wuhu City,Largecities,2,7.857074175,0.907899111,6.947786106,0.001388958,5.456979109,0.901981678,4.554157591,0.00083984
Wuzhong City,Medium-small-cities,2,5.284228602,2.605795883,2.67767424,0.000758479,4.613125538,2.588736355,2.023852943,0.00053624
Wuzhou City,Medium-small-cities,2,8.817921085,2.853863591,5.963084613,0.000972881,7.369704506,2.835546447,4.533468902,0.000689157
Wuhan City,Extra-large-cities,2,23.09537394,7.258156237,15.83405037,0.003167334,15.07154392,7.087229373,7.982874774,0.00143977
Wuwei City,Medium-small-cities,2,5.068967723,1.580237075,3.487171629,0.001559019,4.216658226,1.570593968,2.64495912,0.001105138
Xi'an City,Extra-large-cities,2,24.98258955,10.70366464,14.27529016,0.003634746,17.65065125,10.44516125,7.203829494,0.001660512
Xining City,Medium-small-cities,2,11.81643293,7.809709979,4.00485519,0.001867759,10.79408322,7.758620285,3.034141769,0.001321164
Xishuangbanna Dai Autonomous Prefecture,Medium-small-cities,2,3.004620657,0.713373169,2.289646503,0.001600985,2.447447833,0.708250403,1.738065176,0.001132254
Xianning City,Medium-small-cities,2,5.480891287,0.546640396,4.933470718,0.000780173,4.288814486,0.543348416,3.744911917,0.000554153
Xianyang City,Medium-small-cities,2,10.68730487,2.289495889,8.395506186,0.002302793,8.64717247,2.276908236,6.368632389,0.001631845
Xiangtan City,Medium-small-cities,2,6.372841245,0.92069326,5.451491857,0.000656128,5.052615518,0.915210462,4.136939279,0.000465777
Xiangyang City,Largecities,2,11.68265123,1.65438656,10.02706695,0.001197718,8.212121198,1.641177557,6.570216425,0.000727216
Xiaogan City,Medium-small-cities,2,11.65556151,2.188763118,9.463279792,0.003518596,9.372692605,2.175400976,7.194803856,0.002487774
Xinzhou City,Medium-small-cities,2,7.319226658,1.23636903,6.081505339,0.00135229,5.858742868,1.227741291,4.630043001,0.000958575
Xinxiang City,Medium-small-cities,2,12.89457848,1.822482657,11.07127319,0.000822634,10.20858155,1.810231446,8.397767813,0.000582291
Xinyu City,Medium-small-cities,2,4.100879876,1.713223568,2.387060505,0.000595803,3.528389042,1.702895557,1.825071492,0.000421993
Xinyang City,Medium-small-cities,2,13.35425695,1.286496356,12.06570831,0.002052283,10.40720594,1.278199291,9.127556316,0.00145033
Xingtai City,Medium-small-cities,2,18.30060512,4.412874992,13.88587272,0.001857407,14.87714139,4.388455993,10.48737431,0.001311091
Xuzhou City,Largecities,2,16.93624467,1.436898983,15.49682235,0.002523344,11.54791101,1.426991053,10.11939079,0.001529171
Xuchang City,Largecities,2,8.745799505,0.803344959,7.941551402,0.000903145,5.995315766,0.797760219,5.197007667,0.00054788
Xuancheng City,Medium-small-cities,2,8.048033004,2.690102845,5.355594473,0.002335686,6.743342049,2.67427102,4.067421122,0.001649907
Ya'an City,Medium-small-cities,2,4.083887114,1.159761474,2.921962785,0.002162854,3.37418664,1.152586749,2.220070802,0.001529089
Yantai City,Largecities,2,14.58288518,2.052935099,12.52888554,0.001064542,10.25571348,2.039499235,8.215567608,0.000646636
Yan'an City,Medium-small-cities,2,5.577673599,1.28506588,4.291433628,0.00117409,4.533659584,1.276940513,3.255888419,0.000830652
Yancheng City,Largecities,2,14.1055245,1.39313111,12.71035357,0.002039818,9.680198565,1.384322146,8.294642035,0.001234384
Yangzhou City,Largecities,2,9.079864148,1.096769642,7.981221466,0.001873039,6.292599283,1.089082149,5.202378161,0.001138974
Yangjiang City,Medium-small-cities,2,8.171726083,3.158753401,5.012325097,0.000647586,6.949067584,3.139222542,3.809387351,0.00045769
Yangquan City,Medium-small-cities,2,3.922690176,1.199794904,2.721679957,0.001215315,3.260336277,1.192595149,2.066880437,0.000860691
Yichun City (Heilongjiang),Medium-small-cities,2,2.308503024,0.186712172,2.121158102,0.00063275,1.795528304,0.185468744,1.609611796,0.000447763
Yibin City,Medium-small-cities,2,12.77673118,2.096429568,10.67623535,0.004066258,10.1726783,2.085576965,8.084227776,0.002873558
Yichang City,Largecities,2,10.62017413,3.228010824,7.390445326,0.001717981,8.056539367,3.206171182,4.849331579,0.001036606
Yichun City (Jiangxi),Medium-small-cities,2,15.72201726,4.534823006,11.18424722,0.00294704,13.05199757,4.504883068,8.545023926,0.002090575
Yiyang City,Medium-small-cities,2,9.899070497,1.275248251,8.622382294,0.001439952,7.793629214,1.266813002,6.525798656,0.001017557
Yinchuan City,Medium-small-cities,2,10.00815113,5.683530533,4.323921851,0.000698742,8.912990696,5.650686221,3.261808888,0.000495587
Yingtan City,Medium-small-cities,2,3.174989148,0.823004814,2.351309924,0.000674409,2.620693563,0.817462977,1.802753012,0.000477573
Yingkou City,Medium-small-cities,2,5.102627669,0.710442163,4.391437094,0.000748412,4.039519699,0.705592226,3.33339829,0.000529184
Yongzhou City,Medium-small-cities,2,11.84819802,1.49219657,10.35280564,0.003195807,9.339067003,1.482932534,7.853878449,0.00225602
Yulin City (Shaanxi),Largecities,2,8.006961611,1.868876839,6.13586938,0.002215392,5.869710874,1.855799917,4.012571222,0.001339735
Yulin City (Guangxi),Medium-small-cities,2,13.81401444,2.338577103,11.47361793,0.001819409,11.02926127,2.324230627,8.703741956,0.001288683
Yuxi City,Medium-small-cities,2,5.798368482,1.261951654,4.535452785,0.000964042,4.692595947,1.2538273,3.43808572,0.000682927
Yueyang City,Largecities,2,11.40472547,1.065437308,10.33786914,0.001419023,7.820462522,1.058060226,6.761544722,0.000857574
Yunfu City,Medium-small-cities,2,7.207611953,2.318585701,4.888335593,0.000690659,6.032915687,2.303944849,3.728482016,0.000488821
Yuncheng City,Medium-small-cities,2,11.15650299,0.90280727,10.25286965,0.000826069,8.685961444,0.896888415,7.788488384,0.000584645
Zaozhuang City,Medium-small-cities,2,13.63631301,6.110236782,7.525203926,0.000872299,11.78197582,6.072318323,5.709040568,0.000616933
Zhanjiang City,Largecities,2,16.29035872,3.208162916,13.07958999,0.002605811,11.72865004,3.185726884,8.541341284,0.001581875
Zhangjiajie City,Medium-small-cities,2,3.720844836,0.76823129,2.951407482,0.001206064,3.000558743,0.763587474,2.236116522,0.000854747
Zhangjiakou City,Medium-small-cities,2,11.74779256,3.228699834,8.517797424,0.001295299,9.656024912,3.210474616,6.444632216,0.00091808
Zhangye City,Medium-small-cities,2,6.29844993,3.933807327,2.363916564,0.000726039,5.699248965,3.908989421,1.789744963,0.000514582
Zhangzhou City,Largecities,2,9.558047473,0.267833814,9.289637445,0.000576214,6.331536426,0.266102642,6.065085316,0.000348468
Changchun City,Largecities,2,15.9659314,2.671048547,13.29403341,0.000849451,11.35206248,2.654637611,8.69691069,0.000514183
Changsha City,Extra-large-cities,2,18.84897303,7.141602369,11.70551657,0.001854095,12.82353301,6.971235107,5.85145326,0.000844642
Changzhi City,Medium-small-cities,2,9.527031429,2.792934556,6.732243927,0.001852946,7.889180496,2.776993276,5.110878113,0.001309107
Zhaotong City,Medium-small-cities,2,12.91182324,2.102751051,10.80282421,0.006247978,10.29957236,2.088697748,8.206454952,0.00441966
Zhaoqing City,Medium-small-cities,2,10.94381518,2.797512888,8.145115971,0.001186321,8.979431603,2.779748786,6.198844464,0.000838353
Zhenjiang City,Largecities,2,6.502218795,0.891792878,5.609330685,0.001095231,4.550413687,0.885920767,3.663828425,0.000664496
Zhengzhou City,Extra-large-cities,2,18.934455,4.55940551,14.37369706,0.001352431,11.66157949,4.452004611,7.208958857,0.000616017
Zhongshan City,Largecities,2,13.88144883,7.8391123,6.041584048,0.000752484,11.75927243,7.785646511,3.973171495,0.000454427
Zhongwei City,Medium-small-cities,2,3.277761058,1.059431952,2.217803796,0.000525311,2.729914873,1.052988911,1.676553363,0.000372599
Chongqing,Megacities,2,45.09104463,11.74986702,33.32063069,0.020546916,23.12327279,9.618375214,13.49733941,0.007558164
Zhoushan City,Medium-small-cities,2,2.628655634,0.766547703,1.861880387,0.000227543,2.172867623,0.761296349,1.411410212,0.000161063
Zhoukou City,Largecities,2,16.78083932,1.555106998,15.2218914,0.003840927,11.41788901,1.544032105,9.871530831,0.002326075
Zhuhai City,Largecities,2,7.909539717,4.283856386,3.625350503,0.000332828,6.636594573,4.255701862,2.380690756,0.000201955
Zhuzhou City,Largecities,2,9.015918234,1.837945202,7.177022633,0.000950399,6.522180373,1.825239047,4.69636674,0.000574586
Zhumadian City,Medium-small-cities,2,15.3929067,1.828318081,13.56229974,0.002288877,12.10416063,1.816738444,10.28580057,0.001621618
Ziyang City,Medium-small-cities,2,8.365256297,1.734061651,6.626203304,0.004991343,6.736427749,1.724518423,5.008380754,0.003528572
Zibo City,Largecities,2,11.34033015,3.061348113,8.278303581,0.000678455,8.445327159,3.038859819,5.406056284,0.000411056
Zigong City,Medium-small-cities,2,7.371866684,1.291392876,6.076693773,0.003780034,5.896221063,1.283578167,4.60997067,0.002672226
Zunyi City,Largecities,2,17.39214504,6.307869944,11.08049041,0.003784682,13.50120751,6.26571973,7.233193169,0.002294608
Altay Prefecture,Medium-small-cities,3,4.888084985,3.469454445,1.415180528,0.003450012,4.516263557,3.444976358,1.068843744,0.002443455
Ankang City,Medium-small-cities,3,8.144529398,2.260444585,5.875960381,0.008124432,6.696487391,2.242564695,4.44817841,0.005744286
Anqing City,Medium-small-cities,3,16.09537228,4.485958848,11.60174727,0.007666169,13.23199237,4.457403471,8.769164797,0.005424105
Anshun City,Medium-small-cities,3,10.59625441,5.439668345,5.150451824,0.006134236,9.291194678,5.411250919,3.875604906,0.004338853
Anyang City,Medium-small-cities,3,15.78011947,4.446903285,11.32882418,0.00439201,12.98019056,4.420727819,8.55634485,0.003117891
Anshan City,Medium-small-cities,3,13.08344943,5.656394749,7.420791302,0.00626338,11.25669217,5.621786882,5.630478432,0.004426857
Bayannur City,Medium-small-cities,3,9.028453211,5.354269859,3.672986615,0.001196736,8.109289374,5.32096711,2.787476618,0.000845646
Bazhong City,Medium-small-cities,3,18.80358203,10.79357255,7.990334477,0.019675003,16.77636265,10.72577371,6.036644807,0.013944134
Baicheng City,Medium-small-cities,3,5.694187242,1.54596109,4.1469574,0.001268752,4.675253948,1.536118177,3.138236767,0.000899005
Baishan City,Medium-small-cities,3,4.116673536,1.587949124,2.526634764,0.002089648,3.488519816,1.577029746,1.910008004,0.001482067
Baiyin City,Medium-small-cities,3,5.676532873,1.902904456,3.77157807,0.002050347,4.743460978,1.890391798,2.851618828,0.001450351
Baise City,Medium-small-cities,3,17.40486189,9.271353303,8.125894562,0.007614025,15.37415922,9.215300949,6.153479158,0.005379117
Bengbu City,Medium-small-cities,3,10.56309532,2.215365282,8.341686222,0.00604382,8.52676199,2.201611269,6.320878061,0.00427266
Baotou City,Medium-small-cities,3,15.16103777,8.82791515,6.331264002,0.001858615,13.57446777,8.775841507,4.797312809,0.001313458
Baoji City,Medium-small-cities,3,12.71392473,4.40058142,8.3055442,0.007799111,10.66763619,4.373747218,6.288368514,0.005520463
Baoding City,Largecities,3,38.40141632,17.25285866,21.13901631,0.009541358,30.83273653,17.13267277,13.69430583,0.005757926
Baoshan City,Medium-small-cities,3,9.4559587,3.765756846,5.6847778,0.005424054,8.060499275,3.742592305,4.314065199,0.003841771
Beihai City,Medium-small-cities,3,8.030822152,4.264371552,3.763961304,0.002489297,7.091190189,4.240441573,2.848985538,0.001763078
Beijing,Megacities,3,54.87413087,27.34175197,27.50793663,0.024442263,33.21081929,22.33084844,10.87106153,0.00890932
Benxi City,Medium-small-cities,3,5.078217835,1.912003519,3.162592498,0.003621818,4.292857208,1.90002352,2.390268914,0.002564774
Bijie City,Medium-small-cities,3,25.81303951,10.81498331,14.97834362,0.019712582,22.03515203,10.74478383,11.27640341,0.013964785
Binzhou City,Medium-small-cities,3,13.49018155,5.049160852,8.436940532,0.004080169,11.38068627,5.014489923,6.363307209,0.002889141
Bozhou City,Medium-small-cities,3,17.75311575,3.32326162,14.42345131,0.00640282,14.21283811,3.301368147,10.90693468,0.004535283
Cangzhou City,Largecities,3,21.44046817,6.065902631,15.36900808,0.005557455,16.01592372,6.029034676,9.983514099,0.003374943
Chamdo City,Medium-small-cities,3,9.27578061,7.613965339,1.645211945,0.016603327,8.824872437,7.564370399,1.248772145,0.011729893
Changde City,Largecities,3,15.84484173,3.936155074,11.8962675,0.012419159,11.65637888,3.907606181,7.741240974,0.007531724
Changzhou City,Largecities,3,14.6734033,5.250767239,9.415823898,0.006812161,11.33362854,5.219016752,6.110479927,0.004131858
Chaohu City,Medium-small-cities,3,3.560504261,1.798938253,1.758952908,0.002613099,3.124006679,1.787705065,1.334452026,0.001849588
Chaoyang City,Medium-small-cities,3,10.84134831,3.61060761,7.223465802,0.007274894,9.065874964,3.588302704,5.472420596,0.005151664
Chaozhou City,Medium-small-cities,3,9.041858514,3.26591536,5.774101956,0.001841198,7.627702426,3.247320071,4.379079465,0.00130289
Chenzhou City,Medium-small-cities,3,13.75853001,3.398888215,10.35382412,0.005817678,11.20658965,3.37707676,7.825400543,0.004112343
Chengdu City,Extra-large-cities,3,54.20771434,29.04664267,25.13528318,0.025788492,40.87635555,28.32857048,12.5359612,0.011823867
Chengde City,Medium-small-cities,3,15.55204173,7.797391127,7.749086086,0.005564514,13.60059583,7.750625009,5.84602602,0.003944805
Chizhou City,Medium-small-cities,3,4.822692819,1.252327025,3.567466394,0.0028994,3.940105882,1.244155353,2.693904225,0.002046304
Chifeng City,Largecities,3,42.29921635,33.58519839,8.708368959,0.005648995,39.00786302,33.35501284,5.649434746,0.003415436
Chongzuo City,Medium-small-cities,3,8.638772747,4.020092238,4.614067056,0.004613452,7.483575516,3.994462543,3.485841847,0.003271127
Chuzhou City,Medium-small-cities,3,14.45022043,4.357890324,10.08225413,0.01007597,11.94987599,4.328783062,7.613957459,0.007135465
Chuxiong Yi Autonomous Prefecture,Medium-small-cities,3,8.842309674,2.908889476,5.928043056,0.005377142,7.37973104,2.891573768,4.484343524,0.003813747
Dazhou City,Medium-small-cities,3,18.09011228,3.796181743,14.27092066,0.023009883,14.58257054,3.775012992,10.79125041,0.016307135
Dali Bai Autonomous Prefecture,Medium-small-cities,3,17.4604748,9.547839617,7.904778241,0.00785694,15.47198307,9.490836552,5.975572155,0.005574359
Dalian City,Largecities,3,28.73342536,16.44001355,12.28722219,0.006189614,24.33927965,16.32765411,8.007868635,0.003756904
Daqing City,Medium-small-cities,3,12.68771153,6.676931804,6.008052719,0.002727007,11.16642512,6.639527914,4.524967374,0.001929828
Datong City,Medium-small-cities,3,15.45071346,7.869872762,7.577061003,0.0037797,13.55579676,7.822321908,5.730795145,0.002679705
Dandong City,Medium-small-cities,3,9.140496013,4.05829155,5.0775891,0.004615363,7.873265143,4.029717417,3.840284418,0.003263308
Deyang City,Medium-small-cities,3,12.924004,4.488261229,8.424804196,0.010938577,10.83915144,4.460833391,6.370580744,0.007737307
Dezhou City,Largecities,3,26.50111167,14.84292854,11.64845793,0.009725197,22.34443487,14.75031594,7.588226809,0.005892121
Diqing Tibetan Autonomous Prefecture,Medium-small-cities,3,2.352868983,1.467635387,0.882840163,0.002393433,2.127051958,1.458468351,0.666892363,0.001691244
Dingxi City,Medium-small-cities,3,21.93934115,15.80321797,6.129535489,0.006587691,20.35293717,15.70462335,4.643653677,0.004660145
Dongguan City,Medium-small-cities,3,45.25450901,26.71895402,18.52491074,0.010644249,40.58932021,26.53608367,14.0456991,0.007537439
Dongying City,Largecities,3,12.39967159,7.993740075,4.404717952,0.001213563,10.8122406,7.943851781,2.86765408,0.000734738
Ordos City,Largecities,3,11.60920404,7.419246339,4.186971862,0.002985842,10.0971135,7.369997608,2.725303046,0.001812846
Ezhou City,Medium-small-cities,3,3.668123193,1.350623697,2.316114685,0.001384811,3.094160699,1.341720048,1.751460501,0.00098015
Enshi Tujia and Miao Autonomous Prefecture,Medium-small-cities,3,12.95803875,5.552176912,7.401080768,0.004781067,11.11245245,5.517097656,5.591961766,0.003393026
Fangchenggang City,Medium-small-cities,3,6.036918726,3.927206649,2.10830899,0.001403087,5.50184458,3.903812992,1.597036434,0.000995154
Foshan City,Extra-large-cities,3,38.77216632,25.1741156,13.58504106,0.01300966,31.36251699,24.57286652,6.783742227,0.005908246
Fuzhou City (Fujian),Extra-large-cities,3,17.26671952,4.126678246,13.13299543,0.007045837,10.60233353,4.026672017,6.57243701,0.003224501
Fushun City,Medium-small-cities,3,8.543136934,4.018831627,4.521169535,0.003135773,7.414074318,3.993549564,3.418313591,0.002211163
Fuzhou City (Jiangxi),Medium-small-cities,3,11.3705802,2.309750957,9.051666849,0.0091624,9.19057834,2.295645463,6.888444312,0.006488565
Fuxin City,Medium-small-cities,3,7.391210651,3.348266006,4.040786648,0.002157996,6.384348971,3.328985543,3.05383325,0.001530178
Fuyang City,Medium-small-cities,3,28.88807558,5.17258509,23.70479235,0.010698141,23.03092359,5.143499657,17.87982429,0.007599648
Ganzhou City,Largecities,3,26.03856561,7.731698128,18.29863673,0.008230749,19.81280732,7.686555703,12.12125918,0.004992434
Guyuan City,Medium-small-cities,3,5.577804518,2.879077776,2.696602188,0.002124554,4.897637849,2.86075541,2.035376781,0.001505658
Guang'an City,Medium-small-cities,3,12.81693051,2.766573957,10.02961649,0.020740064,10.31795095,2.749167806,7.554082338,0.01470081
Guangyuan City,Medium-small-cities,3,12.71165932,6.164674515,6.513588865,0.033395936,11.06998091,6.125241213,4.92110004,0.023639659
Guangzhou City,Megacities,3,45.01991519,25.25137724,19.7510818,0.017456151,28.61637063,20.6539688,7.955984377,0.006417447
Guigang City,Medium-small-cities,3,14.12051391,4.415220664,9.699724739,0.005568504,11.73445375,4.388350325,7.342173592,0.003929831
Guiyang City,Largecities,3,19.89969296,9.717850329,10.1748863,0.006956325,16.25079599,9.647808238,6.598777906,0.00420985
Guilin City,Medium-small-cities,3,23.75116623,12.49590712,11.24692698,0.008332126,20.94261568,12.41381953,8.522897088,0.005899054
Harbin City,Largecities,3,30.53400056,11.05705666,19.46851268,0.008431228,23.65031308,10.9744042,12.67081426,0.005094613
Hami City,Medium-small-cities,3,7.63826309,6.43168632,1.204175274,0.002401496,7.305597893,6.389999412,0.913896568,0.001701914
Haidong City,Medium-small-cities,3,7.139496558,3.392054258,3.73407551,0.01336679,6.189774796,3.370419144,2.809898069,0.009457582
Haikou City,Medium-small-cities,3,8.401724987,3.056372211,5.343594312,0.001758464,7.122559983,3.035271986,4.086043982,0.001244015
Handan City,Largecities,3,30.00264494,10.50780811,19.48739373,0.007443097,23.10845544,10.44798485,12.65598143,0.004489159
Hanzhong City,Medium-small-cities,3,12.11708017,4.675441087,7.429516849,0.012122237,10.28006624,4.648206679,5.623268469,0.008591093
Hangzhou City,Extra-large-cities,3,25.33616539,12.0175847,13.30651985,0.012060842,18.36949745,11.72767646,6.636312256,0.00550874
Hefei City,Extra-large-cities,3,26.79158041,14.00812917,12.77663728,0.006813956,20.02879328,13.66582977,6.359849432,0.003114074
Hechi City,Medium-small-cities,3,16.48928234,8.707966895,7.775098576,0.006216865,14.55906012,8.652455592,5.902206238,0.004398292
Heyuan City,Medium-small-cities,3,9.613958205,2.825956096,6.785312404,0.002689705,7.958513693,2.807742333,5.148867232,0.001904128
Heze City,Largecities,3,28.98434161,11.07053691,17.90324136,0.010563346,22.65446499,10.99415008,11.65391935,0.006395561
Hezhou City,Medium-small-cities,3,7.850922174,3.23474599,4.612568461,0.003607724,6.702648932,3.212799596,3.48729562,0.002553716
Hebi City,Medium-small-cities,3,5.987125172,2.452359194,3.532930878,0.001835099,5.106267916,2.437885597,2.667082819,0.0012995
Hegang City,Medium-small-cities,3,4.127946231,1.983886369,2.139811652,0.00424821,3.593185929,1.971032432,1.619145814,0.003007682
Heihe City,Medium-small-cities,3,7.475462995,4.031799442,3.439936817,0.003726736,6.60457502,4.0063374,2.595600837,0.002636782
Hengshui City,Medium-small-cities,3,23.36741636,13.47084655,9.892314268,0.004255544,20.83419814,13.38618353,7.445006686,0.00300793
Hengyang City,Largecities,3,20.69445044,5.841352958,14.84277788,0.010319599,15.45919588,5.797273981,9.655685802,0.006236093
Honghe Hani and Yi Autonomous Prefecture,Medium-small-cities,3,15.86838862,5.386891212,10.47043354,0.011063871,13.28192561,5.355016547,7.919080541,0.007828521
Hohhot City,Medium-small-cities,3,17.96550966,11.19389557,6.77019288,0.001421207,16.22402939,11.1157801,5.107241649,0.00100764
Hulunbuir City,Medium-small-cities,3,12.31609103,6.905258036,5.407717255,0.003115741,10.94845621,6.859046816,4.087207576,0.002201815
Huludao City,Medium-small-cities,3,8.140385797,2.060260727,6.076529467,0.003595603,6.663580756,2.048328918,4.612712094,0.002539744
Huzhou City,Largecities,3,9.637170309,4.194076222,5.439151076,0.003943012,7.721620279,4.166420387,3.552813732,0.002386159
