City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Altay Prefecture,Medium-small-cities,1,Xinjiang Uygur Autonomous Region,13.60515758,11.27012233,4.304239125,118.8,26.64622125,76.5,0.480318584,93.6,0.069815195,7.484593589,143.1,46.33481807,91.8,0.835220649,112.5,0.094659341,13.86921496,373.5,85.86004626,240.3,1.547693215,293.4,1.5324749869999998,2.647552916,143.1,16.39018621,91.8,0.295445683,112.5,0.090571064,3.088811735,592.2,19.12188392,380.7,0.34468663,465.3,0.547514663,6.618882289,765,40.97546554,491.4,0.738614207,601.2,0.00021439,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ankang City,Medium-small-cities,1,Shaanxi Province,21.76312069,19.51561993,0.34687795,118.8,4.277483753,76.5,0.111040728,93.6,0.055757988,0.603182213,143.1,7.43806897,91.8,0.193087487,112.5,0.138422447,1.117717839,373.5,13.783003200000001,240.3,0.3577979,293.4,1.430257224,1.09883878,143.1,13.55019835,91.8,0.351754436,112.5,0.053488767,1.281978576,592.2,15.80856474,380.7,0.410380175,465.3,0.56957433,2.747096949,765,33.87549587,491.4,0.87938609,601.2,0.001772467,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anqing City,Medium-small-cities,1,Anhui Province,63.00651498,53.96264108,0.42966197799999994,118.8,3.149424469,76.5,0.074616501,93.6,0.172270907,0.74713444,143.1,5.476499216000001,91.8,0.129749804,112.5,0.396153341,1.384466375,373.5,10.14814551,240.3,0.240430947,293.4,5.3675987869999995,0.6816988390000001,143.1,4.996855925,91.8,0.11838604400000001,112.5,0.221092622,0.795315312,592.2,5.829665246,380.7,0.138117051,465.3,2.8867582360000004,1.704247096,765,12.49213981,491.4,0.29596511,601.2,4.28234e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshun City,Medium-small-cities,1,Guizhou Province,33.62449906,29.11274973,3.7681261060000004,118.8,17.03766868,76.5,0.81022984,93.6,0.11998320300000001,6.552352618,143.1,29.62661276,91.8,1.408899666,112.5,0.197432678,12.14173968,373.5,54.89915463,240.3,2.610740594,293.4,3.4204735289999997,3.796781528,143.1,17.16723483,91.8,0.8163913840000001,112.5,0.18600570600000002,4.429578449,592.2,20.02844063,380.7,0.952456615,465.3,0.587854211,9.49195382,765,42.91808707,491.4,2.040978461,601.2,0.00013222,0.6,0.7170000000000001,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anyang City,Medium-small-cities,1,Henan Province,95.40965858,84.21128325,1.078582119,118.8,3.358015303,76.5,0.11595853699999999,93.6,0.216930633,1.8755344630000002,143.1,5.839215499,91.8,0.201639012,112.5,0.470709758,3.475431274,373.5,10.82027153,240.3,0.373644175,293.4,6.842527077000001,0.6999751059999999,143.1,2.179275063,91.8,0.075254436,112.5,0.235354879,0.816637623,592.2,2.5424875730000003,380.7,0.08779684199999999,465.3,3.432852983,1.749937764,765,5.448187657,491.4,0.18813609,601.2,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshan City,Medium-small-cities,1,Liaoning Province,67.49819627,58.77866522,0.388923224,118.8,1.4443499830000002,76.5,0.079893988,93.6,0.316615616,0.676294273,143.1,2.511564136,91.8,0.13892676699999998,112.5,0.590700776,1.2531970559999999,373.5,4.65401661,240.3,0.257436182,293.4,4.889427223,1.3612715290000001,143.1,5.055374396,91.8,0.27963722399999996,112.5,0.34969485899999997,1.5881501169999999,592.2,5.897936796000001,380.7,0.326243428,465.3,2.57309258,3.403178823,765,12.63843599,491.4,0.6990930590000001,601.2,3.68909e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bayannur City,Medium-small-cities,1,Inner Mongolia Autonomous Region,40.63108864,35.62319261,4.494131098,118.8,16.332008,76.5,0.403494986,93.6,0.085683742,7.814794632000001,143.1,28.39954725,91.8,0.701632948,112.5,0.21527154899999998,14.48108909,373.5,52.62535911,240.3,1.30015051,293.4,3.144097626,1.196881911,143.1,4.349558238,91.8,0.10745922599999999,112.5,0.104095124,1.396362229,592.2,5.07448461,380.7,0.12536909699999998,465.3,1.4587479980000002,2.9922047760000003,765,10.87389559,491.4,0.268648065,601.2,1.08953e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bazhong City,Medium-small-cities,1,Sichuan Province,49.00770777,43.90436533,1.980136265,118.8,25.70659402,76.5,0.61942819,93.6,0.090022714,3.44323695,143.1,44.70091072,91.8,1.077116797,112.5,0.316929281,6.380439077,373.5,82.83235852,240.3,1.995935279,293.4,3.275346962,1.9070550080000002,143.1,24.75783598,91.8,0.596566839,112.5,0.256914138,2.2248975090000003,592.2,28.88414198,380.7,0.695994645,465.3,1.164129342,4.76763752,765,61.89458995,491.4,1.4914170969999998,601.2,0.000115031,0.6,0.7170000000000001,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baicheng City,Medium-small-cities,1,Jilin Province,31.15704926,27.55784177,0.391871281,118.8,1.201477983,76.5,0.049983439000000005,93.6,0.092981261,0.681420617,143.1,2.089236715,91.8,0.086915647,112.5,0.250494294,1.262696351,373.5,3.871429057,240.3,0.161057748,293.4,2.069180012,1.5428454809999999,143.1,4.730366745,91.8,0.19679095300000002,112.5,0.126981872,1.799986395,592.2,5.5187612029999995,380.7,0.229589445,465.3,1.059570046,3.857113703,765,11.82591686,491.4,0.491977382,601.2,4.05929e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baishan City,Medium-small-cities,1,Jilin Province,15.7938589,13.96938012,0.907796975,118.8,4.041812179,76.5,0.19875922199999999,93.6,0.047133247999999996,1.578558074,143.1,7.02826229,91.8,0.34562020200000004,112.5,0.126978377,2.925123587,373.5,13.02361702,240.3,0.640446382,293.4,1.0488906340000002,2.56294997,143.1,11.41110037,91.8,0.561149635,112.5,0.06436854,2.990108298,592.2,13.31295044,380.7,0.654674575,465.3,0.53710798,6.407374925,765,28.52775093,491.4,1.402874089,601.2,9.379719999999999e-06,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baiyin City,Medium-small-cities,1,Gansu Province,27.44711373,22.40347524,0.814226419,118.8,2.886951967,76.5,0.133777996,93.6,0.08690379,1.415849273,143.1,5.0200886989999995,91.8,0.23262507100000002,112.5,0.19231486899999997,2.623618461,373.5,9.302400783,240.3,0.431062431,293.4,3.6885830939999997,2.103970739,143.1,7.459918179,91.8,0.34568393,112.5,0.208408163,2.4546325280000003,592.2,8.703237875,380.7,0.403297919,465.3,0.867428572,5.259926847,765,18.64979545,491.4,0.864209826,601.2,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baise City,Medium-small-cities,1,Guangxi Zhuang Autonomous Region,44.07066877,38.23703233,2.122623047,118.8,8.965171343,76.5,0.620554487,93.6,0.10843190400000001,3.6910056310000003,143.1,15.58943683,91.8,1.0790753020000001,112.5,0.257607917,6.83956315,373.5,28.88777433,240.3,1.999564457,293.4,3.765544303,3.497176213,143.1,14.77077337,91.8,1.022408757,112.5,0.325952875,4.080038915,592.2,17.23256893,380.7,1.192810216,465.3,1.3760994359999998,8.742940532999999,765,36.92693342,491.4,2.556021892,601.2,4.02406e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bengbu City,Medium-small-cities,1,Anhui Province,48.46033409,41.50440024,0.117875978,118.8,0.39351318799999996,76.5,0.011626026999999999,93.6,0.132499087,0.20497322899999998,143.1,0.684275711,91.8,0.020216368999999998,112.5,0.30469425699999997,0.379822596,373.5,1.26798694,240.3,0.037461642,293.4,4.128392605,0.992385765,143.1,3.3129471539999997,91.8,0.09787832699999999,112.5,0.17004943600000003,1.1577833929999999,592.2,3.865105013,380.7,0.114191381,465.3,2.220298466,2.480964413,765,8.282367884,491.4,0.24469581699999998,601.2,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.78,0.1,0.1,1,0.79,0.21,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
