City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Altay Prefecture,Medium-small-cities,1,Xinjiang Uygur Autonomous Region,15.81864034,13.10370796,4.313213997,105.6,26.54626063,68,0.571304339,83.2,0.081173736,7.500199894,127.2,46.16099765,81.6,0.9934347659999999,100,0.110059885,13.89813399,332,85.53795091,213.6,1.840869535,260.8,1.781800064,2.653073391,127.2,16.32870007,81.6,0.35141134700000004,100,0.10530646800000001,3.09525229,526.4,19.05015009,338.4,0.409979904,413.6,0.636592225,6.632683478,680,40.82175019,436.8,0.878528367,534.4,0.000214487,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ankang City,Medium-small-cities,1,Shaanxi Province,24.50410602,21.97354077,0.347182528,105.6,4.256304052,68,0.131915851,83.2,0.062780502,0.60371184,127.2,7.401239824,81.6,0.229387007,100,0.155856247,1.118699256,332,13.714757500000001,213.6,0.425062186,260.8,1.610392882,1.099803619,127.2,13.48310537,81.6,0.417882579,100,0.060225482000000004,1.283104223,526.4,15.73028959,338.4,0.487529676,413.6,0.64131013,2.749509048,680,33.70776342,436.8,1.044706448,534.4,0.0017732689999999998,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anqing City,Medium-small-cities,1,Anhui Province,70.89999250000001,60.72309902,0.43017927899999997,105.6,3.134850759,68,0.08867291,83.2,0.193853065,0.7480339690000001,127.2,5.451157154,81.6,0.15419233699999998,100,0.445783565,1.386133233,332,10.10118578,213.6,0.28572382,260.8,6.04005338,0.682519585,127.2,4.973733375,81.6,0.140687849,100,0.24879118,0.7962728490000001,526.4,5.802688937,338.4,0.164135824,413.6,3.2484122839999996,1.706298961,680,12.43433344,436.8,0.351719622,534.4,4.2842799999999996e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshun City,Medium-small-cities,1,Guizhou Province,38.87370569,33.65761562,3.759041353,105.6,16.89759717,68,0.959386107,83.2,0.138714088,6.536555241,127.2,29.38304396,81.6,1.6682658419999998,100,0.228254398,12.11246658,332,54.44781309,213.6,3.091355234,260.8,3.9544524080000003,3.787627688,127.2,17.02609811,81.6,0.9666819390000001,100,0.215043533,4.418898969,526.4,19.86378113,338.4,1.127795595,413.6,0.679625637,9.46906922,680,42.56524528,436.8,2.416704847,534.4,0.00013228,0.6,0.7170000000000001,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anyang City,Medium-small-cities,1,Henan Province,108.14954209999999,95.45586742,1.078079983,105.6,3.336902722,68,0.137573254,83.2,0.245896998,1.874661304,127.2,5.802503067000001,81.6,0.239224603,100,0.5335628020000001,3.473813278,332,10.7522421,213.6,0.44329159700000004,260.8,7.756197652999999,0.69964923,127.2,2.165573481,81.6,0.089281893,100,0.26678140100000003,0.816257435,526.4,2.526502395,338.4,0.104162208,413.6,3.8912357889999996,1.7491230759999998,680,5.413933703,436.8,0.223204732,534.4,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshan City,Medium-small-cities,1,Liaoning Province,74.79007273,65.12856475,0.387601487,105.6,1.431057576,68,0.09450813,83.2,0.35081981799999995,0.67399592,127.2,2.488450119,81.6,0.164339138,100,0.654514586,1.2489381259999999,332,4.611185524,213.6,0.304526198,260.8,5.417635401,1.356645314,127.2,5.0088496,81.6,0.330788236,100,0.387472635,1.5827528659999999,526.4,5.843657866,338.4,0.385919609,413.6,2.8510655369999998,3.391613284,680,12.522124,436.8,0.82697059,534.4,3.69076e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bayannur City,Medium-small-cities,1,Inner Mongolia Autonomous Region,45.86434423,40.21143471,4.498303003999999,105.6,16.25195691,68,0.47937416899999996,83.2,0.096719747,7.822049112999999,127.2,28.2603473,81.6,0.833578415,100,0.24299837300000002,14.494531900000002,332,52.36741672,213.6,1.544650099,260.8,3.5490551839999998,1.197992977,127.2,4.328238944,81.6,0.12766745300000001,100,0.11750250300000001,1.3976584730000001,526.4,5.049612101,338.4,0.148945362,413.6,1.6466337119999999,2.994982443,680,10.82059736,436.8,0.31916863300000003,534.4,1.09003e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bazhong City,Medium-small-cities,1,Sichuan Province,54.60462944,48.91846015,1.98251203,105.6,25.58753218,68,0.73611427,83.2,0.100303751,3.4473681419999997,127.2,44.49387539999999,81.6,1.280020925,100,0.353124166,6.38809432,332,82.44871479999999,213.6,2.3719237580000003,260.8,3.649407721,1.90934309,127.2,24.64316837,81.6,0.7089463640000001,100,0.286254998,2.227566939,526.4,28.750363099999998,338.4,0.8271040909999999,413.6,1.297078648,4.773357726,680,61.60792093,436.8,1.7723659090000001,534.4,0.000115083,0.6,0.7170000000000001,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baicheng City,Medium-small-cities,1,Jilin Province,34.538606,30.54876703,0.39131248399999996,105.6,1.192776827,68,0.059243392,83.2,0.10307276300000001,0.6804489309999999,127.2,2.074106371,81.6,0.103017676,100,0.27768109999999996,1.260895783,332,3.843391998,213.6,0.19089537399999998,260.8,2.293753576,1.540645429,127.2,4.696109221,81.6,0.23324852899999998,100,0.14076354900000002,1.797419668,526.4,5.478794092,338.4,0.272123283,413.6,1.174567978,3.8516135730000003,680,11.74027305,436.8,0.583121321,534.4,4.06112e-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baishan City,Medium-small-cities,1,Jilin Province,17.50800806,15.48551379,0.90540216,105.6,4.007670728,68,0.235295488,83.2,0.052248743,1.5743937559999999,127.2,6.968894099,81.6,0.40915271,100,0.140759675,2.917406961,332,12.91360568,213.6,0.758174351,260.8,1.1627295009999998,2.556188776,127.2,11.31471006,81.6,0.664301139,100,0.071354627,2.9822202389999997,526.4,13.20049507,338.4,0.775017995,413.6,0.595401726,6.390471941,680,28.28677516,436.8,1.660752847,534.4,9.383960000000001e-06,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.68,0.15,0.15,1,0.82,0.18,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
