City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Car,Truck,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Altay Prefecture,Medium-small-cities,1,Xinjiang Uygur Autonomous Region,12.0824,10.00871362,7326.425769,132,10369.64317,85,303.9310562,104,0.062001128,12739.84036,159,18031.6573,102,528.5023367,125,0.084064592,23607.37192,415,33413.29467,267,979.3334034,326,1.360952688,12210.70961,159,17282.73862,102,506.5517604,125,0.080433896,14245.82788,658,20163.19506,423,590.9770538,517,0.486234071,30526.77404,850,43206.84656,546,1266.379401,668,0.001746154,0.000644439,0.000217997,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ankang City,Medium-small-cities,1,Shaanxi Province,19.7762,17.73389067,6287.375879,132,11238.26138,85,474.3627365,104,0.050667417,10933.04806,159,19542.08785,102,824.8640917,125,0.125784809,20259.32228,415,36212.17557,267,1528.502151,326,1.299678172,10478.9598,159,18730.43564,102,790.6045608,125,0.048605371,12225.4531,658,21852.17491,423,922.3719876,517,0.51757356,26197.3995,850,46826.0891,546,1976.511402,668,0.000263078,0.000500026,0.001802287,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anqing City,Medium-small-cities,1,Anhui Province,57.3094,49.08328264,6987.166277,132,10604.32239,85,408.5113339,104,0.156693991,12149.9058,159,18439.73838,102,710.3558195,125,0.360332741,22514.20245,415,34169.48325,267,1316.314298,326,4.882254892,11645.27713,159,17673.87065,102,680.8522232,125,0.201101196,13586.15665,658,20619.51576,423,794.3275937,517,2.625734537,29113.19282,850,44184.67662,546,1702.130558,668,0.000202983,0.000193231,4.35E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshun City,Medium-small-cities,1,Guizhou Province,30.0547,26.0219478,7697.235614,132,9563.290376,85,739.4740095,104,0.107244993,13384.63748,159,16629.49938,102,1285.863139,125,0.17647192,24802.20365,415,30815.04677,267,2382.749586,326,3.057333452,12828.72602,159,15938.81729,102,1232.456682,125,0.166258111,14966.84703,658,18595.28684,423,1437.866129,517,0.525443722,32071.81506,850,39847.04324,546,3081.141706,668,0.00120089,0.000726014,0.000134445,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anyang City,Medium-small-cities,1,Henan Province,86.4084,76.26651595,8754.753709,132,8753.737723,85,491.5085685,104,0.19646469,15223.54395,159,15221.77726,102,854.6787886,125,0.426301463,28209.76195,415,28206.48822,267,1583.749832,326,6.19698074,14591.25618,159,14589.56287,102,819.1809476,125,0.213150732,17023.13221,658,17021.15668,423,955.7111055,517,3.108986429,36478.14045,850,36473.90718,546,2047.952369,668,0.00025292,9.85E-05,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshan City,Medium-small-cities,1,Liaoning Province,62.1968,54.16211227,8102.040087,132,9081.186213,85,816.7736997,104,0.291748213,14088.54749,159,15791.1738,102,1420.278711,125,0.544306367,26106.57361,415,29261.60002,267,2631.826366,326,4.505405239,13503.40015,159,15135.31036,102,1361.2895,125,0.32222937,15753.96684,658,17657.86208,423,1588.171083,517,2.370998537,33758.50036,850,37838.27589,546,3403.223749,668,0.000106287,0.000223209,3.75E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bayannur City,Medium-small-cities,1,Inner Mongolia Autonomous Region,36.9,32.35197114,8426.663888,132,9203.61479,85,369.7213226,104,0.077815539,14653.0322,159,16004.0635,102,642.9042999,125,0.195503503,27152.58364,415,29656.0921,267,1191.324262,326,2.855380111,14044.43981,159,15339.35798,102,616.2022044,125,0.094536233,16385.17978,658,17895.91765,423,718.9025717,517,1.324793475,35111.09953,850,38348.39496,546,1540.505511,668,0.001179424,0.000188463,1.11E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bazhong City,Medium-small-cities,1,Sichuan Province,44.98,40.29607673,6251.851923,132,11305.21044,85,442.9376371,104,0.08262418,10871.27584,159,19658.50482,102,770.2193357,125,0.290882387,20144.8562,415,36427.90031,267,1427.243497,326,3.00616195,10419.7532,159,18842.0174,102,738.2293952,125,0.235799601,12156.37874,658,21982.35363,423,861.2676278,517,1.068455151,26049.38301,850,47105.0435,546,1845.573488,668,0.001572564,0.000908715,0.000116966,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baicheng City,Medium-small-cities,1,Jilin Province,28.6851,25.37144774,8736.299383,132,8676.771085,85,586.9295322,104,0.08560428,15191.45393,159,15087.94083,102,1020.605242,125,0.230620487,28150.29801,415,27958.48461,267,1891.217382,326,1.905014659,14560.49897,159,14461.28514,102,978.215887,125,0.116907338,16987.2488,658,16871.49933,423,1141.251868,517,0.975505494,36401.24743,850,36153.21285,546,2445.539718,668,9.13E-05,0.000215667,4.13E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baishan City,Medium-small-cities,1,Jilin Province,14.5408,12.86107238,7717.93788,132,9520.787197,85,761.2749235,104,0.043393773,13420.63642,159,16555.59107,102,1323.772506,125,0.11690412,24868.91095,415,30678.09208,267,2452.996976,326,0.965673369,12863.2298,159,15867.97866,102,1268.791539,125,0.059261645,15007.10143,658,18512.64177,423,1480.256796,517,0.494494713,32158.0745,850,39669.94665,546,3171.978848,668,0.00028602,0.000484507,9.54E-06,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
