City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Car,Truck,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Dongying City,Largecities,4,Shandong Province,73.1925,64.36647432,6971.344208,132,10425.26928,85,603.3865127,104,0.126270516,12122.39298,159,18128.38491,102,1049.222103,125,0.416913126,22463.22023,415,33592.53434,267,1944.24543,326,5.363820379,11618.90701,159,17375.4488,102,1005.644188,125,0.251596365,13555.39152,658,20271.35693,423,1173.251552,517,2.667425292,29047.26753,850,43438.622,546,2514.11047,668,0.009632606,0.00764103,0.123717498,0.6,0.756,0.234,0.01,0.572903158,0.378596842,0.0485,1,1,0.02,0.673173684,0.281326316,0.0255,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.01,0.99,0.35,0.65
Ordos City,Largecities,4,Inner Mongolia Autonomous Region,70.5,61.81067657,4164.13249,132,13303.45662,85,532.4108907,104,0.148671965,7240.963719,159,23133.2329,102,925.8033821,125,0.373522953,13417.76025,415,42866.69355,267,1715.546203,326,5.455401025,6940.220817,159,22172.4277,102,887.3514844,125,0.180618007,8096.924286,658,25867.83232,423,1035.243398,517,2.531109484,17350.55204,850,55431.06925,546,2218.378711,668,0.017464155,0.007764287,0.066539656,0.6,0.756,0.234,0.01,0.572903158,0.378596842,0.0485,1,1,0.02,0.673173684,0.281326316,0.0255,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ezhou City,Medium-small-cities,4,Hubei Province,7.7847,6.853170225,4399.702514,132,13119.61831,85,480.6791769,104,0.025196148,7650.593816,159,22813.5585,102,835.8476799,125,0.056031866,14176.81921,415,42274.32566,267,1548.855126,326,0.58005716,7332.837523,159,21866.03052,102,801.1319615,125,0.052848237,8554.977111,658,25510.36893,423,934.6539551,517,0.217396364,18332.09381,850,54665.07629,546,2002.829904,668,0.02649173,0.008450695,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Enshi Tujia and Miao Autonomous Prefecture,Medium-small-cities,4,Hubei Province,48.4,42.60837783,3658.856836,132,14341.14316,85,0,104,0.156652606,6362.345498,159,24937.6545,102,0,125,0.348368251,11789.64981,415,46210.35019,267,0,326,3.606403141,6098.094727,159,23901.90527,102,0,125,0.3285746,7114.443848,658,27885.55615,423,0,517,1.35162357,15245.23682,850,59754.76318,546,0,668,0.0173095,0.009708818,0.017823011,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Fangchenggang City,Medium-small-cities,4,Guangxi Zhuang Autonomous Region,15.5007,13.44887163,4654.034601,132,12492.97278,85,852.992622,104,0.038138074,8092.849057,159,21723.89155,102,1483.259393,125,0.090606818,14996.33372,415,40255.1345,267,2748.531782,326,1.324431287,7756.724336,159,20821.62129,102,1421.65437,125,0.114645361,9049.511725,658,24291.89151,423,1658.596765,517,0.484006827,19391.81084,850,52054.05324,546,3554.135925,668,0.042117612,0.012160351,0,0.6,0.704,0.286,0.01,0.476,0.484,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.01,0.99,0.35,0.65
Foshan City,Extra-large-cities,4,Guangdong Province,272.9071,242.2858889,10151.12276,132,5816.651629,85,2032.225613,104,0.605032001,17651.67457,159,10114.51089,102,3533.814539,125,2.061110962,32709.17333,415,18742.54414,267,6548.282532,326,21.6540247,16918.53793,159,9694.419381,102,3387.042689,125,1.310117933,19738.29425,658,11310.15594,423,3951.549804,517,4.990925459,42296.34483,850,24236.04845,546,8467.606722,668,0.009283425,0.008711933,0.007822844,0.6,0.721867969,0.242632031,0.0355,0.518615057,0.371884943,0.1095,1,1,0.02,0.02,0.93,0.03,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Fuzhou City (Fujian),Extra-large-cities,4,Fujian Province,145.93,127.6066513,4583.730089,132,12274.15379,85,1142.116118,104,0.475903168,7970.597322,159,21343.38965,102,1986.013027,125,0.766613248,14769.79695,415,39550.05111,267,3680.151936,326,13.61169197,7639.550149,159,20456.92299,102,1903.526863,125,0.432835008,8912.808507,658,23866.41015,423,2220.781341,517,3.036305281,19098.87537,850,51142.30747,546,4758.817158,668,0.003938351,0.004641873,0.119562854,0.6,0.733421875,0.231078125,0.0355,0.536323864,0.354176136,0.1095,1,1,0.02,0.02,0.93,0.03,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.01,0.99,0.35,0.65
Fushun City,Medium-small-cities,4,Liaoning Province,28.5754,24.88398154,4615.493039,132,12734.64961,85,649.8573544,104,0.134039402,8025.829562,159,22144.14071,102,1130.029733,125,0.250073511,14872.14424,415,41033.87096,267,2093.984809,326,2.069941812,7692.488398,159,21224.41601,102,1083.095591,125,0.148043519,8974.569798,658,24761.81868,423,1263.611522,517,1.089320216,19231.221,850,53061.04003,546,2707.738977,668,0.011673981,0.016600816,0,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Fuzhou City (Jiangxi),Medium-small-cities,4,Jiangxi Province,37.6025,32.33078066,3991.763606,132,13231.90694,85,776.3294558,104,0.088029665,6941.233382,159,23008.81595,102,1349.950665,125,0.190521345,12862.3494,415,42636.14458,267,2501.506024,326,3.050227877,6652.939344,159,22053.17823,102,1293.882426,125,0.240195228,7761.762568,658,25728.70794,423,1509.529497,517,1.702745226,16632.34836,850,55132.94558,546,3234.706066,668,0.003208282,0.00977282,0,0.6,0.704,0.286,0.01,0.476,0.484,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Fuxin City,Medium-small-cities,4,Liaoning Province,28.8588,25.13077145,4424.2772,132,13059.05531,85,516.667492,104,0.135368754,7693.326465,159,22708.24617,102,898.4273611,125,0.252553646,14256.00431,415,42079.17821,267,1664.817474,326,2.090470711,7373.795334,159,21765.09218,102,861.1124866,125,0.149511758,8602.761223,658,25392.60754,423,1004.631234,517,1.100123681,18434.48834,850,54412.73045,546,2152.781217,668,0.01300769,0.010999222,0,0.6,0.756,0.234,0.01,0.564,0.396,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Fuyang City,Medium-small-cities,4,Anhui Province,92.9875,79.64019419,4207.524116,132,13520.83601,85,271.6398714,104,0.2542442,7316.416935,159,23511.23151,102,472.3515541,125,0.584658726,13557.57771,415,43567.13826,267,875.28403,326,7.921714007,7012.540193,159,22534.72669,102,452.733119,125,0.326297212,8181.296892,658,26290.51447,423,528.1886388,517,4.260391668,17531.35048,850,56336.81672,546,1131.832797,668,0.005123579,0.006864061,0.019110261,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ganzhou City,Largecities,4,Jiangxi Province,105.325,90.5588584,3806.610331,132,13520.97588,85,672.4137931,104,0.246572021,6619.272409,159,23511.47472,102,1169.252874,125,0.533652303,12265.7444,415,43567.58893,267,2166.666667,326,8.543720528,6344.350552,159,22534.95979,102,1120.689655,125,0.672789372,7401.742311,658,26290.78642,423,1307.471264,517,4.769407378,15860.87638,850,56337.39948,546,2801.724138,668,0.007838734,0.00677557,0.02445952,0.6,0.704,0.286,0.01,0.488770526,0.462729474,0.0485,1,1,0.02,0.673173684,0.281326316,0.0255,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Guyuan City,Medium-small-cities,4,Ningxia Hui Autonomous Region,17.92,13.95251452,5898.016287,132,11552.09856,85,549.8851535,104,0.0423046,10255.99499,159,20087.81583,102,956.1891835,125,0.11319339,19004.71915,415,37223.42869,267,1771.852161,326,2.818401072,9830.027146,159,19253.4976,102,916.4752558,125,0.093756141,11468.365,658,22462.41387,423,1069.221132,517,0.899830281,24575.06786,850,48133.744,546,2291.188139,668,0.021655255,0.008791631,0.097403425,0.6,0.756,0.234,0.01,0.564,0.396,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Guang'an City,Medium-small-cities,4,Sichuan Province,39.23,35.14484416,2911.888322,132,14574.73212,85,513.3795554,104,0.072061952,5063.450249,159,25343.83975,102,892.7100046,125,0.253697556,9382.751261,415,46963.02573,267,1654.223012,326,2.62187046,4853.147204,159,24291.2202,102,855.6325923,125,0.205656255,5662.005071,658,28339.7569,423,998.2380243,517,0.931869621,12132.86801,850,60728.05051,546,2139.081481,668,0.00342224,0.016757043,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Guangyuan City,Medium-small-cities,4,Sichuan Province,44.13,39.53459018,3501.882421,132,13999.7899,85,498.3276755,104,0.081062807,6089.384432,159,24344.07911,102,866.536458,125,0.285385499,11283.84336,415,45110.43413,267,1605.72251,326,2.949353643,5836.470701,159,23332.98317,102,830.5461258,125,0.231343628,6809.215818,658,27221.8137,423,968.9704801,517,1.048264247,14591.17675,850,58332.45793,546,2076.365315,668,0.017649345,0.018598746,0.177112544,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Guangzhou City,Megacities,4,Guangdong Province,277.3517,246.231788,7503.739982,132,8226.224399,85,2270.035619,104,0.61488563,13048.17008,159,14304.4902,102,3947.339715,125,2.094678479,24178.71772,415,26506.72306,267,7314.559216,326,22.00668493,12506.2333,159,13710.374,102,3783.392698,125,1.331454682,14590.60552,658,15995.43633,423,4413.958148,517,5.072208311,31265.58326,850,34275.935,546,9458.481745,668,0.008426078,0.009834807,0.665665546,0.6,0.514358955,0.199141045,0.2865,0.414244737,0.202255263,0.3835,1,1,0.02,0.173377049,0.487622951,0.319,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.01,0.99,0.35,0.65
Guigang City,Medium-small-cities,4,Guangxi Zhuang Autonomous Region,42.7409,37.08328512,4595.685499,132,12608.27732,85,796.03718,104,0.105160128,7991.386452,159,21924.39334,102,1384.220207,125,0.249834971,14808.31994,415,40626.67137,267,2565.008691,326,3.651924443,7659.475832,159,21013.79553,102,1326.728633,125,0.316117718,8936.055138,658,24516.09479,423,1547.850072,517,1.334577624,19148.68958,850,52534.48884,546,3316.821583,668,0.00924761,0.013879196,0,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Guiyang City,Largecities,4,Guizhou Province,134.1511,116.1506494,6672.072919,132,10507.31953,85,820.6075505,104,0.478694972,11601.99346,159,18271.06118,102,1426.945352,125,0.787693843,21498.90163,415,33856.91849,267,2644.179885,326,13.64660588,11120.12153,159,17512.19922,102,1367.679251,125,0.742103846,12973.47512,658,20430.89909,423,1595.625793,517,2.345352086,27800.30383,850,43780.49804,546,3419.198127,668,0.009078144,0.010654588,0.682382556,0.6,0.73,0.26,0.01,0.530836842,0.420663158,0.0485,1,1,0.02,0.673173684,0.281326316,0.0255,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Guilin City,Medium-small-cities,4,Guangxi Zhuang Autonomous Region,70.3696,61.05477284,4512.962963,132,12550,85,937.037037,104,0.173138051,7847.541152,159,21823.05556,102,1629.403292,125,0.411334037,14541.76955,415,40438.88889,267,3019.341564,326,6.012612329,7521.604938,159,20916.66667,102,1561.728395,125,0.520463476,8775.205761,658,24402.77778,423,1822.016461,517,2.19727927,18804.01235,850,52291.66667,546,3904.320988,668,0.024012815,0.013435113,0.072303134,0.6,0.704,0.286,0.01,0.476,0.484,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
