City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Car,Truck,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Altay Prefecture,Medium-small-cities,1,Xinjiang Uygur Autonomous Region,12.0824,10.00871362,5273.354128,132,12432.33261,85,294.3132634,104,0.062001128,9169.776901,159,21618.44504,102,511.7780636,125,0.084064592,16991.91886,415,40059.7384,267,948.3427377,326,1.360952688,8788.923547,159,20720.55435,102,490.5221057,125,0.080433896,10253.74414,658,24173.98007,423,572.27579,517,0.486234071,21972.30887,850,51801.38587,546,1226.305264,668,0.001746154,0.000644439,0.000217997,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ankang City,Medium-small-cities,1,Shaanxi Province,19.7762,17.73389067,4398.797863,132,13152.79209,85,448.410051,104,0.050667417,7649.020729,159,22871.24402,102,779.7352553,125,0.125784809,14173.90423,415,42381.21894,267,1444.876831,326,1.299678172,7331.329772,159,21921.32014,102,747.350085,125,0.048605371,8553.218067,658,25574.8735,423,871.9084325,517,0.51757356,18328.32443,850,54803.30036,546,1868.375212,668,0.000263078,0.000500026,0.001802287,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anqing City,Medium-small-cities,1,Anhui Province,57.3094,49.08328264,4991.186266,132,12616.26118,85,392.5525526,104,0.156693991,8679.118341,159,21938.27639,102,682.605272,125,0.360332741,16082.7113,415,40652.39714,267,1264.891558,326,4.882254892,8318.643777,159,21027.10197,102,654.2542543,125,0.201101196,9705.084406,658,24531.61896,423,763.29663,517,2.625734537,20796.60944,850,52567.75492,546,1635.635636,668,0.000202983,0.000193231,4.35E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshun City,Medium-small-cities,1,Guizhou Province,30.0547,26.0219478,5619.001092,132,11653.20738,85,727.7915245,104,0.107244993,9770.818565,159,20263.63284,102,1265.548595,125,0.17647192,18105.67018,415,37549.22379,267,2345.106023,326,3.057333452,9365.001819,159,19422.01231,102,1212.985874,125,0.166258111,10925.83546,658,22659.01436,423,1415.150186,517,0.525443722,23412.50455,850,48555.03077,546,3032.464685,668,0.00120089,0.000726014,0.000134445,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anyang City,Medium-small-cities,1,Henan Province,86.4084,76.26651595,6503.697355,132,10997.55632,85,498.7463206,104,0.19646469,11309.20707,159,19123.5285,102,867.2644352,125,0.426301463,20956.35815,415,35436.57038,267,1607.071477,326,6.19698074,10839.49559,159,18329.26054,102,831.2438676,125,0.213150732,12646.07819,658,21384.1373,423,969.7845122,517,3.108986429,27098.73898,850,45823.15135,546,2078.109669,668,0.00025292,9.85E-05,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshan City,Medium-small-cities,1,Liaoning Province,62.1968,54.16211227,5967.520319,132,11217.57976,85,814.8999228,104,0.291748213,10376.85478,159,19506.1248,102,1417.020421,125,0.544306367,19228.67658,415,36145.53478,267,2625.78864,326,4.505405239,9945.867198,159,18695.96626,102,1358.166538,125,0.32222937,11603.51173,658,21811.96064,423,1584.527628,517,2.370998537,24864.66799,850,46739.91566,546,3395.416345,668,0.000106287,0.000223209,3.75E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bayannur City,Medium-small-cities,1,Inner Mongolia Autonomous Region,36.9,32.35197114,6217.115498,132,11412.59086,85,370.2936456,104,0.077815539,10810.87306,159,19845.22743,102,643.899506,125,0.195503503,20032.92771,415,36773.90387,267,1193.168414,326,2.855380111,10361.85916,159,19020.98476,102,617.156076,125,0.094536233,12088.83569,658,22191.14889,423,720.015422,517,1.324793475,25904.64791,850,47552.4619,546,1542.89019,668,0.001179424,0.000188463,1.11E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bazhong City,Medium-small-cities,1,Sichuan Province,44.98,40.29607673,4365.980661,132,13215.80072,85,418.2186173,104,0.08262418,7591.955261,159,22980.80903,102,727.2357067,125,0.290882387,14068.15991,415,42584.24677,267,1347.593322,326,3.00616195,7276.634436,159,22026.33454,102,697.0310288,125,0.235799601,8489.406842,658,25697.39029,423,813.2028669,517,1.068455151,18191.58609,850,55065.83634,546,1742.577572,668,0.001572564,0.000908715,0.000116966,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baicheng City,Medium-small-cities,1,Jilin Province,28.6851,25.37144774,6493.17348,132,10910.71569,85,596.1108251,104,0.08560428,11290.90722,159,18972.52229,102,1036.57049,125,0.230620487,20922.44788,415,35156.75057,267,1920.801548,326,1.905014659,10821.9558,159,18184.52616,102,993.5180419,125,0.116907338,12625.6151,658,21215.28052,423,1159.104382,517,0.975505494,27054.8895,850,45461.3154,546,2483.795105,668,9.13E-05,0.000215667,4.13E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baishan City,Medium-small-cities,1,Jilin Province,14.5408,12.86107238,5637.988801,132,11612.07479,85,749.9364064,104,0.043393773,9803.836081,159,20192.10783,102,1304.056084,125,0.11690412,18166.8528,415,37416.68544,267,2416.461754,326,0.965673369,9396.648001,159,19353.45799,102,1249.894011,125,0.059261645,10962.756,658,22579.03432,423,1458.209679,517,0.494494713,23491.62,850,48383.64497,546,3124.735027,668,0.00028602,0.000484507,9.54E-06,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baiyin City,Medium-small-cities,1,Gansu Province,24.79,20.23462855,6127.081385,132,11191.82103,85,681.0975802,104,0.078490765,10654.31374,159,19461.33324,102,1184.353014,125,0.173697156,19742.8178,415,36062.53444,267,2194.647758,326,3.331496922,10211.80231,159,18653.03506,102,1135.162634,125,0.188232483,11913.76936,658,21761.87423,423,1324.356406,517,0.783454119,25529.50577,850,46632.58764,546,2837.906584,668,0.000213053,0.000330319,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baise City,Medium-small-cities,1,Guangxi Zhuang Autonomous Region,39.4785,34.25272915,5612.602198,132,11355.16375,85,1032.234049,104,0.097133287,9759.6916,159,19745.36808,102,1794.940319,125,0.230765143,18085.05153,415,36588.86098,267,3326.087492,326,3.373174152,9354.336997,159,18925.27292,102,1720.390082,125,0.291988548,10913.39316,658,22079.48507,423,2007.121763,517,1.232709716,23385.84249,850,47313.1823,546,4300.975206,668,0.000650464,0.000643012,4.09E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
