City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Car,Truck,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Altay Prefecture,Medium-small-cities,1,Xinjiang Uygur Autonomous Region,12.0824,10.00871362,2952.430916,132,18357.84299,85,289.7260904,104,0.062001128,5133.949315,159,31922.24921,102,503.8014793,125,0.084064592,9513.388506,415,59153.04965,267,933.5618467,326,1.360952688,4920.718193,159,30596.40499,102,482.8768173,125,0.080433896,5740.837892,658,35695.80582,423,563.3562868,517,0.486234071,12301.79548,850,76491.01247,546,1207.192043,668,0.001746154,0.000644439,0.000217997,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ankang City,Medium-small-cities,1,Shaanxi Province,19.7762,17.73389067,1580.446467,132,19574.65573,85,444.8977991,104,0.050667417,2748.220801,159,34038.15136,102,773.6278395,125,0.125784809,5092.549727,415,63073.8907,267,1433.559575,326,1.299678172,2634.077445,159,32624.42622,102,741.4963318,125,0.048605371,3073.090353,658,38061.83059,423,865.0790537,517,0.51757356,6585.193613,850,81561.06556,546,1853.740829,668,0.000263078,0.000500026,0.001802287,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anqing City,Medium-small-cities,1,Anhui Province,57.3094,49.08328264,2536.728528,132,18675.87397,85,387.3974968,104,0.156693991,4411.089052,159,32475.26975,102,673.6412027,125,0.360332741,8173.903036,415,60177.81614,267,1248.280823,326,4.882254892,4227.88088,159,31126.45662,102,645.6624946,125,0.201101196,4932.527694,658,36314.1994,423,753.2729104,517,2.625734537,10569.7022,850,77816.14156,546,1614.156237,668,0.000202983,0.000193231,4.35E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshun City,Medium-small-cities,1,Guizhou Province,30.0547,26.0219478,3769.330444,132,17117.94474,85,712.7248141,104,0.107244993,6554.446828,159,29766.20391,102,1239.34926,125,0.17647192,12145.62032,415,55157.82195,267,2296.557734,326,3.057333452,6282.217407,159,28529.9079,102,1187.87469,125,0.166258111,7329.253641,658,33284.89255,423,1385.853805,517,0.525443722,15705.54352,850,71324.76976,546,2969.686725,668,0.00120089,0.000726014,0.000134445,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anyang City,Medium-small-cities,1,Henan Province,86.4084,76.26651595,5116.576882,132,15999.69217,85,483.7309527,104,0.19646469,8897.158689,159,27821.68693,102,841.1543789,125,0.426301463,16486.74773,415,51554.56364,267,1558.688626,326,6.19698074,8527.628136,159,26666.15361,102,806.2182546,125,0.213150732,9948.899492,658,31110.51254,423,940.5879637,517,3.108986429,21319.07034,850,66665.38402,546,2015.545636,668,0.00025292,9.85E-05,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshan City,Medium-small-cities,1,Liaoning Province,62.1968,54.16211227,4398.589377,132,16406.82902,85,794.5815997,104,0.291748213,7648.658195,159,28529.65269,102,1381.689115,125,0.544306367,14173.23244,415,52866.44907,267,2560.318488,326,4.505405239,7330.982295,159,27344.71504,102,1324.302666,125,0.32222937,8552.812678,658,31902.16754,423,1545.019777,517,2.370998537,18327.45574,850,68361.7876,546,3310.756666,668,0.000106287,0.000223209,3.75E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bayannur City,Medium-small-cities,1,Inner Mongolia Autonomous Region,36.9,32.35197114,4567.577855,132,16671.79931,85,360.6228374,104,0.077815539,7942.510381,159,28990.40657,102,627.083045,125,0.195503503,14717.75087,415,53720.24221,267,1162.00692,326,2.855380111,7612.629758,159,27786.33218,102,601.0380623,125,0.094536233,8881.401384,658,32417.38754,423,701.2110727,517,1.324793475,19031.57439,850,69465.83045,546,1502.595156,668,0.001179424,0.000188463,1.11E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bazhong City,Medium-small-cities,1,Sichuan Province,44.98,40.29607673,1508.978112,132,19675.92097,85,415.1009153,104,0.08262418,2623.945272,159,34214.24036,102,721.8143693,125,0.290882387,4862.262805,415,63400.1898,267,1337.547394,326,3.00616195,2514.96352,159,32793.20162,102,691.8348588,125,0.235799601,2934.124107,658,38258.73522,423,807.1406686,517,1.068455151,6287.4088,850,81983.00405,546,1729.587147,668,0.001572564,0.000908715,0.000116966,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baicheng City,Medium-small-cities,1,Jilin Province,28.6851,25.37144774,5153.128481,132,15868.8706,85,578.000919,104,0.08560428,8960.717858,159,27594.20277,102,1005.079376,125,0.230620487,16604.5251,415,51133.02749,267,1862.447406,326,1.905014659,8588.547468,159,26448.11767,102,963.334865,125,0.116907338,10019.97205,658,30856.13728,423,1123.890676,517,0.975505494,21471.36867,850,66120.29417,546,2408.337162,668,9.13E-05,0.000215667,4.13E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baishan City,Medium-small-cities,1,Jilin Province,14.5408,12.86107238,3813.279338,132,17052.52462,85,734.1960422,104,0.043393773,6630.869071,159,29652.44559,102,1276.68534,125,0.11690412,12287.23342,415,54947.02377,267,2365.742803,326,0.965673369,6355.465564,159,28420.87437,102,1223.66007,125,0.059261645,7414.709824,658,33157.68676,423,1427.603415,517,0.494494713,15888.66391,850,71052.18592,546,3059.150176,668,0.00028602,0.000484507,9.54E-06,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
