City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Car,Truck,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Altay Prefecture,Medium-small-cities,1,Xinjiang Uygur Autonomous Region,12.0824,10.00871362,3198.466825,132,19887.66324,85,313.8699312,104,0.062001128,5561.778424,159,34582.43664,102,545.7849359,125,0.084064592,10306.17088,415,64082.47045,267,1011.358667,326,1.360952688,5330.778042,159,33146.10541,102,523.116552,125,0.080433896,6219.241049,658,38670.45631,423,610.302644,517,0.486234071,13326.94511,850,82865.26351,546,1307.79138,668,0.001746154,0.000644439,0.000217997,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ankang City,Medium-small-cities,1,Shaanxi Province,19.7762,17.73389067,1712.150339,132,21205.87704,85,481.9726156,104,0.050667417,2977.239201,159,36874.66397,102,838.0968261,125,0.125784809,5516.928871,415,68330.04826,267,1553.022873,326,1.299678172,2853.583899,159,35343.12841,102,803.2876927,125,0.048605371,3329.181215,658,41233.64981,423,937.1689749,517,0.51757356,7133.959747,850,88357.82102,546,2008.219232,668,0.000263078,0.000500026,0.001802287,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anqing City,Medium-small-cities,1,Anhui Province,57.3094,49.08328264,2748.122572,132,20232.19681,85,419.6806215,104,0.156693991,4778.679806,159,35181.54222,102,729.7779696,125,0.360332741,8855.061622,415,65192.63415,267,1352.304225,326,4.882254892,4580.204287,159,33720.32801,102,699.4677025,125,0.201101196,5343.571668,658,39340.38268,423,816.0456529,517,2.625734537,11450.51072,850,84300.82003,546,1748.669256,668,0.000202983,0.000193231,4.35E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshun City,Medium-small-cities,1,Guizhou Province,30.0547,26.0219478,4083.441314,132,18544.44014,85,772.1185486,104,0.107244993,7100.65073,159,32246.72091,102,1342.628365,125,0.17647192,13157.75535,415,59754.30711,267,2487.937545,326,3.057333452,6805.735524,159,30907.40023,102,1286.864248,125,0.166258111,7940.024778,658,36058.6336,423,1501.341622,517,0.525443722,17014.33881,850,77268.50057,546,3217.160619,668,0.00120089,0.000726014,0.000134445,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anyang City,Medium-small-cities,1,Henan Province,86.4084,76.26651595,5542.958288,132,17332.99985,85,524.0418655,104,0.19646469,9638.588579,159,30140.16084,102,911.2505772,125,0.426301463,17860.64337,415,55850.77728,267,1688.579344,326,6.19698074,9238.263814,159,28888.33308,102,873.4031091,125,0.213150732,10777.97445,658,33703.05526,423,1018.970294,517,3.108986429,23095.65954,850,72220.83269,546,2183.507773,668,0.00025292,9.85E-05,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshan City,Medium-small-cities,1,Liaoning Province,62.1968,54.16211227,4765.138492,132,17774.06477,85,860.796733,104,0.291748213,8286.046378,159,30907.12375,102,1496.829875,125,0.544306367,15354.33514,415,57271.9865,267,2773.678362,326,4.505405239,7941.897487,159,29623.44129,102,1434.661222,125,0.32222937,9265.547068,658,34560.68151,423,1673.771425,517,2.370998537,19854.74372,850,74058.60323,546,3586.653054,668,0.000106287,0.000223209,3.75E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bayannur City,Medium-small-cities,1,Inner Mongolia Autonomous Region,36.9,32.35197114,4948.209343,132,18061.11592,85,390.6747405,104,0.077815539,8604.386246,159,31406.27379,102,679.3399654,125,0.195503503,15944.2301,415,58196.92907,267,1258.84083,326,2.855380111,8247.015571,159,30101.85986,102,651.1245675,125,0.094536233,9621.518166,658,35118.83651,423,759.6453287,517,1.324793475,20617.53893,850,75254.64965,546,1627.811419,668,0.001179424,0.000188463,1.11E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bazhong City,Medium-small-cities,1,Sichuan Province,44.98,40.29607673,1634.726288,132,21315.58105,85,449.6926582,104,0.08262418,2842.607379,159,37065.42705,102,781.9655667,125,0.290882387,5267.451372,415,68683.53895,267,1449.009676,326,3.00616195,2724.543813,159,35525.96842,102,749.4877637,125,0.235799601,3178.634449,658,41446.96316,423,874.4023909,517,1.068455151,6811.359533,850,88814.92106,546,1873.719409,668,0.001572564,0.000908715,0.000116966,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baicheng City,Medium-small-cities,1,Jilin Province,28.6851,25.37144774,5582.555854,132,17191.27648,85,626.1676622,104,0.08560428,9707.444346,159,29893.71966,102,1088.83599,125,0.230620487,17988.23553,415,55394.11311,267,2017.651356,326,1.905014659,9304.259757,159,28652.12747,102,1043.61277,125,0.116907338,10854.96972,658,33427.48205,423,1217.548232,517,0.975505494,23260.64939,850,71630.31868,546,2609.031926,668,9.13E-05,0.000215667,4.13E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baishan City,Medium-small-cities,1,Jilin Province,14.5408,12.86107238,4131.052616,132,18473.56834,85,795.3790458,104,0.043393773,7183.441494,159,32123.48272,102,1383.075785,125,0.11690412,13311.16954,415,59525.94242,267,2562.888036,326,0.965673369,6885.087694,159,30789.28056,102,1325.631743,125,0.059261645,8032.602309,658,35920.82732,423,1546.570367,517,0.494494713,17212.71923,850,76973.20141,546,3314.079357,668,0.00028602,0.000484507,9.54E-06,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
