City,Category,level,Province,Vehicles,small1,cityroadA,M1,ruralroadA,M2,highwayA,M3,medium1,cityroadB,M4,ruralroadB,M5,highwayB,M6,big1,cityroadC,M7,ruralroadC,M8,highwayC,M9,small2,cityroadD,M10,ruralroadD,M11,highwayD,M12,medium2,cityroadE,M13,ruralroadE,M14,highwayE,M15,big2,cityroadF,M16,ruralroadF,M17,highwayF,M18,Car,Truck,Airplaneinput,TCR,TC13,TC14,TC15,TC23,TC24,TC25,TC314,TC413,TC56,TC57,TC58,TC59,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1114,TC1315,TC1316,TC1415,TC1417,TC1516,TC1518
Altay Prefecture,Medium-small-cities,1,Xinjiang Uygur Autonomous Region,12.0824,10.00871362,1968.287277,132,12238.562,85,193.1507269,104,0.062001128,3422.632876,159,21281.49947,102,335.8676529,125,0.084064592,6342.259004,415,39435.36643,267,622.3745645,326,1.360952688,3280.478795,159,20397.60333,102,321.9178782,125,0.080433896,3827.225261,658,23797.20388,423,375.5708579,517,0.486234071,8201.196988,850,50994.00832,546,804.7946954,668,0.001746154,0.000644439,0.000217997,0.6,0.743,0.247,0.01,0.542,0.418,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Ankang City,Medium-small-cities,1,Shaanxi Province,19.7762,17.73389067,1053.630978,132,13049.77049,85,296.5985327,104,0.050667417,1832.147201,159,22692.10091,102,515.751893,125,0.125784809,3395.033152,415,42049.26047,267,955.7063831,326,1.299678172,1756.05163,159,21749.61748,102,494.3308878,125,0.048605371,2048.726902,658,25374.55373,423,576.7193691,517,0.51757356,4390.129075,850,54374.04371,546,1235.82722,668,0.000263078,0.000500026,0.001802287,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anqing City,Medium-small-cities,1,Anhui Province,57.3094,49.08328264,1691.152352,132,12450.58265,85,258.2649978,104,0.156693991,2940.726035,159,21650.17983,102,449.0941351,125,0.360332741,5449.26869,415,40118.54409,267,832.1872153,326,4.882254892,2818.587254,159,20750.97108,102,430.4416631,125,0.201101196,3288.351796,658,24209.46626,423,502.1819402,517,2.625734537,7046.468134,850,51877.42771,546,1076.104158,668,0.000202983,0.000193231,4.35E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshun City,Medium-small-cities,1,Guizhou Province,30.0547,26.0219478,2512.886963,132,11411.96316,85,475.1498761,104,0.107244993,4369.631218,159,19844.13594,102,826.23284,125,0.17647192,8097.080213,415,36771.8813,267,1531.03849,326,3.057333452,4188.144938,159,19019.9386,102,791.9164601,125,0.166258111,4886.169094,658,22189.92837,423,923.9025368,517,0.525443722,10470.36234,850,47549.84651,546,1979.79115,668,0.00120089,0.000726014,0.000134445,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anyang City,Medium-small-cities,1,Henan Province,86.4084,76.26651595,3411.051254,132,10666.46144,85,322.4873018,104,0.19646469,5931.439126,159,18547.79129,102,560.769586,125,0.426301463,10991.16515,415,34369.7091,267,1039.12575,326,6.19698074,5685.085424,159,17777.43574,102,537.4788364,125,0.213150732,6632.599661,658,20740.3417,423,627.0586425,517,3.108986429,14212.71356,850,44443.58935,546,1343.697091,668,0.00025292,9.85E-05,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Anshan City,Medium-small-cities,1,Liaoning Province,62.1968,54.16211227,2932.392918,132,10937.88602,85,529.7210665,104,0.291748213,5099.105463,159,19019.76846,102,921.1260767,125,0.544306367,9448.821625,415,35244.29938,267,1706.878992,326,4.505405239,4887.32153,159,18229.81003,102,882.8684441,125,0.32222937,5701.875119,658,21268.1117,423,1030.013185,517,2.370998537,12218.30383,850,45574.52506,546,2207.17111,668,0.000106287,0.000223209,3.75E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bayannur City,Medium-small-cities,1,Inner Mongolia Autonomous Region,36.9,32.35197114,3045.051903,132,11114.53287,85,240.4152249,104,0.077815539,5295.00692,159,19326.93772,102,418.0553633,125,0.195503503,9811.83391,415,35813.49481,267,774.6712803,326,2.855380111,5075.086505,159,18524.22145,102,400.6920415,125,0.094536233,5920.934256,658,21611.5917,423,467.4740484,517,1.324793475,12687.71626,850,46310.55363,546,1001.730104,668,0.001179424,0.000188463,1.11E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Bazhong City,Medium-small-cities,1,Sichuan Province,44.98,40.29607673,1005.985408,132,13117.28065,85,276.7339435,104,0.08262418,1749.296848,159,22809.49357,102,481.2095795,125,0.290882387,3241.508537,415,42266.7932,267,891.6982624,326,3.00616195,1676.642347,159,21862.13441,102,461.2232392,125,0.235799601,1956.082738,658,25505.82348,423,538.093779,517,1.068455151,4191.605867,850,54655.33604,546,1153.058098,668,0.001572564,0.000908715,0.000116966,0.6,0.717,0.273,0.01,0.498,0.462,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baicheng City,Medium-small-cities,1,Jilin Province,28.6851,25.37144774,3435.418987,132,10579.24707,85,385.333946,104,0.08560428,5973.811905,159,18396.13518,102,670.0529172,125,0.230620487,11069.6834,415,34088.68499,267,1241.631604,326,1.905014659,5725.698312,159,17632.07844,102,642.2232433,125,0.116907338,6679.981364,658,20570.75819,423,749.2604505,517,0.975505494,14314.24578,850,44080.19611,546,1605.558108,668,9.13E-05,0.000215667,4.13E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baishan City,Medium-small-cities,1,Jilin Province,14.5408,12.86107238,2542.186225,132,11368.34975,85,489.4640282,104,0.043393773,4420.579381,159,19768.29706,102,851.1235601,125,0.11690412,8191.488949,415,36631.34918,267,1577.161869,326,0.965673369,4236.977042,159,18947.24958,102,815.7733803,125,0.059261645,4943.139883,658,22105.12451,423,951.7356103,517,0.494494713,10592.44261,850,47368.12394,546,2039.433451,668,0.00028602,0.000484507,9.54E-06,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baiyin City,Medium-small-cities,1,Gansu Province,24.79,20.23462855,3060.126569,132,10897.7396,85,442.1338314,104,0.078490765,5321.22009,159,18949.9583,102,768.8216067,125,0.173697156,9860.407834,415,35114.93871,267,1424.653457,326,3.331496922,5100.210949,159,18162.89933,102,736.8897189,125,0.188232483,5950.246107,658,21190.04922,423,859.7046721,517,0.783454119,12750.52737,850,45407.24833,546,1842.224297,668,0.000213053,0.000330319,0,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
Baise City,Medium-small-cities,1,Guangxi Zhuang Autonomous Region,39.4785,34.25272915,2618.533572,132,11108.27271,85,673.193716,104,0.097133287,4553.338933,159,19316.05199,102,1170.609073,125,0.230765143,8437.497065,415,35793.32318,267,2169.179751,326,3.373174152,4364.22262,159,18513.78785,102,1121.989527,125,0.291988548,5091.593056,658,21599.41916,423,1308.987781,517,1.232709716,10910.55655,850,46284.46963,546,2804.973817,668,0.000650464,0.000643012,4.09E-05,0.6,0.73,0.26,0.01,0.52,0.44,0.04,1,1,0.02,0.98,0,0,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.01,0.99,0.35,0.65
