5596.18,428.4,291.5,355.67,6804.388422,116.5112
2322.22,420,140,153,3333.333333,83.57
14030.15,4226.41,671.35,822.97,1588.463968,269.94
4506.56,865.08,379.45,319.69,4386.299533,176.1627
1991.57,344.72,37.58,49.46,1090,29.25
9383.4,398,165.56,240.58,4159.798995,181.23
3814.98,640.77,160.47,159.8,2504,114.3854
1433.3,278.93,64.87,90.21,2325.673108,47.01
11985.12,1380.8,327.38,354.79,2370.94438,277.0211
2451.7,107.5,33.05,42,3074,27.78
1010.13,342.56,68.41,82.07,1997.022419,25.2
1281,276.91,79.98,106.89,2888.303059,36.0316
2372.64,260.03,90.88,73.4,3495,71.3472
456.5803,255,30.7,42,1204,23.89
930.02,85.7,47.1,52.08,5495.915986,24.34
2595.39,248.2,80.54,98.5,3245,38.77
1581.49,153.56,61.64,64,4014,68.6431
875.28,50,22.91,26.5,4582,29.6
1128.9,127.46,108.17,127.46,8487,7.8219
1356.27,354.38,38.5,90.51,1086.404425,75.1807
1612.02,330.25,132,141.8,3996.971991,71.2
11741.31,3089.18,529.48,758.16,1713.982351,291.0938
1698.2,311.03,56.18,82.89,1806.256631,68.8998
742.9377,31,20.78,30,6703,31.7
2637.59,124.28,79.31,102.89,6381.557773,76.69
1573.51,200.1,36.16,77.7,1807.096452,46.658
9946.66,539,136.56,226,2534,160.18
1949.38,403.7,89.31,115.7,2212.286351,70.3935
1443.82,73,48.9,61.2,6699,32.4525
2601.56,220,24.77,39.91,1126,31.08
677.86,188,62.09,51.63,3302.66,21.6115
5995.04,397.84,335.66,397.84,8437,140.53
2694.08,291.81,299.11,291.81,10250.16278,79.0098
1076.27,283.16,31.9,34.16,1126.57155,28.4348
832.01,40,24.18,26,6045,10.6124
2911.2,103,96.48,69,9367,111.034
38155.32,6340.5,2428.14,1237.85,3830,411.22
2513.1,93.96,76.46,81.83,8137.505321,67.1715
1316.35,241.95,63.64,105.08,2630.295516,42.2016
2152.48,83,69.58,78,8383,60.6648
5780.74,684,153.02,242.31,2237.134503,153.3721
26927.09,1997.47,1343.88,960.45,6727.910807,341.4152
6470,1610,569.15,563,3535.093168,257.9958
2012.72,410.5,75.32,114.9,1834.835566,39.0369
5809.9,518.81,336.76,309.32,6491.008269,287.6
511.2429,118.2,42.9,102.8,3629.441624,12.2
1061.7,176,44.02,49.7,2501.136364,25.9063
796.1686,118.11,57.91,62.95,4903.056473,42.0783
729.7836,81.8,48.41,53.52,5918.09291,45.6072
19235.8,1523.88,384.04,477.63,2520.145943,419.1
3099,359.32,85.83,100.16,2388.678615,107.5
1978.8,164.51,58.78,89.68,3573.035074,58.2996
1162.23,236.61,50.48,80.29,2133.468577,23.3725
1345.73,261.52,61.65,85.04,2357.372285,44.72
5134.05,750.28,107.57,143,1433.731407,175.2182
4028.51,1000,385,340,3850,168.37
2663.59,587.63,104.13,161.04,1772.033422,85.3328
5133.36,441.44,97.47,143,2208.001087,82.87
6890,293.65,205.74,249,7006.300017,213.8
14104.28,2639.78,1303.84,1151.05,4939,306.93
632.6699,60,69.66,56,11610,30.44
640,240.33,43.1,69.95,1793.367453,37.023
725.7567,64.75,46.93,58.53,7247.876448,25.0754
369.15,55,41.23,48.85,7496.363636,9.8757
960.2,205.6,53.17,81.32,2586.089494,19.7746
1249.16,68,41.73,54.02,6136.764706,34.9589
384.4809,21.87,8.84,21.85,4042.066758,10.01
2963.73,652.42,98.63,199.45,1511.756231,80.9722
5688.5,1186.54,162.42,180.28,1368.853979,246.0261
1836.53,267,55.29,68.26,2070.786517,59.7456
6606.11,849.26,229.72,268.04,2704.943127,234.9526
550.95,67.17,56.02,62.3,8340.032753,21.65
3413.2587,842.09,349.75,487.88,4153.35653,123.58
11852.32,1261.26,263.51,347.03,2089.259946,209.71
3618.3,721.7,163.56,182.91,2266.315644,61.5052
580.1885,60,20.65,56.48,3441.666667,32.2
991.4,485.01,64.33,66.34,1326.364405,27.4065
16223.21,1452,934.78,812.39,6437.878788,334.439
488.455,177.77,33.92,33.89,1908,21.96
9399.98,942.53,637.81,700.69,6766.999459,341.2616
568.09,83.63,20.66,37.77,2470.405357,20.74
1594.98,165,41.35,73.25,2506.060606,26.43
2210.48,138,102.94,73.5,7459.42029,45.2991
2257.6,118.41,82,80.04,6925,38.4975
4812.84,374.3,154.92,206,4138.925995,79.7164
2301.4,115.25,61.58,56.39,5343.167028,31.4296
1001.6,183,32.55,36.76,1778.688525,40.2784
2918.18,140,79.06,126.36,5647,105.0265
971.58,230,48.73,82,2118.695652,19.2386
2758.47,259.51,63.35,103.21,2441,66.5127
2119.96,114.8,60.15,108.19,5239.547038,141.2
7151.35,604.78,207.55,282.24,3431.826449,151.4
3395.7,190,57.88,112,3046,70.6631
1561.3,131.77,35.96,63,2728.997496,43.3812
723.79,196.9,21.82,40.56,1108.176739,32.12
7653.45,914,218.28,338.92,2388.183807,174.1372
1672.27,62.06,41.52,41,6690.29971,37.3688
5702.26,608.76,140.39,166.6,2306.163348,136.38
5850.08,415.34,122.93,178.84,2959.743824,82.73
1291.67,626.72,61.05,97.97,974.1192239,42.9027
718.9,68.93,61.26,62.2,8887.276948,25.2758
298.841,121.93,45.08,96.1,3697,8.5064
2601.89,185.77,150.92,152.47,8124.024331,79.81
4460.82,541,94.15,179.11,1740.295749,69.3144
2687.57,115,72,88.3,6260.869565,78.1102
1792.46,109.66,66.92,82.2,6102.498632,45.4055
1896.7883,562.49,154.46,190.55,2746.004373,92.7
941.26,101,34.12,49.54,3378.217822,14.3315
1328,538.25,90.43,180.07,1680.074315,46.1484
2016.86,100,57.51,67.96,5751,47.2512
4149.12,179,59.28,78.38,3311.731844,72.868
1679.77,302.04,77.06,76.5,2551.317706,66.94
1949.71,102.02,42.35,38.42,4151.146834,46.8
3780.41,167,92.8,114,5556.886228,64.0815
944.14,368.13,29.03,30.4,788.5801212,35.9123
1562.9,88.9,57,66,6411.698538,91.3089
1693.91,359.1,106.38,156.24,2962.406015,83.1533
3055.9,115.5,89.44,111.37,7743.722944,673.3926
552.1,55.2,28.65,38.89,5190,16.9139
1551.06,407.45,109.02,100.94,2675.665726,64.41
448.7331,200,29.14,45.1,1457,20.5
4741.83,91.51,53,68.67,5791.716752,60.88
5904.1375,3427.42,462.22,542.71,1348.59457,181.7334
11574.22,1199.84,384.75,377.95,3207,263.0833
1652.1,76.2,77.14,59.3,10123.35958,60.5
1194.2,61,32.7,46.95,5360.655738,38.37
2250.67,416.65,85.24,126.25,2045.841834,60.1702
4127.32,555.43,88.86,144.62,1599.841564,64.75
11589.72,762.41,670.41,580.75,8793.300193,379.4752
3101.1,257.34,92.82,147.8,3606.901376,120.6398
437.6463,64.7,14.77,30.46,2282.843895,15.42
23605.77,7659.78,1540.88,1515.41,2012,0.04595
1371.6,578.7,62.29,66.79,1076.378089,19.5935
3198.49,100,44.63,77.52,4463,98.4355
3435.89,761.69,299.49,152.85,3931.914558,68.8579
3003.13,864,116.47,145.82,1348,54.8513
2742.06,185,51.55,95.08,2786.486486,74.3745
777.8,249.23,33.15,51,1330.096698,32.24
3642.42,705.1,183.84,288.18,2607.289746,112.4472
1428.49,778.32,117.42,128,1508.633981,44.04
3483.32,531.51,116,155.27,2182.46129,94.97
