339.1612,24.59,7.45,18,3029.686865,12.0824
1182.06,160,35.13,45,2195.625,19.7762
2380.5,311.5,64.67,129.5,2076.083467,57.3094
2229.3,153,76.5,88,5000,86.4084
1745,625.6,143.24,175.02,2289.641944,62.1968
875.01,80.51,39.78,51,4941.001118,36.9
754.29,162.3,46.37,60.83,2857.054837,44.98
491.5546,67.5,26.61,46.86,3942.222222,28.6851
509.6629,388.11,41.41,47.83,1066.965551,14.5408
486.3331,114,33.76,67.25,2961.403509,24.79
1257.78,362.6,27.74,55.32,765.0303365,39.4785
2057.2,365.48,96.61,151,2643.373098,44.0785
2714.47,885,194.45,211.62,2197.175141,72.6
2212.76,156.3,93.82,96.73,6002.559181,39.2303
3772.2,344.93,165.53,199.35,4798.944713,238
960.68,68,35.71,37.52,5251.470588,28.66
1300.8,957,53.09,85.97,554.754441,30.3548
35371.3,16410,1865,1469.05,1137,584.25
781,1518,81.45,109,536.5612648,15.1086
1901.36,170.08,44.78,49,2632.878645,58.2
2457.19,799.9,88.81,144.1,1110.263783,95.6195
1749,86.9,37.05,72,4263.521289,63.1152
3624.2,332.07,79.25,105.11,2386.545006,62.3495
7400.86,772.51,227.58,272.85,2945.981282,147.72
433.4321,48,36.12,48,7525,9.5791
843,570,52.13,60.3,914.5614035,41.8232
1080.94,241.02,78.23,117.5,3245.788731,37.4376
2410.9,580,66.92,78.9,1153.793103,50.137
17012.65,1285.12,816.97,949.58,6357.149527,463.04
831.7,252.93,31.04,40.55,1227.217017,18.5196
760.46,50,19.2,38,3840,19.1722
2909.1,282.6,55.57,92.32,1966.383581,47.5566
1251.9,51.22,33.7,49.71,6579.461148,30.49
2041.49,157.37,115.18,115.1,7319.056999,64.69
1374.93,87.2,36.67,54.85,4205.275229,49.98
7002,1523,441.49,444.04,2898.818122,169.4615
1021.9886,130.2,127.33,125.2,9779.569892,78.5117
768,620.8,64.85,84.89,1044.619845,34.6818
2335.91,193.59,64.47,93.06,3330.234,67.79
3022.27,602,102.92,165,1709.634551,108.1157
251.2,61.1,9.58,18.03,1567.92144,7.96
416.38,35.9,20.97,25.22,5841.225627,30.58
1698.2,2460.08,956.08,1194.31,3886.377679,322.8715
2916.19,1388.2,95.34,153,686.7886472,73.1925
3605.03,200.87,54.85,117.87,2730.621795,70.5
1140.07,63.45,31.15,36.18,4909.377463,7.7847
1159.37,120,28.39,41.28,2365.833333,48.4
701.23,238.33,25.74,50.73,1080.015105,15.5007
10751.02,557.33,192.15,161.25,3447.688084,272.9071
9392.3,758.57,313.37,301.28,4131.062394,145.93
847,660.34,125.76,141.82,1904.473453,28.5754
1510.92,135.25,82.44,101.83,6095.378928,37.6025
488,448,75.94,76.5,1695.089286,28.8588
2705,338.87,102.49,144.53,3024.463659,92.9875
3474.34,328.24,190.01,190.47,5788.752133,105.325
322.6589,52.33,28.02,44.1,5354.481177,17.92
1250.44,139.44,41.91,64.78,3005.593804,39.23
941.85,216.7,53.93,64.25,2488.694047,44.13
23628.6,2202.03,1352.36,1324.17,6141.42405,277.3517
1257.53,301.5,43.54,86.09,1444.112769,42.7409
4039.6,1230,296.72,369,2412.357724,134.1511
2105.56,612.63,97.65,128.13,1593.947407,70.3696
5249.4,467.3,492.61,445.75,10541.62208,195.2374
604.8153,71.17,24.63,52.25,3460.727835,19.69
1671.93,562.4,200,195.5,3556.19,82.071
3486,556,217.88,187.69,3918.705036,153.9156
1560.45,131.64,57.37,56.73,4358.097843,33.1003
15373.05,1726.96,682.21,648.46,3950.352064,274.584
9409.4,1126.61,438.59,480.5,3893.006453,216.4758
878.1,124,34.78,44.89,2804.83871,32.5873
1080.03,41.21,34.52,41.21,8376.60762,41.7966
3409.98,444.56,96.41,178.98,2168.661148,118.3422
700.11,78,23.73,54.74,3042.307692,22.6107
988.69,130.42,49.04,64.15,3760.159485,27.758
336.4,85,50.45,54.71,5935,10
1504.9,401.4,64.82,75.59,1614.848032,83.8
3372.68,189,142.98,137.85,7565.079365,62.6219
2211.99,38.85,37.67,33.63,9696.267696,55.38
2791.46,265.03,221,261,8338.67864,120.3595
807,380.4,54.83,90.2,1441.377497,42
3122.43,640.69,94.35,125.15,1472.63107,88.6936
1616.64,65,62.6,65,9631,41.2396
3871.21,309.69,167.85,198,5419.936065,63.21
1077.9,210,74.64,89.48,3554.285714,30.9678
1296.2,469.02,119.84,106.28,2555.11492,36.8604
2322.73,59.15,39.52,59.15,6681.318681,48.5984
818,461.8,41.11,71.01,890.2122131,21.0622
1767.19,233.8,67.14,85.42,2871.685201,24.8889
4192.93,1181.65,255.99,286.02,2166.377523,130.4393
552,80.41,65.84,80.4,8188,21.9
2085.41,230,49.7,59.8,2160.869565,49.7006
1416.5563,498.75,126.96,193.42,2545.56391,61.3329
9443.37,2340.01,595.66,716.11,2545.544677,257.8872
4370.17,883.87,159.1,245.5,1800.038467,155.2222
5370.32,293,90.09,155.17,3074.744027,147.8138
283.4099,342,22.76,70.4,665.497076,7.31
3146.64,566,127.19,158.01,2247.173145,88.0028
2761.11,140,80.91,113.3,5779.285714,59.0428
2101.77,372,92.16,151.9,2477.419355,59.0227
340.31,52.3,19.47,44.45,3722.753346,8.51
4559.91,579.69,82.86,107.74,1429.384671,207.2702
1073,436,93,77.1,2133.027523,47.2959
1362.4,142.59,50.28,47.87,3526.193983,46.7224
1460,237,64.11,103.15,2705.063291,67.4302
2033.77,248.7,58.17,65.7,2338.962606,37.6966
2516.48,93.87,91.03,93.87,9697.453926,53.6687
926.11,198.5,49.46,101,2491.687657,23.4326
3121.05,554,82.89,154.48,1496.209386,61.3696
618.2,235,38.98,53.9,1658.723404,20.48
1048.322,91,40.23,91,4420.879121,60.22
2364.14,192.25,102.5,138.15,5331.59948,64.4348
972.9252,77.2,45.79,77.03,5931.34715,15.3
6475.88,1782.6,406.71,446.13,2281.555032,250.39
654.15,92,33.63,51.92,3655.434783,23.2455
2837.3558,328.38,256.71,313.52,7817,92.49
1863.31,437.18,84.53,78.31,1933.528524,60.09
472.51,28.08,19.6,24,6980.05698,20.39
1476.61,266.13,38.69,41.58,1453.800774,42.852
3139.29,718.5,110.2,223,1533.75087,73.41
831,728,76.93,106.8,1056.730769,27.5223
410.3836,46.3,43.16,46.3,9321.814255,15.2145
2259.82,439.87,95.07,119.38,2161.32039,107.7707
759.26,35.18,19.64,22.5,5582.717453,22.2
1452.6,60,61.7,54,10283.33333,72.5605
4600.25,1277.63,223.24,247.72,1747.297731,262.1406
3128.35,501.78,189.12,240.23,3768.982423,79.6307
1620.1,166.12,60.77,79.5,3658.198892,59.2794
1265.97,276.64,36.05,54.2,1303.137652,55.52
2678.96,200,47.73,73.69,2387,46.88
445.09,40,17.1,13.8,4275,19.11
1640.58,62.2,52.05,52.1,8368,40.8804
2081.26,411.38,170.3,172,4139.724829,73.38
5034.85,331.42,238.81,255.51,7206,119.8284
1578.44,106.82,61.95,68.49,5799,36.537
1512.1,50.2,28.13,33.32,5603.585657,46
2111,175.84,76.1,100.3,4327.797998,30.7566
3252.34,167.93,85.51,123.31,5092.00262,71.5422
1380.2,253.56,57.52,66.93,2268.496608,59.77
1187.06,376,46.77,63.51,1243.882979,57.8645
2856.2,602.82,141.97,162.61,2355.097707,85.25
